These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  MIN  O3(PPB)
SMO 2014   12  01  00    00    11.10
SMO 2014   12  01  01    00    10.88
SMO 2014   12  01  02    00    12.51
SMO 2014   12  01  03    00    12.28
SMO 2014   12  01  04    00    12.52
SMO 2014   12  01  05    00    12.60
SMO 2014   12  01  06    00    12.44
SMO 2014   12  01  07    00    12.19
SMO 2014   12  01  08    00    12.93
SMO 2014   12  01  09    00    12.91
SMO 2014   12  01  10    00    14.34
SMO 2014   12  01  11    00    15.20
SMO 2014   12  01  12    00    15.18
SMO 2014   12  01  13    00    14.84
SMO 2014   12  01  14    00    16.04
SMO 2014   12  01  15    00    15.69
SMO 2014   12  01  16    00    16.04
SMO 2014   12  01  17    00    16.78
SMO 2014   12  01  18    00    17.42
SMO 2014   12  01  21    00    18.00
SMO 2014   12  01  22    00    17.47
SMO 2014   12  01  23    00    17.09
SMO 2014   12  02  00    00    17.09
SMO 2014   12  02  01    00    17.10
SMO 2014   12  02  02    00    17.82
SMO 2014   12  02  03    00    17.38
SMO 2014   12  02  04    00    17.32
SMO 2014   12  02  05    00    17.53
SMO 2014   12  02  06    00    17.27
SMO 2014   12  02  07    00    17.09
SMO 2014   12  02  08    00    16.77
SMO 2014   12  02  09    00    17.30
SMO 2014   12  02  10    00    18.05
SMO 2014   12  02  11    00    17.98
SMO 2014   12  02  12    00    18.34
SMO 2014   12  02  13    00    18.35
SMO 2014   12  02  14    00    18.69
SMO 2014   12  02  15    00    18.62
SMO 2014   12  02  16    00    18.86
SMO 2014   12  02  17    00    19.35
SMO 2014   12  02  18    00    19.82
SMO 2014   12  02  19    00    19.37
SMO 2014   12  02  20    00    19.32
SMO 2014   12  02  21    00    19.55
SMO 2014   12  02  22    00    19.31
SMO 2014   12  02  23    00    18.96
SMO 2014   12  03  00    00    19.16
SMO 2014   12  03  01    00    17.94
SMO 2014   12  03  02    00    17.54
SMO 2014   12  03  03    00    16.64
SMO 2014   12  03  04    00    16.21
SMO 2014   12  03  05    00    15.94
SMO 2014   12  03  06    00    16.14
SMO 2014   12  03  07    00    16.26
SMO 2014   12  03  08    00    16.77
SMO 2014   12  03  09    00    17.61
SMO 2014   12  03  10    00    17.87
SMO 2014   12  03  11    00    18.05
SMO 2014   12  03  12    00    17.98
SMO 2014   12  03  13    00    17.56
SMO 2014   12  03  14    00    17.56
SMO 2014   12  03  15    00    17.32
SMO 2014   12  03  16    00    17.46
SMO 2014   12  03  17    00    17.66
SMO 2014   12  03  18    00    16.63
SMO 2014   12  03  19    00    16.56
SMO 2014   12  03  20    00    16.89
SMO 2014   12  03  21    00    16.93
SMO 2014   12  03  22    00    16.40
SMO 2014   12  03  23    00    15.83
SMO 2014   12  04  00    00    15.47
SMO 2014   12  04  01    00    15.30
SMO 2014   12  04  02    00    15.15
SMO 2014   12  04  03    00    14.55
SMO 2014   12  04  04    00    14.07
SMO 2014   12  04  05    00    14.03
SMO 2014   12  04  06    00    14.35
SMO 2014   12  04  07    00    14.57
SMO 2014   12  04  08    00    14.69
SMO 2014   12  04  09    00    14.21
SMO 2014   12  04  10    00    14.06
SMO 2014   12  04  11    00    14.03
SMO 2014   12  04  12    00    14.21
SMO 2014   12  04  13    00    13.21
SMO 2014   12  04  14    00    13.26
SMO 2014   12  04  15    00    13.16
SMO 2014   12  04  16    00    13.53
SMO 2014   12  04  17    00    13.63
SMO 2014   12  04  18    00    13.50
SMO 2014   12  04  19    00    13.08
SMO 2014   12  04  20    00    12.95
SMO 2014   12  04  21    00    12.73
SMO 2014   12  04  22    00    12.14
SMO 2014   12  04  23    00    11.70
SMO 2014   12  05  00    00    13.03
SMO 2014   12  05  01    00    13.62
SMO 2014   12  05  02    00    13.10
SMO 2014   12  05  03    00    15.39
SMO 2014   12  05  04    00    14.16
SMO 2014   12  05  05    00    13.29
SMO 2014   12  05  06    00    13.41
SMO 2014   12  05  07    00    14.03
SMO 2014   12  05  08    00    15.75
SMO 2014   12  05  09    00    16.49
SMO 2014   12  05  10    00    15.73
SMO 2014   12  05  11    00    15.53
SMO 2014   12  05  12    00    16.75
SMO 2014   12  05  13    00    17.27
SMO 2014   12  05  14    00    16.48
SMO 2014   12  05  15    00    15.84
SMO 2014   12  05  16    00    16.71
SMO 2014   12  05  17    00    15.93
SMO 2014   12  05  18    00    15.85
SMO 2014   12  05  19    00    18.18
SMO 2014   12  05  20    00    18.61
SMO 2014   12  05  21    00    18.32
SMO 2014   12  05  22    00    18.83
SMO 2014   12  05  23    00    17.79
SMO 2014   12  06  00    00    16.21
SMO 2014   12  06  01    00    17.27
SMO 2014   12  06  02    00    20.17
SMO 2014   12  06  03    00    13.88
SMO 2014   12  06  04    00    13.89
SMO 2014   12  06  05    00    15.03
SMO 2014   12  06  06    00    14.95
SMO 2014   12  06  07    00    15.36
SMO 2014   12  06  08    00    14.74
SMO 2014   12  06  09    00    14.60
SMO 2014   12  06  10    00    15.23
SMO 2014   12  06  11    00    14.68
SMO 2014   12  06  12    00    14.79
SMO 2014   12  06  13    00    15.21
SMO 2014   12  06  14    00    14.22
SMO 2014   12  06  15    00    13.41
SMO 2014   12  06  16    00    14.17
SMO 2014   12  06  17    00    13.84
SMO 2014   12  06  18    00    13.05
SMO 2014   12  06  19    00    13.75
SMO 2014   12  06  20    00    14.75
SMO 2014   12  06  21    00    14.39
SMO 2014   12  06  22    00    14.05
SMO 2014   12  06  23    00    14.44
SMO 2014   12  07  00    00    13.83
SMO 2014   12  07  01    00    13.77
SMO 2014   12  07  02    00    13.40
SMO 2014   12  07  03    00    13.62
SMO 2014   12  07  04    00    14.44
SMO 2014   12  07  05    00    14.59
SMO 2014   12  07  06    00    15.66
SMO 2014   12  07  07    00    13.70
SMO 2014   12  07  08    00    13.38
SMO 2014   12  07  09    00    12.63
SMO 2014   12  07  10    00    12.10
SMO 2014   12  07  11    00    12.65
SMO 2014   12  07  12    00    12.50
SMO 2014   12  07  13    00    12.06
SMO 2014   12  07  14    00    11.69
SMO 2014   12  07  15    00    11.85
SMO 2014   12  07  16    00    12.13
SMO 2014   12  07  17    00    12.34
SMO 2014   12  07  18    00    12.11
SMO 2014   12  07  19    00    11.92
SMO 2014   12  07  20    00    11.88
SMO 2014   12  07  21    00    11.62
SMO 2014   12  07  22    00    11.45
SMO 2014   12  07  23    00    11.07
SMO 2014   12  08  00    00    10.84
SMO 2014   12  08  01    00    10.49
SMO 2014   12  08  02    00    10.35
SMO 2014   12  08  03    00    10.32
SMO 2014   12  08  04    00    10.63
SMO 2014   12  08  05    00    10.79
SMO 2014   12  08  06    00    11.22
SMO 2014   12  08  07    00    11.88
SMO 2014   12  08  08    00    12.42
SMO 2014   12  08  09    00    13.04
SMO 2014   12  08  10    00    14.02
SMO 2014   12  08  11    00    14.61
SMO 2014   12  08  12    00    15.46
SMO 2014   12  08  13    00    15.55
SMO 2014   12  08  14    00    15.47
SMO 2014   12  08  15    00    15.31
SMO 2014   12  08  16    00    15.08
SMO 2014   12  08  17    00    14.80
SMO 2014   12  08  18    00    14.91
SMO 2014   12  08  19    00    15.50
SMO 2014   12  08  20    00    16.06
SMO 2014   12  08  22    00    16.36
SMO 2014   12  08  23    00    16.12
SMO 2014   12  09  00    00    15.33
SMO 2014   12  09  01    00    14.94
SMO 2014   12  09  02    00    14.51
SMO 2014   12  09  03    00    14.19
SMO 2014   12  09  04    00    14.42
SMO 2014   12  09  05    00    15.20
SMO 2014   12  09  06    00    15.43
SMO 2014   12  09  07    00    15.93
SMO 2014   12  09  08    00    16.10
SMO 2014   12  09  09    00    16.28
SMO 2014   12  09  10    00    16.74
SMO 2014   12  09  11    00    17.03
SMO 2014   12  09  12    00    17.53
SMO 2014   12  09  13    00    17.69
SMO 2014   12  09  14    00    17.63
SMO 2014   12  09  15    00    17.79
SMO 2014   12  09  16    00    17.85
SMO 2014   12  09  17    00    17.89
SMO 2014   12  09  18    00    18.03
SMO 2014   12  09  19    00    18.02
SMO 2014   12  09  20    00    18.03
SMO 2014   12  09  21    00    17.91
SMO 2014   12  09  22    00    18.04
SMO 2014   12  09  23    00    16.92
SMO 2014   12  10  00    00    16.94
SMO 2014   12  10  01    00    16.88
SMO 2014   12  10  02    00    16.83
SMO 2014   12  10  03    00    16.76
SMO 2014   12  10  04    00    16.92
SMO 2014   12  10  05    00    17.41
SMO 2014   12  10  06    00    17.47
SMO 2014   12  10  07    00    17.19
SMO 2014   12  10  08    00    17.35
SMO 2014   12  10  09    00    17.49
SMO 2014   12  10  10    00    17.93
SMO 2014   12  10  11    00    18.36
SMO 2014   12  10  12    00    18.64
SMO 2014   12  10  13    00    18.39
SMO 2014   12  10  14    00    17.95
SMO 2014   12  10  15    00    17.74
SMO 2014   12  10  16    00    17.52
SMO 2014   12  10  17    00    17.46
SMO 2014   12  10  18    00    17.10
SMO 2014   12  10  19    00    17.48
SMO 2014   12  10  20    00    17.12
SMO 2014   12  10  21    00    15.99
SMO 2014   12  10  22    00    15.55
SMO 2014   12  10  23    00    14.63
SMO 2014   12  11  00    00    14.16
SMO 2014   12  11  01    00    14.79
SMO 2014   12  11  02    00    14.46
SMO 2014   12  11  03    00    14.43
SMO 2014   12  11  04    00    16.76
SMO 2014   12  11  05    00    16.84
SMO 2014   12  11  06    00    16.93
SMO 2014   12  11  07    00    17.16
SMO 2014   12  11  08    00    17.34
SMO 2014   12  11  09    00    17.71
SMO 2014   12  11  10    00    18.06
SMO 2014   12  11  11    00    17.83
SMO 2014   12  11  12    00    17.94
SMO 2014   12  11  13    00    17.97
SMO 2014   12  11  14    00    17.07
SMO 2014   12  11  15    00    16.76
SMO 2014   12  11  16    00    17.66
SMO 2014   12  11  17    00    17.92
SMO 2014   12  11  18    00    17.88
SMO 2014   12  11  19    00    17.82
SMO 2014   12  11  20    00    15.71
SMO 2014   12  11  21    00    13.82
SMO 2014   12  11  22    00    12.04
SMO 2014   12  11  23    00    12.45
SMO 2014   12  12  00    00    13.05
SMO 2014   12  12  01    00    11.75
SMO 2014   12  12  02    00    11.76
SMO 2014   12  12  03    00    11.03
SMO 2014   12  12  04    00    11.02
SMO 2014   12  12  05    00    11.40
SMO 2014   12  12  06    00    11.39
