These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  MIN  O3(PPB)
SMO 2014   05  01  00    00    13.49
SMO 2014   05  01  00    05    14.66
SMO 2014   05  01  00    10    13.89
SMO 2014   05  01  00    15    13.87
SMO 2014   05  01  00    20    13.50
SMO 2014   05  01  00    25    14.22
SMO 2014   05  01  00    30    14.43
SMO 2014   05  01  00    35    13.62
SMO 2014   05  01  00    40    14.16
SMO 2014   05  01  00    45    13.85
SMO 2014   05  01  00    50    13.65
SMO 2014   05  01  00    55    13.51
SMO 2014   05  01  01    00    13.84
SMO 2014   05  01  01    05    13.81
SMO 2014   05  01  01    10    14.09
SMO 2014   05  01  01    15    13.85
SMO 2014   05  01  01    20    13.91
SMO 2014   05  01  01    25    14.03
SMO 2014   05  01  01    30    14.29
SMO 2014   05  01  01    35    14.14
SMO 2014   05  01  01    40    13.96
SMO 2014   05  01  01    45    13.99
SMO 2014   05  01  01    50    13.76
SMO 2014   05  01  01    55    13.77
SMO 2014   05  01  02    00    13.93
SMO 2014   05  01  02    05    13.74
SMO 2014   05  01  02    10    13.88
SMO 2014   05  01  02    15    13.18
SMO 2014   05  01  02    20    13.69
SMO 2014   05  01  02    25    12.69
SMO 2014   05  01  02    30    13.48
SMO 2014   05  01  02    35    12.63
SMO 2014   05  01  02    40    13.38
SMO 2014   05  01  02    45    12.91
SMO 2014   05  01  02    50    12.96
SMO 2014   05  01  02    55    13.09
SMO 2014   05  01  03    00    12.77
SMO 2014   05  01  03    05    12.67
SMO 2014   05  01  03    10    12.72
SMO 2014   05  01  03    15    12.72
SMO 2014   05  01  03    20    13.08
SMO 2014   05  01  03    25    12.69
SMO 2014   05  01  03    30    12.93
SMO 2014   05  01  03    35    13.18
SMO 2014   05  01  03    40    12.73
SMO 2014   05  01  03    45    12.94
SMO 2014   05  01  03    50    12.64
SMO 2014   05  01  03    55    13.21
SMO 2014   05  01  04    00    13.08
SMO 2014   05  01  04    05    12.90
SMO 2014   05  01  04    10    12.56
SMO 2014   05  01  04    15    12.77
SMO 2014   05  01  04    20    13.90
SMO 2014   05  01  04    25    14.10
SMO 2014   05  01  04    30    12.75
SMO 2014   05  01  04    35    13.17
SMO 2014   05  01  04    40    13.60
SMO 2014   05  01  04    45    14.25
SMO 2014   05  01  04    50    13.13
SMO 2014   05  01  04    55    14.00
SMO 2014   05  01  05    00    13.03
SMO 2014   05  01  05    05    12.73
SMO 2014   05  01  05    10    12.43
SMO 2014   05  01  05    15    13.75
SMO 2014   05  01  05    20    14.18
SMO 2014   05  01  05    25    13.27
SMO 2014   05  01  05    30    11.74
SMO 2014   05  01  05    35    12.35
SMO 2014   05  01  05    40    12.67
SMO 2014   05  01  05    45    12.63
SMO 2014   05  01  05    50    14.37
SMO 2014   05  01  05    55    13.92
SMO 2014   05  01  06    00    12.48
SMO 2014   05  01  06    05    12.96
SMO 2014   05  01  06    10    13.69
SMO 2014   05  01  06    15    13.36
SMO 2014   05  01  06    20    13.36
SMO 2014   05  01  06    25    13.50
SMO 2014   05  01  06    30    14.04
SMO 2014   05  01  06    35    14.31
SMO 2014   05  01  06    40    14.43
SMO 2014   05  01  06    45    14.46
SMO 2014   05  01  06    50    14.80
SMO 2014   05  01  06    55    14.07
SMO 2014   05  01  07    00    14.56
SMO 2014   05  01  07    05    14.54
SMO 2014   05  01  07    10    14.31
SMO 2014   05  01  07    15    14.59
SMO 2014   05  01  07    20    14.21
SMO 2014   05  01  07    25    15.18
SMO 2014   05  01  07    30    14.90
SMO 2014   05  01  07    35    15.63
SMO 2014   05  01  07    40    15.31
SMO 2014   05  01  07    45    15.45
SMO 2014   05  01  07    50    15.96
SMO 2014   05  01  07    55    15.72
SMO 2014   05  01  08    00    16.19
SMO 2014   05  01  08    05    16.33
SMO 2014   05  01  08    10    16.20
SMO 2014   05  01  08    15    16.10
SMO 2014   05  01  08    20    15.83
SMO 2014   05  01  08    25    15.39
SMO 2014   05  01  08    30    14.73
SMO 2014   05  01  08    35    14.52
SMO 2014   05  01  08    40    14.29
SMO 2014   05  01  08    45    13.81
SMO 2014   05  01  08    50    13.54
SMO 2014   05  01  08    55    13.50
SMO 2014   05  01  09    00    13.08
SMO 2014   05  01  09    05    13.33
SMO 2014   05  01  09    10    13.45
SMO 2014   05  01  09    15    13.21
SMO 2014   05  01  09    20    12.79
SMO 2014   05  01  09    25    12.85
SMO 2014   05  01  09    30    12.93
SMO 2014   05  01  09    35    13.20
SMO 2014   05  01  09    40    13.12
SMO 2014   05  01  09    45    13.46
SMO 2014   05  01  09    50    13.27
SMO 2014   05  01  09    55    13.12
SMO 2014   05  01  10    00    13.12
SMO 2014   05  01  10    05    12.76
SMO 2014   05  01  10    10    12.93
SMO 2014   05  01  10    15    13.17
SMO 2014   05  01  10    20    13.85
SMO 2014   05  01  10    25    14.01
SMO 2014   05  01  10    30    14.22
SMO 2014   05  01  10    35    14.12
SMO 2014   05  01  10    40    14.27
SMO 2014   05  01  10    45    14.50
SMO 2014   05  01  10    50    14.35
SMO 2014   05  01  10    55    14.73
SMO 2014   05  01  11    00    14.48
SMO 2014   05  01  11    05    14.31
SMO 2014   05  01  11    10    13.91
SMO 2014   05  01  11    15    14.03
SMO 2014   05  01  11    20    14.73
SMO 2014   05  01  11    25    14.83
SMO 2014   05  01  11    30    14.49
SMO 2014   05  01  11    35    14.25
SMO 2014   05  01  11    40    14.37
SMO 2014   05  01  11    45    14.70
SMO 2014   05  01  11    50    15.41
SMO 2014   05  01  11    55    15.52
SMO 2014   05  01  12    00    15.54
SMO 2014   05  01  12    05    15.52
SMO 2014   05  01  12    10    15.80
SMO 2014   05  01  12    15    16.02
SMO 2014   05  01  12    20    16.56
SMO 2014   05  01  12    25    17.87
SMO 2014   05  01  12    30    18.42
SMO 2014   05  01  12    35    17.74
SMO 2014   05  01  12    40    16.37
SMO 2014   05  01  12    45    16.69
SMO 2014   05  01  12    50    16.21
SMO 2014   05  01  12    55    15.56
SMO 2014   05  01  13    00    16.37
SMO 2014   05  01  13    05    16.46
SMO 2014   05  01  13    10    16.91
SMO 2014   05  01  13    15    16.78
SMO 2014   05  01  13    20    16.40
SMO 2014   05  01  13    25    16.15
SMO 2014   05  01  13    30    15.39
SMO 2014   05  01  13    35    15.31
SMO 2014   05  01  13    40    15.84
SMO 2014   05  01  13    45    16.26
SMO 2014   05  01  13    50    16.12
SMO 2014   05  01  13    55    16.03
SMO 2014   05  01  14    00    16.15
SMO 2014   05  01  14    05    16.35
SMO 2014   05  01  14    10    16.21
SMO 2014   05  01  14    15    16.22
SMO 2014   05  01  14    20    15.94
SMO 2014   05  01  14    25    16.02
SMO 2014   05  01  14    30    16.37
SMO 2014   05  01  14    35    16.80
SMO 2014   05  01  14    40    16.59
SMO 2014   05  01  14    45    17.72
SMO 2014   05  01  14    50    19.43
SMO 2014   05  01  14    55    19.46
SMO 2014   05  01  15    00    19.61
SMO 2014   05  01  15    05    19.52
SMO 2014   05  01  15    10    19.97
SMO 2014   05  01  15    15    19.96
SMO 2014   05  01  15    20    19.91
SMO 2014   05  01  15    25    19.82
SMO 2014   05  01  15    30    19.51
SMO 2014   05  01  15    35    19.24
SMO 2014   05  01  15    40    19.28
SMO 2014   05  01  15    45    19.15
SMO 2014   05  01  15    50    19.05
SMO 2014   05  01  15    55    18.95
SMO 2014   05  01  16    00    18.87
SMO 2014   05  01  16    05    18.59
SMO 2014   05  01  16    10    18.52
SMO 2014   05  01  16    15    18.31
SMO 2014   05  01  16    20    18.58
SMO 2014   05  01  16    25    18.86
SMO 2014   05  01  16    30    18.79
SMO 2014   05  01  16    35    18.79
SMO 2014   05  01  16    40    18.68
SMO 2014   05  01  16    45    18.84
SMO 2014   05  01  16    50    18.94
SMO 2014   05  01  16    55    18.82
SMO 2014   05  01  17    00    18.85
SMO 2014   05  01  17    05    18.94
SMO 2014   05  01  17    10    18.70
SMO 2014   05  01  17    15    18.84
SMO 2014   05  01  17    20    18.62
SMO 2014   05  01  17    25    18.52
SMO 2014   05  01  17    30    18.82
SMO 2014   05  01  17    35    18.48
SMO 2014   05  01  17    40    18.20
