These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  MIN  O3(PPB)
SMO 2014   02  01  00    00     7.09
SMO 2014   02  01  00    05     7.59
SMO 2014   02  01  00    10     7.31
SMO 2014   02  01  00    15     6.38
SMO 2014   02  01  00    20     6.64
SMO 2014   02  01  00    25     4.80
SMO 2014   02  01  00    30     7.15
SMO 2014   02  01  00    35     7.18
SMO 2014   02  01  00    40     6.83
SMO 2014   02  01  00    45     7.26
SMO 2014   02  01  00    50     6.56
SMO 2014   02  01  00    55     8.05
SMO 2014   02  01  01    00     6.85
SMO 2014   02  01  01    05     6.66
SMO 2014   02  01  01    10     7.21
SMO 2014   02  01  01    15     6.63
SMO 2014   02  01  01    20     7.01
SMO 2014   02  01  01    25     6.94
SMO 2014   02  01  01    30     6.38
SMO 2014   02  01  01    35     7.03
SMO 2014   02  01  01    40     6.85
SMO 2014   02  01  01    45     6.63
SMO 2014   02  01  01    50     6.54
SMO 2014   02  01  01    55     7.15
SMO 2014   02  01  02    00     5.97
SMO 2014   02  01  02    05     6.57
SMO 2014   02  01  02    10     6.21
SMO 2014   02  01  02    15     7.00
SMO 2014   02  01  02    20     6.08
SMO 2014   02  01  02    25     6.47
SMO 2014   02  01  02    30     6.85
SMO 2014   02  01  02    35     6.00
SMO 2014   02  01  02    40     6.74
SMO 2014   02  01  02    45     6.88
SMO 2014   02  01  02    50     6.04
SMO 2014   02  01  02    55     6.83
SMO 2014   02  01  03    00     6.34
SMO 2014   02  01  03    05     6.39
SMO 2014   02  01  03    10     6.16
SMO 2014   02  01  03    15     6.34
SMO 2014   02  01  03    20     6.82
SMO 2014   02  01  03    25     6.19
SMO 2014   02  01  03    30     6.49
SMO 2014   02  01  03    35     6.43
SMO 2014   02  01  03    40     6.25
SMO 2014   02  01  03    45     6.32
SMO 2014   02  01  03    50     6.57
SMO 2014   02  01  03    55     6.32
SMO 2014   02  01  04    00     6.67
SMO 2014   02  01  04    05     5.88
SMO 2014   02  01  04    10     5.98
SMO 2014   02  01  04    15     6.18
SMO 2014   02  01  04    20     6.63
SMO 2014   02  01  04    25     5.81
SMO 2014   02  01  04    30     6.78
SMO 2014   02  01  04    35     5.50
SMO 2014   02  01  04    40     6.89
SMO 2014   02  01  04    45     6.58
SMO 2014   02  01  04    50     6.13
SMO 2014   02  01  04    55     6.47
SMO 2014   02  01  05    00     6.20
SMO 2014   02  01  05    05     6.74
SMO 2014   02  01  05    10     5.58
SMO 2014   02  01  05    15     6.38
SMO 2014   02  01  05    20     6.38
SMO 2014   02  01  05    25     6.22
SMO 2014   02  01  05    30     7.20
SMO 2014   02  01  05    35     5.42
SMO 2014   02  01  05    40     6.66
SMO 2014   02  01  05    45     6.09
SMO 2014   02  01  05    50     6.33
SMO 2014   02  01  05    55     6.63
SMO 2014   02  01  06    00     5.88
SMO 2014   02  01  06    05     7.13
SMO 2014   02  01  06    10     6.60
SMO 2014   02  01  06    15     6.02
SMO 2014   02  01  06    20     6.56
SMO 2014   02  01  06    25     6.30
SMO 2014   02  01  06    30     7.75
SMO 2014   02  01  06    35     5.01
SMO 2014   02  01  06    40     6.59
SMO 2014   02  01  06    45     6.46
SMO 2014   02  01  06    50     7.93
SMO 2014   02  01  06    55     7.25
SMO 2014   02  01  07    00     6.34
SMO 2014   02  01  07    05     6.28
SMO 2014   02  01  07    10     7.64
SMO 2014   02  01  07    15     7.37
SMO 2014   02  01  07    20     7.60
SMO 2014   02  01  07    25     7.23
SMO 2014   02  01  07    30     6.51
SMO 2014   02  01  07    35     7.18
SMO 2014   02  01  07    40     4.68
SMO 2014   02  01  07    45     7.25
SMO 2014   02  01  07    50     6.73
SMO 2014   02  01  07    55     4.96
SMO 2014   02  01  08    00     7.36
SMO 2014   02  01  08    05     6.86
SMO 2014   02  01  08    10     7.35
SMO 2014   02  01  08    15     6.36
SMO 2014   02  01  08    20     6.98
SMO 2014   02  01  08    25     6.34
SMO 2014   02  01  08    30     7.35
SMO 2014   02  01  08    35     5.85
SMO 2014   02  01  08    40     6.93
SMO 2014   02  01  08    45     6.81
SMO 2014   02  01  08    50     7.07
SMO 2014   02  01  08    55     6.70
SMO 2014   02  01  09    00     6.76
SMO 2014   02  01  09    05     6.38
SMO 2014   02  01  09    10     6.10
SMO 2014   02  01  09    15     6.57
SMO 2014   02  01  09    20     6.01
SMO 2014   02  01  09    25     6.64
SMO 2014   02  01  09    30     6.85
SMO 2014   02  01  09    35     6.78
SMO 2014   02  01  09    40     5.68
SMO 2014   02  01  09    45     7.15
SMO 2014   02  01  09    50     6.23
SMO 2014   02  01  09    55     5.72
SMO 2014   02  01  10    00     6.89
SMO 2014   02  01  10    05     5.58
SMO 2014   02  01  10    10     6.90
SMO 2014   02  01  10    15     9.12
SMO 2014   02  01  10    20     4.92
SMO 2014   02  01  10    25     6.00
SMO 2014   02  01  10    30     5.75
SMO 2014   02  01  10    35     6.58
SMO 2014   02  01  10    40     5.84
SMO 2014   02  01  10    45     6.40
SMO 2014   02  01  10    50     5.47
SMO 2014   02  01  10    55     6.50
SMO 2014   02  01  11    00     6.35
SMO 2014   02  01  11    05     6.64
SMO 2014   02  01  11    10     5.62
SMO 2014   02  01  11    15     6.02
SMO 2014   02  01  11    20     6.98
SMO 2014   02  01  11    25     7.94
SMO 2014   02  01  11    30     3.93
SMO 2014   02  01  11    35     6.97
SMO 2014   02  01  11    40     6.83
SMO 2014   02  01  11    45     6.30
SMO 2014   02  01  11    50     6.81
SMO 2014   02  01  11    55     6.20
SMO 2014   02  01  12    00     5.28
SMO 2014   02  01  12    05     6.65
SMO 2014   02  01  12    10     6.13
SMO 2014   02  01  12    15     6.41
SMO 2014   02  01  12    20     6.45
SMO 2014   02  01  12    25     6.77
SMO 2014   02  01  12    30     7.08
SMO 2014   02  01  12    35     6.59
SMO 2014   02  01  12    40     5.32
SMO 2014   02  01  12    45     7.13
SMO 2014   02  01  12    50     6.17
SMO 2014   02  01  12    55     6.62
SMO 2014   02  01  13    00     7.52
SMO 2014   02  01  13    05     6.21
SMO 2014   02  01  13    10     5.67
SMO 2014   02  01  13    15     6.99
SMO 2014   02  01  13    20     6.26
SMO 2014   02  01  13    25     5.92
SMO 2014   02  01  13    30     5.48
SMO 2014   02  01  13    35     5.92
SMO 2014   02  01  13    40     5.90
SMO 2014   02  01  13    45     4.96
SMO 2014   02  01  13    50     5.32
SMO 2014   02  01  13    55     6.25
SMO 2014   02  01  14    00     5.35
SMO 2014   02  01  14    05     5.89
SMO 2014   02  01  14    10     7.54
SMO 2014   02  01  14    15     6.47
SMO 2014   02  01  14    20     6.33
SMO 2014   02  01  14    25     7.44
SMO 2014   02  01  14    30     6.03
SMO 2014   02  01  14    35     7.38
SMO 2014   02  01  14    40     8.02
SMO 2014   02  01  14    45     7.43
SMO 2014   02  01  14    50     7.67
SMO 2014   02  01  14    55     7.21
SMO 2014   02  01  15    00     6.33
SMO 2014   02  01  15    05     7.45
SMO 2014   02  01  15    10     6.85
SMO 2014   02  01  15    15     6.53
SMO 2014   02  01  15    20     6.23
SMO 2014   02  01  15    25     5.66
SMO 2014   02  01  15    30     5.68
SMO 2014   02  01  15    35     7.35
SMO 2014   02  01  15    40     6.01
SMO 2014   02  01  15    45     5.61
SMO 2014   02  01  15    50     6.02
SMO 2014   02  01  15    55     4.60
SMO 2014   02  01  16    00     6.43
SMO 2014   02  01  16    05     4.15
SMO 2014   02  01  16    10     4.78
SMO 2014   02  01  16    15     5.05
SMO 2014   02  01  16    20     4.57
