These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  O3(PPB)
SMO 2014   12  01  00    11.10
SMO 2014   12  01  01    10.88
SMO 2014   12  01  02    12.51
SMO 2014   12  01  03    12.28
SMO 2014   12  01  04    12.52
SMO 2014   12  01  05    12.60
SMO 2014   12  01  06    12.44
SMO 2014   12  01  07    12.19
SMO 2014   12  01  08    12.93
SMO 2014   12  01  09    12.91
SMO 2014   12  01  10    14.34
SMO 2014   12  01  11    15.20
SMO 2014   12  01  12    15.18
SMO 2014   12  01  13    14.84
SMO 2014   12  01  14    16.04
SMO 2014   12  01  15    15.69
SMO 2014   12  01  16    16.04
SMO 2014   12  01  17    16.78
SMO 2014   12  01  18    17.42
SMO 2014   12  01  21    18.00
SMO 2014   12  01  22    17.47
SMO 2014   12  01  23    17.09
SMO 2014   12  02  00    17.09
SMO 2014   12  02  01    17.10
SMO 2014   12  02  02    17.82
SMO 2014   12  02  03    17.38
SMO 2014   12  02  04    17.32
SMO 2014   12  02  05    17.53
SMO 2014   12  02  06    17.27
SMO 2014   12  02  07    17.09
SMO 2014   12  02  08    16.77
SMO 2014   12  02  09    17.30
SMO 2014   12  02  10    18.05
SMO 2014   12  02  11    17.98
SMO 2014   12  02  12    18.34
SMO 2014   12  02  13    18.35
SMO 2014   12  02  14    18.69
SMO 2014   12  02  15    18.62
SMO 2014   12  02  16    18.86
SMO 2014   12  02  17    19.35
SMO 2014   12  02  18    19.82
SMO 2014   12  02  19    19.37
SMO 2014   12  02  20    19.32
SMO 2014   12  02  21    19.55
SMO 2014   12  02  22    19.31
SMO 2014   12  02  23    18.96
SMO 2014   12  03  00    19.16
SMO 2014   12  03  01    17.94
SMO 2014   12  03  02    17.54
SMO 2014   12  03  03    16.64
SMO 2014   12  03  04    16.21
SMO 2014   12  03  05    15.94
SMO 2014   12  03  06    16.14
SMO 2014   12  03  07    16.26
SMO 2014   12  03  08    16.77
SMO 2014   12  03  09    17.61
SMO 2014   12  03  10    17.87
SMO 2014   12  03  11    18.05
SMO 2014   12  03  12    17.98
SMO 2014   12  03  13    17.56
SMO 2014   12  03  14    17.56
SMO 2014   12  03  15    17.32
SMO 2014   12  03  16    17.46
SMO 2014   12  03  17    17.66
SMO 2014   12  03  18    16.63
SMO 2014   12  03  19    16.56
SMO 2014   12  03  20    16.89
SMO 2014   12  03  21    16.93
SMO 2014   12  03  22    16.40
SMO 2014   12  03  23    15.83
SMO 2014   12  04  00    15.47
SMO 2014   12  04  01    15.30
SMO 2014   12  04  02    15.15
SMO 2014   12  04  03    14.55
SMO 2014   12  04  04    14.07
SMO 2014   12  04  05    14.03
SMO 2014   12  04  06    14.35
SMO 2014   12  04  07    14.57
SMO 2014   12  04  08    14.69
SMO 2014   12  04  09    14.21
SMO 2014   12  04  10    14.06
SMO 2014   12  04  11    14.03
SMO 2014   12  04  12    14.21
SMO 2014   12  04  13    13.21
SMO 2014   12  04  14    13.26
SMO 2014   12  04  15    13.16
SMO 2014   12  04  16    13.53
SMO 2014   12  04  17    13.63
SMO 2014   12  04  18    13.50
SMO 2014   12  04  19    13.08
SMO 2014   12  04  20    12.95
SMO 2014   12  04  21    12.73
SMO 2014   12  04  22    12.14
SMO 2014   12  04  23    11.70
SMO 2014   12  05  00    13.03
SMO 2014   12  05  01    13.62
