These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  O3(PPB)
SMO 2014   08  01  00    16.72
SMO 2014   08  01  01    16.34
SMO 2014   08  01  02    16.28
SMO 2014   08  01  03    16.40
SMO 2014   08  01  04    16.16
SMO 2014   08  01  05    16.91
SMO 2014   08  01  06    16.83
SMO 2014   08  01  07    16.69
SMO 2014   08  01  08    16.84
SMO 2014   08  01  09    18.71
SMO 2014   08  01  10    19.45
SMO 2014   08  01  11    19.79
SMO 2014   08  01  12    20.45
SMO 2014   08  01  13    21.86
SMO 2014   08  01  14    23.73
SMO 2014   08  01  15    23.94
SMO 2014   08  01  16    25.03
SMO 2014   08  01  17    27.72
SMO 2014   08  01  18    29.82
SMO 2014   08  01  19    28.99
SMO 2014   08  01  20    31.09
SMO 2014   08  01  21    29.50
SMO 2014   08  01  22    29.48
SMO 2014   08  01  23    29.93
SMO 2014   08  02  00    29.58
SMO 2014   08  02  01    29.47
SMO 2014   08  02  02    30.00
SMO 2014   08  02  03    29.71
SMO 2014   08  02  04    29.60
SMO 2014   08  02  05    30.12
SMO 2014   08  02  06    30.30
SMO 2014   08  02  07    30.40
SMO 2014   08  02  08    30.38
SMO 2014   08  02  09    30.53
SMO 2014   08  02  10    30.53
SMO 2014   08  02  11    30.47
SMO 2014   08  02  12    30.25
SMO 2014   08  02  13    30.33
SMO 2014   08  02  14    30.14
SMO 2014   08  02  15    29.42
SMO 2014   08  02  16    27.39
SMO 2014   08  02  17    28.81
SMO 2014   08  02  18    29.04
SMO 2014   08  02  19    27.73
SMO 2014   08  02  20    28.99
SMO 2014   08  02  21    29.06
SMO 2014   08  02  22    28.68
SMO 2014   08  02  23    28.76
SMO 2014   08  03  00    28.83
SMO 2014   08  03  01    29.38
SMO 2014   08  03  02    29.80
SMO 2014   08  03  03    30.12
SMO 2014   08  03  04    30.24
SMO 2014   08  03  05    30.58
SMO 2014   08  03  06    30.75
SMO 2014   08  03  07    31.60
SMO 2014   08  03  08    32.25
SMO 2014   08  03  09    32.39
SMO 2014   08  03  10    32.59
SMO 2014   08  03  11    32.90
SMO 2014   08  03  12    33.13
SMO 2014   08  03  13    33.31
SMO 2014   08  03  14    33.65
SMO 2014   08  03  15    34.15
SMO 2014   08  03  16    34.32
SMO 2014   08  03  17    34.44
SMO 2014   08  03  18    34.97
SMO 2014   08  03  19    35.43
SMO 2014   08  03  20    35.30
SMO 2014   08  03  21    35.36
