These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  O3(PPB)
SMO 2014   10  01  00    14.16
SMO 2014   10  01  01    13.63
SMO 2014   10  01  02    13.51
SMO 2014   10  01  03    13.87
SMO 2014   10  01  04    13.82
SMO 2014   10  01  05    13.90
SMO 2014   10  01  06    13.94
SMO 2014   10  01  07    14.17
SMO 2014   10  01  08    14.53
SMO 2014   10  01  09    14.51
SMO 2014   10  01  10    14.47
SMO 2014   10  01  11    14.41
SMO 2014   10  01  12    14.18
SMO 2014   10  01  13    13.78
SMO 2014   10  01  14    13.98
SMO 2014   10  01  15    14.12
SMO 2014   10  01  16    14.93
SMO 2014   10  01  17    14.85
SMO 2014   10  01  18    14.78
SMO 2014   10  01  19    15.00
SMO 2014   10  01  20    14.88
SMO 2014   10  01  21    14.75
SMO 2014   10  01  22    14.78
SMO 2014   10  01  23    15.96
SMO 2014   10  02  00    15.35
SMO 2014   10  02  01    17.26
SMO 2014   10  02  02    16.47
SMO 2014   10  02  03    17.07
SMO 2014   10  02  04    16.76
SMO 2014   10  02  05    16.75
SMO 2014   10  02  06    17.05
SMO 2014   10  02  07    17.82
SMO 2014   10  02  08    18.08
SMO 2014   10  02  09    17.85
SMO 2014   10  02  10    18.04
SMO 2014   10  02  11    17.48
SMO 2014   10  02  12    17.36
SMO 2014   10  02  13    17.19
SMO 2014   10  02  14    17.47
SMO 2014   10  02  15    17.48
SMO 2014   10  02  16    17.14
SMO 2014   10  02  17    17.02
SMO 2014   10  02  18    17.26
SMO 2014   10  02  19    17.77
SMO 2014   10  02  20    18.11
SMO 2014   10  02  21    17.58
SMO 2014   10  02  22    17.52
