These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  O3(PPB)
SMO 2015   07  07  23    22.55
SMO 2015   07  08  00    22.20
SMO 2015   07  08  01    21.99
SMO 2015   07  08  02    21.67
SMO 2015   07  08  03    21.58
SMO 2015   07  08  04    21.82
SMO 2015   07  08  05    22.19
SMO 2015   07  08  06    22.35
SMO 2015   07  08  07    22.13
SMO 2015   07  08  08    22.34
SMO 2015   07  08  09    22.11
SMO 2015   07  08  10    21.87
SMO 2015   07  08  11    21.97
SMO 2015   07  08  12    21.91
SMO 2015   07  08  13    21.55
SMO 2015   07  08  14    21.68
SMO 2015   07  08  15    21.78
SMO 2015   07  08  16    21.77
SMO 2015   07  08  17    22.25
SMO 2015   07  08  18    21.85
SMO 2015   07  08  19    21.40
SMO 2015   07  08  20    20.95
SMO 2015   07  08  21    20.47
SMO 2015   07  08  22    20.14
SMO 2015   07  08  23    19.48
SMO 2015   07  09  00    18.99
SMO 2015   07  09  01    18.65
SMO 2015   07  09  02    18.23
SMO 2015   07  09  03    18.25
SMO 2015   07  09  04    16.98
SMO 2015   07  09  05    17.13
SMO 2015   07  09  06    18.27
SMO 2015   07  09  07    17.74
SMO 2015   07  09  08    18.53
SMO 2015   07  09  09    18.11
SMO 2015   07  09  10    18.19
SMO 2015   07  09  11    18.27
SMO 2015   07  09  12    17.99
SMO 2015   07  09  13    18.02
SMO 2015   07  09  14    18.06
SMO 2015   07  09  15    17.97
SMO 2015   07  09  16    17.87
SMO 2015   07  09  17    17.58
SMO 2015   07  09  18    16.76
SMO 2015   07  09  19    16.76
SMO 2015   07  09  20    17.14
