These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  O3(PPB)
SMO 2015   10  01  00    20.86
SMO 2015   10  01  01    22.66
SMO 2015   10  01  02    22.49
SMO 2015   10  01  03    23.16
SMO 2015   10  01  04    23.59
SMO 2015   10  01  05    26.11
SMO 2015   10  01  06    26.90
SMO 2015   10  01  07    27.57
SMO 2015   10  01  08    27.81
SMO 2015   10  01  09    28.08
SMO 2015   10  01  10    28.66
SMO 2015   10  01  11    29.14
SMO 2015   10  01  12    30.00
SMO 2015   10  01  13    30.42
SMO 2015   10  01  14    30.72
SMO 2015   10  01  15    30.86
SMO 2015   10  01  16    31.11
SMO 2015   10  01  17    31.08
SMO 2015   10  01  18    31.78
SMO 2015   10  01  19    32.49
SMO 2015   10  01  20    32.34
SMO 2015   10  01  21    32.31
SMO 2015   10  01  22    31.26
SMO 2015   10  01  23    30.30
SMO 2015   10  02  00    29.52
SMO 2015   10  02  01    28.85
SMO 2015   10  02  02    28.75
SMO 2015   10  02  03    28.83
SMO 2015   10  02  04    29.24
SMO 2015   10  02  05    29.34
SMO 2015   10  02  06    29.82
SMO 2015   10  02  07    30.00
SMO 2015   10  02  08    30.14
SMO 2015   10  02  09    30.44
SMO 2015   10  02  10    30.45
SMO 2015   10  02  11    30.80
SMO 2015   10  02  12    31.03
SMO 2015   10  02  13    31.60
SMO 2015   10  02  14    31.77
SMO 2015   10  02  15    32.10
SMO 2015   10  02  16    32.30
SMO 2015   10  02  17    32.33
SMO 2015   10  02  18    32.36
SMO 2015   10  02  19    32.35
SMO 2015   10  02  20    32.13
SMO 2015   10  02  21    31.61
SMO 2015   10  02  22    31.04
SMO 2015   10  02  23    29.95
SMO 2015   10  03  00    29.17
SMO 2015   10  03  01    28.64
SMO 2015   10  03  02    28.15
SMO 2015   10  03  03    28.16
SMO 2015   10  03  04    28.18
SMO 2015   10  03  05    28.25
SMO 2015   10  03  06    28.58
SMO 2015   10  03  07    28.10
SMO 2015   10  03  08    27.85
SMO 2015   10  03  09    27.61
SMO 2015   10  03  10    27.86
SMO 2015   10  03  11    27.86
SMO 2015   10  03  12    28.17
SMO 2015   10  03  13    28.27
SMO 2015   10  03  14    28.14
SMO 2015   10  03  15    27.95
SMO 2015   10  03  16    27.76
SMO 2015   10  03  17    27.62
SMO 2015   10  03  18    27.33
SMO 2015   10  03  19    27.18
SMO 2015   10  03  20    26.73
SMO 2015   10  03  21    26.14
SMO 2015   10  03  22    24.97
SMO 2015   10  03  23    24.64
SMO 2015   10  04  00    24.05
SMO 2015   10  04  01    23.46
SMO 2015   10  04  02    22.49
SMO 2015   10  04  03    22.65
SMO 2015   10  04  04    22.59
SMO 2015   10  04  05    22.12
SMO 2015   10  04  06    22.52
SMO 2015   10  04  07    22.73
SMO 2015   10  04  08    22.71
SMO 2015   10  04  09    22.67
SMO 2015   10  04  10    22.71
SMO 2015   10  04  11    22.48
SMO 2015   10  04  12    22.57
SMO 2015   10  04  13    22.46
SMO 2015   10  04  14    22.49
SMO 2015   10  04  15    22.27
SMO 2015   10  04  16    22.18
SMO 2015   10  04  17    22.01
