These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  O3(PPB)
SMO 2015   02  01  00    14.03
SMO 2015   02  01  01    14.15
SMO 2015   02  01  02    13.72
SMO 2015   02  01  03    13.31
SMO 2015   02  01  04    12.78
SMO 2015   02  01  05    14.68
SMO 2015   02  01  06    14.47
SMO 2015   02  01  07    14.28
SMO 2015   02  01  08    12.80
SMO 2015   02  01  09    13.94
SMO 2015   02  01  10    14.44
SMO 2015   02  01  11    12.97
SMO 2015   02  01  12    12.54
SMO 2015   02  01  13    12.18
SMO 2015   02  01  14    12.57
SMO 2015   02  01  15    13.32
SMO 2015   02  01  16    14.11
SMO 2015   02  01  17    13.63
SMO 2015   02  01  18    13.68
SMO 2015   02  01  19    14.16
SMO 2015   02  01  20    13.64
SMO 2015   02  01  21    13.50
SMO 2015   02  01  22    13.28
SMO 2015   02  01  23    13.46
SMO 2015   02  02  00    13.13
SMO 2015   02  02  01    12.78
SMO 2015   02  02  02    12.80
SMO 2015   02  02  03    12.40
SMO 2015   02  02  04    12.08
SMO 2015   02  02  05    11.81
SMO 2015   02  02  06    11.57
SMO 2015   02  02  07    11.85
SMO 2015   02  02  08    11.93
SMO 2015   02  02  09    11.86
SMO 2015   02  02  10    11.96
SMO 2015   02  02  11    11.74
SMO 2015   02  02  12    11.75
SMO 2015   02  02  13     9.94
SMO 2015   02  02  14     9.74
SMO 2015   02  02  15    10.14
SMO 2015   02  02  16     8.96
SMO 2015   02  02  17     8.67
SMO 2015   02  02  18     8.72
SMO 2015   02  02  19     8.24
SMO 2015   02  03  03     9.77
SMO 2015   02  03  04     9.53
SMO 2015   02  03  05    10.65
SMO 2015   02  03  06    10.50
SMO 2015   02  03  07    10.38
SMO 2015   02  03  08    10.24
SMO 2015   02  03  09     9.82
SMO 2015   02  03  10     9.90
SMO 2015   02  03  11     9.66
SMO 2015   02  03  12     9.79
SMO 2015   02  03  13    10.52
SMO 2015   02  03  14    10.75
SMO 2015   02  03  15    10.37
SMO 2015   02  03  16     9.75
SMO 2015   02  03  17     9.34
SMO 2015   02  03  18     9.15
SMO 2015   02  03  19     9.25
SMO 2015   02  03  20     9.35
SMO 2015   02  03  21     8.82
SMO 2015   02  03  22     8.40
SMO 2015   02  03  23     8.18
SMO 2015   02  04  00     7.67
SMO 2015   02  04  01     7.61
SMO 2015   02  04  02     7.76
SMO 2015   02  04  03     7.33
SMO 2015   02  04  04     7.14
SMO 2015   02  04  05     7.26
SMO 2015   02  04  06     7.17
SMO 2015   02  04  07     7.33
SMO 2015   02  04  08     7.25
SMO 2015   02  04  09     7.37
SMO 2015   02  04  10     7.16
SMO 2015   02  04  11     7.14
SMO 2015   02  04  12     7.13
SMO 2015   02  04  13     7.35
SMO 2015   02  04  14     7.36
SMO 2015   02  04  15     7.38
SMO 2015   02  04  16     7.68
SMO 2015   02  04  17     7.81
SMO 2015   02  04  18     7.92
SMO 2015   02  04  19     7.80
SMO 2015   02  04  20     7.91
SMO 2015   02  04  21     7.56
SMO 2015   02  04  22     7.78
SMO 2015   02  04  23     7.45
SMO 2015   02  05  00     7.16
SMO 2015   02  05  01     6.92
SMO 2015   02  05  02     6.94
SMO 2015   02  05  03     6.68
SMO 2015   02  05  04     6.70
SMO 2015   02  05  05     6.52
SMO 2015   02  05  06     6.60
SMO 2015   02  05  07     6.67
SMO 2015   02  05  08     6.70
SMO 2015   02  05  09     6.68
SMO 2015   02  05  10     6.61
SMO 2015   02  05  11     6.94
SMO 2015   02  05  12     6.88
SMO 2015   02  05  13     6.80
SMO 2015   02  05  14     7.10
SMO 2015   02  05  15     7.09
SMO 2015   02  05  16     7.27
SMO 2015   02  05  17     7.41
SMO 2015   02  05  18     7.10
SMO 2015   02  05  19     7.12
SMO 2015   02  05  20     7.14
SMO 2015   02  05  21     6.95
SMO 2015   02  05  22     6.64
SMO 2015   02  05  23     8.19
SMO 2015   02  06  00     9.43
SMO 2015   02  06  01     9.33
SMO 2015   02  06  02     9.01
SMO 2015   02  06  03     8.92
SMO 2015   02  06  04     9.16
SMO 2015   02  06  05     8.93
SMO 2015   02  06  06     8.68
SMO 2015   02  06  07     8.02
