These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  O3(PPB)
SMO 2015   11  01  00     9.61
SMO 2015   11  01  01     9.63
SMO 2015   11  01  02     9.89
SMO 2015   11  01  03     9.99
SMO 2015   11  01  04    10.06
SMO 2015   11  01  05    10.95
SMO 2015   11  01  06    11.05
SMO 2015   11  01  07    11.18
SMO 2015   11  01  08    10.47
SMO 2015   11  01  09    11.63
SMO 2015   11  01  10    11.98
SMO 2015   11  01  11    12.43
SMO 2015   11  01  12    12.83
SMO 2015   11  01  13    12.58
SMO 2015   11  01  14    12.33
SMO 2015   11  01  15    12.26
SMO 2015   11  01  16    12.41
SMO 2015   11  01  17    12.51
SMO 2015   11  01  18    12.55
SMO 2015   11  01  19    12.49
SMO 2015   11  01  20    12.82
SMO 2015   11  01  21    13.03
SMO 2015   11  01  22    12.83
SMO 2015   11  01  23    12.64
SMO 2015   11  02  00    11.64
SMO 2015   11  02  01    11.24
SMO 2015   11  02  02    11.32
SMO 2015   11  02  03    11.75
SMO 2015   11  02  04    12.51
SMO 2015   11  02  05    12.55
SMO 2015   11  02  06    12.09
SMO 2015   11  02  07    11.91
SMO 2015   11  02  08    12.14
SMO 2015   11  02  09    12.28
SMO 2015   11  02  10    12.43
SMO 2015   11  02  11    12.29
SMO 2015   11  02  12    12.28
SMO 2015   11  02  13    12.51
SMO 2015   11  02  14    12.79
SMO 2015   11  02  15    12.72
SMO 2015   11  02  16    12.72
SMO 2015   11  02  17    12.60
SMO 2015   11  02  18    12.82
SMO 2015   11  02  19    13.01
SMO 2015   11  02  20    12.80
SMO 2015   11  02  21    12.68
SMO 2015   11  02  22    12.63
SMO 2015   11  02  23    12.67
SMO 2015   11  03  00    12.61
SMO 2015   11  03  01    12.64
SMO 2015   11  03  02    12.50
SMO 2015   11  03  03    12.64
SMO 2015   11  03  04    13.02
SMO 2015   11  03  05    13.16
SMO 2015   11  03  06    13.11
SMO 2015   11  03  07    12.72
SMO 2015   11  03  08    12.91
SMO 2015   11  03  09    13.88
SMO 2015   11  03  10    14.45
SMO 2015   11  03  11    14.92
SMO 2015   11  03  12    15.26
SMO 2015   11  03  13    15.69
SMO 2015   11  03  14    15.65
SMO 2015   11  03  15    15.93
SMO 2015   11  03  16    16.06
SMO 2015   11  03  17    15.84
SMO 2015   11  03  18    15.82
SMO 2015   11  03  19    16.10
SMO 2015   11  03  20    15.79
SMO 2015   11  03  21    15.48
SMO 2015   11  03  22    15.24
SMO 2015   11  03  23    15.06
SMO 2015   11  04  00    14.86
SMO 2015   11  04  01    14.98
SMO 2015   11  04  02    15.20
SMO 2015   11  04  03    15.20
SMO 2015   11  04  04  9999.99
SMO 2015   11  04  05    15.43
SMO 2015   11  04  06    15.83
SMO 2015   11  04  07    15.84
SMO 2015   11  04  08    15.84
SMO 2015   11  04  09    15.94
SMO 2015   11  04  10    15.91
SMO 2015   11  04  11    16.08
SMO 2015   11  04  12    16.24
SMO 2015   11  04  13    16.31
SMO 2015   11  04  14    16.24
SMO 2015   11  04  15    16.27
SMO 2015   11  04  16    16.12
SMO 2015   11  04  17    14.54
SMO 2015   11  04  18    15.74
SMO 2015   11  04  19    17.89
