These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  O3(PPB)
SMO 2015   06  01  21    16.62
SMO 2015   06  01  22    16.35
SMO 2015   06  01  23    15.81
SMO 2015   06  02  00    15.39
SMO 2015   06  02  01    14.87
SMO 2015   06  02  02    14.66
SMO 2015   06  02  03    14.52
SMO 2015   06  02  04    14.45
SMO 2015   06  02  05    14.52
SMO 2015   06  02  06    14.59
SMO 2015   06  02  07    14.72
SMO 2015   06  02  08    14.62
SMO 2015   06  02  09    15.03
SMO 2015   06  02  10    15.47
SMO 2015   06  02  11    15.66
SMO 2015   06  02  12    15.96
SMO 2015   06  02  13    16.09
SMO 2015   06  02  14    16.20
SMO 2015   06  02  15    16.38
SMO 2015   06  02  16    16.45
SMO 2015   06  02  17    16.56
SMO 2015   06  02  18    16.68
SMO 2015   06  02  19    16.45
SMO 2015   06  02  20    16.27
SMO 2015   06  02  21    15.78
SMO 2015   06  02  22    15.34
SMO 2015   06  02  23    14.75
SMO 2015   06  03  00    14.44
SMO 2015   06  03  01    13.95
SMO 2015   06  03  02    13.67
SMO 2015   06  03  03    13.32
SMO 2015   06  03  04    13.61
SMO 2015   06  03  05    13.94
SMO 2015   06  03  06    14.24
SMO 2015   06  03  07    14.00
SMO 2015   06  03  08    13.44
SMO 2015   06  03  09    12.52
SMO 2015   06  03  10    11.95
SMO 2015   06  03  11    11.74
SMO 2015   06  03  12    12.65
SMO 2015   06  03  13    14.92
SMO 2015   06  03  14    15.77
SMO 2015   06  03  15    15.66
SMO 2015   06  03  16    15.49
SMO 2015   06  03  17    15.65
SMO 2015   06  03  18    15.51
SMO 2015   06  03  19    15.40
SMO 2015   06  03  20    15.29
SMO 2015   06  03  21    15.26
SMO 2015   06  03  22    15.00
SMO 2015   06  03  23    17.41
SMO 2015   06  04  00    15.45
SMO 2015   06  04  01    13.85
SMO 2015   06  04  02    13.35
SMO 2015   06  04  03    13.23
SMO 2015   06  04  04    13.62
SMO 2015   06  04  05    13.56
SMO 2015   06  04  06    13.75
SMO 2015   06  04  07    13.99
SMO 2015   06  04  08    14.11
SMO 2015   06  04  09    14.35
SMO 2015   06  04  10    14.63
SMO 2015   06  04  11    14.88
SMO 2015   06  04  12    15.01
SMO 2015   06  04  13    15.23
SMO 2015   06  04  14    15.41
SMO 2015   06  04  15    15.52
SMO 2015   06  04  16    15.64
SMO 2015   06  04  17    15.95
SMO 2015   06  04  18    16.01
SMO 2015   06  04  19    15.99
SMO 2015   06  04  20    16.09
SMO 2015   06  04  21    16.13
SMO 2015   06  04  22    15.94
SMO 2015   06  04  23    15.85
SMO 2015   06  05  00    15.80
SMO 2015   06  05  01    15.86
SMO 2015   06  05  02    15.94
SMO 2015   06  05  03    15.79
SMO 2015   06  05  04    15.49
SMO 2015   06  05  05    15.84
SMO 2015   06  05  06    16.30
SMO 2015   06  05  07    16.32
SMO 2015   06  05  08    16.49
SMO 2015   06  05  09    16.32
SMO 2015   06  05  10    16.29
SMO 2015   06  05  11    17.06
SMO 2015   06  05  12    18.49
SMO 2015   06  05  13    20.09
SMO 2015   06  05  14    19.77
SMO 2015   06  05  15    19.90
SMO 2015   06  05  16    21.04
SMO 2015   06  05  17    21.80
SMO 2015   06  05  18    24.53
SMO 2015   06  05  19    24.15
SMO 2015   06  05  20    23.61
SMO 2015   06  05  21    23.71
SMO 2015   06  05  22    23.60
SMO 2015   06  05  23    22.10
SMO 2015   06  06  00    20.99
SMO 2015   06  06  01    20.71
SMO 2015   06  06  02    20.75
SMO 2015   06  06  03    20.67
SMO 2015   06  06  04    20.26
SMO 2015   06  06  05    20.09
SMO 2015   06  06  06    20.46
SMO 2015   06  06  07    21.47
SMO 2015   06  06  08    20.67
SMO 2015   06  06  09    20.53
SMO 2015   06  06  10    20.06
SMO 2015   06  06  11    20.49
SMO 2015   06  06  12    20.74
SMO 2015   06  06  13    20.92
SMO 2015   06  06  14    21.10
SMO 2015   06  06  15    20.17
SMO 2015   06  06  16    20.12
SMO 2015   06  06  17    20.57
SMO 2015   06  06  18    21.76
SMO 2015   06  06  19    21.89
SMO 2015   06  06  20    21.69
SMO 2015   06  06  21    21.52
SMO 2015   06  06  22    20.93
SMO 2015   06  06  23    20.28
SMO 2015   06  07  00    19.83
SMO 2015   06  07  01    19.67
SMO 2015   06  07  02    19.64
SMO 2015   06  07  03    19.60
SMO 2015   06  07  04    19.89
SMO 2015   06  07  05    20.71
SMO 2015   06  07  06    21.49
SMO 2015   06  07  07    21.33
SMO 2015   06  07  08    20.94
SMO 2015   06  07  09    21.50
SMO 2015   06  07  10    21.28
SMO 2015   06  07  11    20.40
SMO 2015   06  07  12    20.30
SMO 2015   06  07  13    20.79
SMO 2015   06  07  14    21.13
SMO 2015   06  07  15    20.94
SMO 2015   06  07  16    20.75
SMO 2015   06  07  17    20.71
SMO 2015   06  07  18    20.97
SMO 2015   06  07  19    21.12
SMO 2015   06  07  20    21.14
SMO 2015   06  07  21    20.94
SMO 2015   06  07  22    20.47
SMO 2015   06  07  23    20.27
SMO 2015   06  08  00    19.82
SMO 2015   06  08  01    19.67
SMO 2015   06  08  02    19.59
SMO 2015   06  08  03    19.51
SMO 2015   06  08  04    19.60
SMO 2015   06  08  05    19.85
SMO 2015   06  08  06    20.09
SMO 2015   06  08  07    20.36
SMO 2015   06  08  08    20.98
SMO 2015   06  08  09    21.17
SMO 2015   06  08  10    21.11
SMO 2015   06  08  11    21.16
SMO 2015   06  08  12    20.91
SMO 2015   06  08  13    21.28
SMO 2015   06  08  14    21.23
SMO 2015   06  08  15    21.06
SMO 2015   06  08  16    21.19
SMO 2015   06  08  17    21.41
SMO 2015   06  08  18    21.54
SMO 2015   06  08  19    21.70
SMO 2015   06  08  20    21.40
SMO 2015   06  08  21    21.40
SMO 2015   06  08  22    20.30
SMO 2015   06  08  23    19.87
SMO 2015   06  09  00    19.36
SMO 2015   06  09  01    18.99
SMO 2015   06  09  02    18.88
SMO 2015   06  09  03    18.92
SMO 2015   06  09  04    18.86
SMO 2015   06  09  05    18.81
SMO 2015   06  09  06    18.85
SMO 2015   06  09  07    18.91
SMO 2015   06  09  08    18.95
SMO 2015   06  09  09    19.07
SMO 2015   06  09  10    18.83
SMO 2015   06  09  11    18.73
SMO 2015   06  09  12    18.67
SMO 2015   06  09  13    18.70
SMO 2015   06  09  14    18.91
SMO 2015   06  09  15    18.79
SMO 2015   06  09  16    18.76
SMO 2015   06  09  17    19.05
SMO 2015   06  09  18    18.98
SMO 2015   06  09  19    18.68
SMO 2015   06  09  20    19.03
SMO 2015   06  09  21    18.53
SMO 2015   06  09  22    18.29
SMO 2015   06  09  23    17.54
SMO 2015   06  10  00    17.08
SMO 2015   06  10  01    16.85
SMO 2015   06  10  02    16.03
SMO 2015   06  10  03    16.32
SMO 2015   06  10  04    16.58
SMO 2015   06  10  05    16.95
SMO 2015   06  10  06    17.12
SMO 2015   06  10  07    17.47
SMO 2015   06  10  08    17.65
SMO 2015   06  10  09    17.63
SMO 2015   06  10  10    17.85
SMO 2015   06  10  11    18.04
SMO 2015   06  10  12    17.70
SMO 2015   06  10  13    18.12
SMO 2015   06  10  14    19.19
SMO 2015   06  10  15    19.86
SMO 2015   06  10  16    20.05
SMO 2015   06  10  17    20.64
SMO 2015   06  10  18    20.93
SMO 2015   06  10  19    21.05
SMO 2015   06  10  20    21.24
SMO 2015   06  10  21    20.92
SMO 2015   06  10  22    22.16
SMO 2015   06  10  23    23.16
SMO 2015   06  11  00    22.71
SMO 2015   06  11  01    23.62
SMO 2015   06  11  02    22.66
SMO 2015   06  11  03    22.50
SMO 2015   06  11  04    22.56
SMO 2015   06  11  05    23.50
SMO 2015   06  11  06    24.69
SMO 2015   06  11  07    24.86
SMO 2015   06  11  08    24.79
SMO 2015   06  11  09    25.65
SMO 2015   06  11  10    25.07
SMO 2015   06  11  11    26.08
SMO 2015   06  11  12    26.60
SMO 2015   06  11  13    26.30
SMO 2015   06  11  14    27.11
SMO 2015   06  11  15    28.35
SMO 2015   06  11  16    27.78
SMO 2015   06  11  17    28.70
SMO 2015   06  11  18    29.07
SMO 2015   06  11  19    29.18
SMO 2015   06  11  20    28.44
SMO 2015   06  11  21    28.15
SMO 2015   06  11  22    27.72
SMO 2015   06  11  23    27.70
SMO 2015   06  12  00    27.24
SMO 2015   06  12  01    27.11
SMO 2015   06  12  02    26.93
SMO 2015   06  12  03    26.87
SMO 2015   06  12  04    26.69
SMO 2015   06  12  05    26.73
SMO 2015   06  12  06    26.65
SMO 2015   06  12  07    26.22
SMO 2015   06  12  08    26.18
SMO 2015   06  12  09    26.12
SMO 2015   06  12  10    25.83
SMO 2015   06  12  11    25.76
SMO 2015   06  12  12    24.06
SMO 2015   06  12  13    25.15
SMO 2015   06  12  14    25.19
SMO 2015   06  12  15    25.24
SMO 2015   06  12  16    25.50
SMO 2015   06  12  17    25.66
SMO 2015   06  12  18    25.14
SMO 2015   06  12  19    25.06
SMO 2015   06  12  20    23.46
SMO 2015   06  12  21    19.52
SMO 2015   06  12  22    21.98
SMO 2015   06  12  23    22.01
SMO 2015   06  13  00    19.42
SMO 2015   06  13  01    16.61
SMO 2015   06  13  02    16.91
SMO 2015   06  13  03    15.57
SMO 2015   06  13  04    17.82
SMO 2015   06  13  05    19.09
SMO 2015   06  13  06    22.04
SMO 2015   06  13  07    23.35
SMO 2015   06  13  08    24.21
SMO 2015   06  13  09    24.94
SMO 2015   06  13  10    22.67
SMO 2015   06  13  11    22.09
SMO 2015   06  13  12    23.90
SMO 2015   06  13  13    22.57
SMO 2015   06  13  14    20.63
SMO 2015   06  13  15    20.60
SMO 2015   06  13  16    21.80
SMO 2015   06  13  17    23.53
SMO 2015   06  13  18    21.12
SMO 2015   06  13  19    20.21
SMO 2015   06  13  20    22.96
SMO 2015   06  13  21    22.97
SMO 2015   06  13  22    23.59
SMO 2015   06  13  23    23.07
SMO 2015   06  14  00    22.11
SMO 2015   06  14  01    21.20
SMO 2015   06  14  02    21.97
SMO 2015   06  14  03    21.88
SMO 2015   06  14  04    22.97
SMO 2015   06  14  05    24.17
SMO 2015   06  14  06    22.73
SMO 2015   06  14  07    23.42
SMO 2015   06  14  08    24.00
SMO 2015   06  14  09    23.89
SMO 2015   06  14  10    23.78
SMO 2015   06  14  11    24.27
SMO 2015   06  14  12    24.65
SMO 2015   06  14  13    24.19
SMO 2015   06  14  14    24.76
SMO 2015   06  14  15    23.88
SMO 2015   06  14  16    23.21
SMO 2015   06  14  17    22.61
SMO 2015   06  14  18    21.66
SMO 2015   06  14  19    22.61
SMO 2015   06  14  20    22.94
SMO 2015   06  14  21    22.71
SMO 2015   06  14  22    20.56
SMO 2015   06  14  23    19.78
SMO 2015   06  15  00    20.01
SMO 2015   06  15  01    20.13
SMO 2015   06  15  22    17.00
SMO 2015   06  15  23    17.24
SMO 2015   06  16  00    17.12
SMO 2015   06  16  01    16.91
SMO 2015   06  16  02    16.93
SMO 2015   06  16  03    17.54
SMO 2015   06  16  04    17.43
SMO 2015   06  16  05    17.06
SMO 2015   06  16  06    17.56
SMO 2015   06  16  07    17.67
SMO 2015   06  16  08    17.54
SMO 2015   06  16  09    18.09
SMO 2015   06  16  10    18.26
SMO 2015   06  16  11    17.61
SMO 2015   06  16  12    17.79
SMO 2015   06  16  13    17.56
SMO 2015   06  16  14    17.80
SMO 2015   06  16  15    16.86
SMO 2015   06  16  16    16.89
SMO 2015   06  16  17    16.64
SMO 2015   06  16  18    16.90
SMO 2015   06  16  19    17.40
SMO 2015   06  16  20    17.17
SMO 2015   06  16  21    16.79
SMO 2015   06  16  22    16.31
SMO 2015   06  16  23    15.72
SMO 2015   06  17  00    15.27
