These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  O3(PPB)
SMO 2015   12  01  00    10.86
SMO 2015   12  01  01    10.48
SMO 2015   12  01  02     9.75
SMO 2015   12  01  03     9.40
SMO 2015   12  01  04    10.55
SMO 2015   12  01  05    12.14
SMO 2015   12  01  06    11.75
SMO 2015   12  01  07    10.36
SMO 2015   12  01  08    11.32
SMO 2015   12  01  09    13.03
SMO 2015   12  01  10    14.51
SMO 2015   12  01  11    15.28
SMO 2015   12  01  12    15.32
SMO 2015   12  01  13    16.55
SMO 2015   12  01  14    15.41
SMO 2015   12  01  15    15.88
SMO 2015   12  01  16    16.07
SMO 2015   12  01  17    15.95
SMO 2015   12  01  18    14.54
SMO 2015   12  01  19    15.03
SMO 2015   12  01  20    15.55
SMO 2015   12  01  21    14.85
SMO 2015   12  01  22    15.51
SMO 2015   12  01  23    15.66
SMO 2015   12  02  00    15.67
SMO 2015   12  02  01    14.63
SMO 2015   12  02  02    14.75
SMO 2015   12  02  03    14.52
SMO 2015   12  02  04    15.49
SMO 2015   12  02  05    15.03
SMO 2015   12  02  06    14.51
SMO 2015   12  02  07    14.00
SMO 2015   12  02  08    14.76
SMO 2015   12  02  09    13.97
SMO 2015   12  02  10    14.48
SMO 2015   12  02  11    15.88
SMO 2015   12  02  12    16.85
SMO 2015   12  02  13    17.07
SMO 2015   12  02  14    16.57
SMO 2015   12  02  15    16.68
SMO 2015   12  02  16    16.65
SMO 2015   12  02  17    16.15
SMO 2015   12  02  18    15.78
SMO 2015   12  02  19    17.05
SMO 2015   12  02  20    16.32
SMO 2015   12  02  21    16.74
SMO 2015   12  02  22    16.58
SMO 2015   12  02  23    16.48
SMO 2015   12  03  00    15.78
SMO 2015   12  03  01    15.25
SMO 2015   12  03  02    15.37
SMO 2015   12  03  03    14.81
SMO 2015   12  03  04    14.87
SMO 2015   12  03  05    15.04
SMO 2015   12  03  06    15.17
SMO 2015   12  03  07    15.35
SMO 2015   12  03  08    15.37
SMO 2015   12  03  09    15.36
SMO 2015   12  03  10    15.67
SMO 2015   12  03  11    15.45
SMO 2015   12  03  12    16.37
SMO 2015   12  03  13    16.96
SMO 2015   12  03  14    17.09
SMO 2015   12  03  15    17.07
SMO 2015   12  03  16    16.88
SMO 2015   12  03  17    16.50
SMO 2015   12  03  18    16.55
SMO 2015   12  03  19    16.71
SMO 2015   12  03  20    16.51
SMO 2015   12  03  21    16.00
SMO 2015   12  03  22    14.90
SMO 2015   12  03  23    14.61
SMO 2015   12  04  00    13.70
SMO 2015   12  04  01    13.33
SMO 2015   12  04  02    12.87
SMO 2015   12  04  03    12.29
SMO 2015   12  04  04    13.14
SMO 2015   12  04  05    13.18
SMO 2015   12  04  06    13.24
SMO 2015   12  04  07    12.76
SMO 2015   12  04  08    11.57
SMO 2015   12  04  09    14.78
SMO 2015   12  04  10    14.54
SMO 2015   12  04  11    14.27
SMO 2015   12  04  12    13.97
SMO 2015   12  04  13    13.95
SMO 2015   12  04  14    14.68
SMO 2015   12  04  15    14.84
SMO 2015   12  04  16    15.38
SMO 2015   12  04  17    15.09
SMO 2015   12  04  18    14.92
SMO 2015   12  04  19    14.79
SMO 2015   12  04  20    14.55
SMO 2015   12  04  21    14.21
SMO 2015   12  04  22    13.53
SMO 2015   12  04  23    12.79
SMO 2015   12  05  00    12.31
SMO 2015   12  05  01    11.55
SMO 2015   12  05  02    11.06
SMO 2015   12  05  03    10.75
SMO 2015   12  05  04    10.66
SMO 2015   12  05  05    10.92
SMO 2015   12  05  06    11.17
SMO 2015   12  05  07    11.46
SMO 2015   12  05  08    11.85
SMO 2015   12  05  09    12.26
SMO 2015   12  05  10    12.75
SMO 2015   12  05  11    12.82
SMO 2015   12  05  12    13.14
SMO 2015   12  05  13    13.74
SMO 2015   12  05  14    14.23
SMO 2015   12  05  15    14.43
SMO 2015   12  05  16    14.59
SMO 2015   12  05  17    14.45
SMO 2015   12  05  18    14.64
SMO 2015   12  05  19    15.03
SMO 2015   12  05  20    15.08
SMO 2015   12  05  21    15.13
SMO 2015   12  05  22    14.75
SMO 2015   12  05  23    14.44
SMO 2015   12  06  00    13.95
SMO 2015   12  06  01    12.83
SMO 2015   12  06  02    12.76
SMO 2015   12  06  03    12.42
SMO 2015   12  06  04    12.15
SMO 2015   12  06  05    12.27
SMO 2015   12  06  06    11.45
