These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  O3(PPB)
SMO 2015   04  01  00     9.20
SMO 2015   04  01  01     8.70
SMO 2015   04  01  02     8.13
SMO 2015   04  01  03     8.19
SMO 2015   04  01  04     7.87
SMO 2015   04  01  05     7.47
SMO 2015   04  01  06     7.34
SMO 2015   04  01  07     7.57
SMO 2015   04  01  08     7.21
SMO 2015   04  01  09     7.00
SMO 2015   04  01  10     7.02
SMO 2015   04  01  11     7.22
SMO 2015   04  01  12     7.24
SMO 2015   04  01  13     7.28
SMO 2015   04  01  14     7.77
SMO 2015   04  01  15     8.34
SMO 2015   04  01  16     9.22
SMO 2015   04  01  17    10.03
SMO 2015   04  01  18    10.60
SMO 2015   04  01  19    10.37
SMO 2015   04  01  20    10.27
SMO 2015   04  01  21    10.06
SMO 2015   04  01  22     9.61
SMO 2015   04  01  23     9.59
SMO 2015   04  02  00     9.67
SMO 2015   04  02  01     9.80
SMO 2015   04  02  02     9.85
SMO 2015   04  02  03     9.57
SMO 2015   04  02  04     9.83
SMO 2015   04  02  05     9.92
SMO 2015   04  02  06    10.46
SMO 2015   04  02  07    10.72
SMO 2015   04  02  08    10.80
SMO 2015   04  02  09    11.55
SMO 2015   04  02  10    11.88
SMO 2015   04  02  11    12.19
SMO 2015   04  02  12    12.30
SMO 2015   04  02  13    12.24
SMO 2015   04  02  14    12.17
