These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  O3(PPB)
SMO 2015   01  12  21     4.38
SMO 2015   01  12  22     5.64
SMO 2015   01  12  23     5.48
SMO 2015   01  13  00     5.59
SMO 2015   01  13  01     5.65
SMO 2015   01  13  02     5.10
SMO 2015   01  13  03     5.09
SMO 2015   01  13  04     5.10
SMO 2015   01  13  05     5.14
SMO 2015   01  13  06     5.22
SMO 2015   01  13  07     5.80
SMO 2015   01  13  08     5.29
SMO 2015   01  13  09     5.37
SMO 2015   01  13  10     5.47
SMO 2015   01  13  11     5.98
SMO 2015   01  13  12     5.96
SMO 2015   01  13  13     6.25
SMO 2015   01  13  14     6.60
SMO 2015   01  13  15     6.54
SMO 2015   01  13  16     6.54
SMO 2015   01  13  17     4.29
SMO 2015   01  13  18     5.66
SMO 2015   01  13  19     6.04
SMO 2015   01  13  20     6.12
SMO 2015   01  13  21     6.11
SMO 2015   01  13  22     6.22
SMO 2015   01  13  23     5.65
SMO 2015   01  14  00     5.54
SMO 2015   01  14  01     5.55
SMO 2015   01  14  02     5.48
SMO 2015   01  14  03     5.61
SMO 2015   01  14  04     5.36
SMO 2015   01  14  05     5.76
SMO 2015   01  14  06     6.06
SMO 2015   01  14  07     6.20
SMO 2015   01  14  08     6.02
SMO 2015   01  14  09     4.49
SMO 2015   01  14  10     5.77
SMO 2015   01  14  11     6.43
SMO 2015   01  14  12     5.54
SMO 2015   01  14  13     6.51
SMO 2015   01  14  14     6.77
SMO 2015   01  14  15     6.77
SMO 2015   01  14  16     6.85
SMO 2015   01  14  17     7.01
SMO 2015   01  14  18     6.64
SMO 2015   01  14  19     6.88
SMO 2015   01  14  20     7.21
SMO 2015   01  14  21     7.53
SMO 2015   01  14  22     7.46
SMO 2015   01  14  23     7.40
SMO 2015   01  15  00     7.21
SMO 2015   01  15  01     7.08
SMO 2015   01  15  02     7.79
SMO 2015   01  15  03     6.93
SMO 2015   01  15  04     6.77
SMO 2015   01  15  05     6.90
SMO 2015   01  15  06     7.29
SMO 2015   01  15  07     7.47
SMO 2015   01  15  08     7.64
SMO 2015   01  15  09     7.90
SMO 2015   01  15  10     8.08
SMO 2015   01  15  11     8.18
SMO 2015   01  15  12     7.84
SMO 2015   01  15  13     7.84
SMO 2015   01  15  14     8.05
SMO 2015   01  15  15     7.76
SMO 2015   01  15  16     7.52
SMO 2015   01  15  17     7.24
SMO 2015   01  15  18     7.27
SMO 2015   01  15  19     7.48
SMO 2015   01  15  20     8.12
SMO 2015   01  15  21     7.02
SMO 2015   01  15  22     7.50
SMO 2015   01  15  23     6.55
SMO 2015   01  16  00     6.04
SMO 2015   01  16  01     5.63
SMO 2015   01  16  02     5.60
SMO 2015   01  16  03     5.31
SMO 2015   01  16  04     5.37
SMO 2015   01  16  05     5.19
SMO 2015   01  16  06     4.57
SMO 2015   01  16  07     4.14
SMO 2015   01  16  08     4.12
SMO 2015   01  16  09     3.85
SMO 2015   01  16  10     3.58
SMO 2015   01  16  11     3.69
SMO 2015   01  16  12     3.88
SMO 2015   01  16  13     4.05
SMO 2015   01  16  14     4.29
SMO 2015   01  16  15     4.74
SMO 2015   01  16  16     4.84
SMO 2015   01  16  17     4.84
SMO 2015   01  16  18     4.79
SMO 2015   01  16  19     4.89
SMO 2015   01  16  20     5.05
SMO 2015   01  16  21     4.75
SMO 2015   01  16  22     4.72
SMO 2015   01  16  23     5.34
SMO 2015   01  17  00     4.53
SMO 2015   01  17  01     4.56
SMO 2015   01  17  02     4.40
SMO 2015   01  17  03     4.52
SMO 2015   01  17  04     4.75
SMO 2015   01  17  05     4.76
SMO 2015   01  17  06     5.21
SMO 2015   01  17  07     5.51
SMO 2015   01  17  08     5.50
SMO 2015   01  17  09     4.81
SMO 2015   01  17  10     4.74
SMO 2015   01  17  11     4.67
SMO 2015   01  17  12     4.48
SMO 2015   01  17  13     4.96
SMO 2015   01  17  14     4.81
SMO 2015   01  17  15     5.20
SMO 2015   01  17  16     5.24
SMO 2015   01  17  17     5.40
SMO 2015   01  17  18     5.53
SMO 2015   01  17  19     5.46
SMO 2015   01  17  20     5.13
SMO 2015   01  17  21     5.43
SMO 2015   01  17  22     5.31
SMO 2015   01  17  23     5.16
SMO 2015   01  18  00     4.65
SMO 2015   01  18  01     4.63
SMO 2015   01  18  02     4.57
SMO 2015   01  18  03     4.62
SMO 2015   01  18  04     4.52
SMO 2015   01  18  05     4.68
SMO 2015   01  18  06     4.95
SMO 2015   01  18  07     5.51
SMO 2015   01  18  08     5.32
SMO 2015   01  18  09     4.74
SMO 2015   01  18  10     4.98
SMO 2015   01  18  11     4.81
SMO 2015   01  18  12     5.04
SMO 2015   01  18  13     4.90
SMO 2015   01  18  14     5.06
SMO 2015   01  18  15     4.90
SMO 2015   01  18  16     4.88
SMO 2015   01  18  17     4.69
SMO 2015   01  18  18     4.73
SMO 2015   01  18  19     5.00
SMO 2015   01  18  20     4.97
SMO 2015   01  18  21     4.89
SMO 2015   01  18  22     4.89
SMO 2015   01  18  23     4.68
SMO 2015   01  19  00     4.90
SMO 2015   01  19  01     5.89
SMO 2015   01  19  02     6.24
SMO 2015   01  19  03     6.51
SMO 2015   01  19  04     5.82
SMO 2015   01  19  05     5.94
SMO 2015   01  19  06     6.12
SMO 2015   01  19  07     6.18
SMO 2015   01  19  08     6.29
SMO 2015   01  19  09     7.06
SMO 2015   01  19  10     6.91
SMO 2015   01  19  11     6.55
SMO 2015   01  19  12     6.51
SMO 2015   01  19  13     6.67
SMO 2015   01  19  14     6.76
SMO 2015   01  19  15     6.43
SMO 2015   01  19  16     6.65
SMO 2015   01  19  17     6.48
SMO 2015   01  19  18     6.52
SMO 2015   01  19  19     6.17
SMO 2015   01  19  20     6.17
SMO 2015   01  19  21  9999.99
SMO 2015   01  19  22     5.93
SMO 2015   01  19  23     5.69
SMO 2015   01  20  00     5.96
SMO 2015   01  20  01     5.93
SMO 2015   01  20  02     5.67
SMO 2015   01  20  03     5.73
SMO 2015   01  20  04     5.83
SMO 2015   01  20  05     5.53
SMO 2015   01  20  06     6.35
SMO 2015   01  20  07     6.01
SMO 2015   01  20  08     6.11
SMO 2015   01  20  09     6.31
SMO 2015   01  20  10     5.94
SMO 2015   01  20  11     4.81
SMO 2015   01  20  12     2.08
SMO 2015   01  20  13     6.28
SMO 2015   01  20  14     4.41
SMO 2015   01  20  15     5.55
SMO 2015   01  20  16     5.79
SMO 2015   01  20  17     6.97
SMO 2015   01  20  18     6.80
SMO 2015   01  20  19     6.50
SMO 2015   01  20  20     6.84
SMO 2015   01  20  21     8.42
SMO 2015   01  20  22     9.80
SMO 2015   01  20  23     9.29
SMO 2015   01  21  00    10.17
SMO 2015   01  21  01    11.54
SMO 2015   01  21  02    12.28
SMO 2015   01  21  03    12.70
SMO 2015   01  21  04    14.59
SMO 2015   01  21  05    14.38
SMO 2015   01  21  06    12.33
SMO 2015   01  21  07     7.92
SMO 2015   01  21  08    11.83
SMO 2015   01  21  09    13.22
SMO 2015   01  21  10    14.14
SMO 2015   01  21  11    13.36
SMO 2015   01  21  12    13.97
SMO 2015   01  21  13    11.46
SMO 2015   01  21  14    11.52
SMO 2015   01  21  15    12.16
SMO 2015   01  21  16    11.52
SMO 2015   01  21  17    10.31
SMO 2015   01  21  18    11.38
SMO 2015   01  21  19    12.88
SMO 2015   01  21  20    11.19
SMO 2015   01  21  21    11.45
SMO 2015   01  21  22    14.19
SMO 2015   01  21  23    14.74
SMO 2015   01  22  00    13.66
SMO 2015   01  22  01    13.08
SMO 2015   01  22  02    12.27
SMO 2015   01  22  03    12.31
SMO 2015   01  22  04    12.47
SMO 2015   01  22  05    12.74
SMO 2015   01  22  06    13.52
SMO 2015   01  22  07    13.72
SMO 2015   01  22  08    13.97
SMO 2015   01  22  09    14.11
SMO 2015   01  22  10    14.28
SMO 2015   01  22  11    13.07
SMO 2015   01  22  12    11.85
SMO 2015   01  22  13    11.33
SMO 2015   01  22  14    13.60
SMO 2015   01  22  15    13.28
SMO 2015   01  22  16    13.27
SMO 2015   01  22  17    15.97
SMO 2015   01  22  18    16.32
SMO 2015   01  22  19    15.82
SMO 2015   01  22  20    15.44
SMO 2015   01  22  21    15.35
SMO 2015   01  22  22    15.28
SMO 2015   01  22  23    15.78
SMO 2015   01  23  00    15.67
SMO 2015   01  23  01    15.91
SMO 2015   01  23  02    15.78
SMO 2015   01  23  03    16.17
SMO 2015   01  23  04    16.37
SMO 2015   01  23  05    16.40
SMO 2015   01  23  06    16.70
SMO 2015   01  23  07    16.29
SMO 2015   01  23  08    15.51
SMO 2015   01  23  09    15.81
SMO 2015   01  23  10    15.89
SMO 2015   01  23  11    15.41
SMO 2015   01  23  12    14.42
SMO 2015   01  23  13    10.60
SMO 2015   01  23  14    13.10
SMO 2015   01  23  15    13.70
SMO 2015   01  23  16    14.14
SMO 2015   01  23  17    14.10
SMO 2015   01  23  18    13.56
SMO 2015   01  23  19    13.90
SMO 2015   01  23  20    13.60
SMO 2015   01  23  21    16.78
SMO 2015   01  23  22    19.28
SMO 2015   01  23  23    14.39
SMO 2015   01  24  00    14.03
SMO 2015   01  24  01    13.72
SMO 2015   01  24  02    13.31
SMO 2015   01  24  03    13.03
SMO 2015   01  24  04    13.66
SMO 2015   01  24  05    14.89
SMO 2015   01  24  06    15.37
SMO 2015   01  24  07    15.20
SMO 2015   01  24  08    14.13
SMO 2015   01  24  09    12.55
SMO 2015   01  24  10    10.56
SMO 2015   01  24  11    11.78
SMO 2015   01  24  12    15.60
SMO 2015   01  24  13    13.87
SMO 2015   01  24  14    15.41
SMO 2015   01  24  15    14.07
SMO 2015   01  24  16    14.64
SMO 2015   01  24  17    15.07
SMO 2015   01  24  18    14.52
SMO 2015   01  24  19    12.83
SMO 2015   01  24  20    15.84
SMO 2015   01  24  21    18.28
SMO 2015   01  24  22    14.18
SMO 2015   01  24  23    12.97
SMO 2015   01  25  00    12.59
SMO 2015   01  25  01    12.28
SMO 2015   01  25  02    12.40
SMO 2015   01  25  03    12.32
SMO 2015   01  25  04    12.50
SMO 2015   01  25  05    12.80
SMO 2015   01  25  06    12.54
SMO 2015   01  25  07    12.17
SMO 2015   01  25  08    11.61
SMO 2015   01  25  09    10.74
SMO 2015   01  25  10    11.22
SMO 2015   01  25  11    11.30
SMO 2015   01  25  12    10.74
SMO 2015   01  25  13     6.58
SMO 2015   01  25  14     7.08
SMO 2015   01  25  15     8.61
SMO 2015   01  25  16     9.20
SMO 2015   01  25  17    10.73
SMO 2015   01  25  18    11.53
SMO 2015   01  25  19    12.63
SMO 2015   01  25  20    14.50
SMO 2015   01  25  21    17.39
SMO 2015   01  25  22    19.38
SMO 2015   01  25  23    17.60
SMO 2015   01  26  00    14.30
SMO 2015   01  26  01    12.13
SMO 2015   01  26  02    11.08
SMO 2015   01  26  03    10.97
SMO 2015   01  26  04    10.93
SMO 2015   01  26  05    10.71
SMO 2015   01  26  06    10.25
SMO 2015   01  26  07    10.00
SMO 2015   01  26  08     9.37
SMO 2015   01  26  09    10.18
SMO 2015   01  26  10     9.83
SMO 2015   01  26  11    11.16
SMO 2015   01  26  12    11.02
SMO 2015   01  26  13    10.93
SMO 2015   01  26  14    11.04
SMO 2015   01  26  15    10.71
SMO 2015   01  26  16    10.64
SMO 2015   01  26  17    11.02
SMO 2015   01  26  18    10.48
SMO 2015   01  26  19    11.08
SMO 2015   01  26  21    12.98
SMO 2015   01  26  22    13.70
SMO 2015   01  26  23    14.04
SMO 2015   01  27  00    14.03
SMO 2015   01  27  01    13.77
SMO 2015   01  27  02    13.43
SMO 2015   01  27  03    14.02
SMO 2015   01  27  04    13.82
SMO 2015   01  27  05    15.22
SMO 2015   01  27  06    15.31
SMO 2015   01  27  07    15.76
SMO 2015   01  27  08    16.25
SMO 2015   01  27  09    15.54
SMO 2015   01  27  10    16.26
SMO 2015   01  27  11    15.95
SMO 2015   01  27  12    16.19
SMO 2015   01  27  13    16.50
SMO 2015   01  27  14    17.19
SMO 2015   01  27  15    16.32
SMO 2015   01  27  16    17.06
SMO 2015   01  27  17    17.10
SMO 2015   01  27  18    17.34
SMO 2015   01  27  19    17.60
SMO 2015   01  27  20    17.86
SMO 2015   01  27  21    17.70
SMO 2015   01  27  22    17.89
SMO 2015   01  27  23    17.71
SMO 2015   01  28  00    17.53
SMO 2015   01  28  01    17.64
SMO 2015   01  28  02    17.73
SMO 2015   01  28  03    17.73
SMO 2015   01  28  04    18.01
SMO 2015   01  28  05    18.34
SMO 2015   01  28  06    18.30
SMO 2015   01  28  07    18.79
SMO 2015   01  28  08    18.77
SMO 2015   01  28  09    18.41
SMO 2015   01  28  10    18.34
SMO 2015   01  28  11    18.04
SMO 2015   01  28  12    17.92
SMO 2015   01  28  13    17.77
SMO 2015   01  28  14    17.64
SMO 2015   01  28  15    17.58
SMO 2015   01  28  16    17.46
SMO 2015   01  28  17    17.24
SMO 2015   01  28  18    17.31
SMO 2015   01  28  19    17.49
SMO 2015   01  28  20    17.13
SMO 2015   01  28  21    16.48
SMO 2015   01  28  22    16.30
SMO 2015   01  28  23    15.14
SMO 2015   01  29  00    14.00
SMO 2015   01  29  01    14.05
SMO 2015   01  29  02    14.63
SMO 2015   01  29  03    14.89
SMO 2015   01  29  04    14.84
SMO 2015   01  29  05    15.15
SMO 2015   01  29  06    15.68
SMO 2015   01  29  07    15.95
SMO 2015   01  29  08    16.36
SMO 2015   01  29  09    16.69
SMO 2015   01  29  10    17.22
SMO 2015   01  29  11    17.59
SMO 2015   01  29  12    17.71
SMO 2015   01  29  13    17.97
SMO 2015   01  29  14    18.01
SMO 2015   01  29  15    18.16
SMO 2015   01  29  16    18.09
SMO 2015   01  29  17    17.63
SMO 2015   01  29  18    17.20
SMO 2015   01  29  19    16.84
SMO 2015   01  29  20    16.29
SMO 2015   01  29  21    16.00
SMO 2015   01  29  22    15.78
SMO 2015   01  29  23    15.74
SMO 2015   01  30  00    15.07
SMO 2015   01  30  01    14.93
SMO 2015   01  30  02    14.60
SMO 2015   01  30  03    14.55
SMO 2015   01  30  04    15.36
SMO 2015   01  30  05    16.00
SMO 2015   01  30  06    16.86
SMO 2015   01  30  07    16.67
SMO 2015   01  30  08    16.49
SMO 2015   01  30  09    16.16
SMO 2015   01  30  10    16.20
SMO 2015   01  30  11    16.55
SMO 2015   01  30  12    16.43
