These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  O3(PPB)
BMW 2017   04  01  00     52.32
BMW 2017   04  01  01     50.99
BMW 2017   04  01  02     52.02
BMW 2017   04  01  03     51.99
BMW 2017   04  01  04     52.25
BMW 2017   04  01  05     52.65
BMW 2017   04  01  06     53.37
BMW 2017   04  01  07     52.56
BMW 2017   04  01  08     53.06
BMW 2017   04  01  09     52.56
BMW 2017   04  01  10     52.42
BMW 2017   04  01  11     52.66
BMW 2017   04  01  12     52.31
BMW 2017   04  01  13     52.35
BMW 2017   04  01  14     51.43
BMW 2017   04  01  15     50.67
BMW 2017   04  01  16     48.54
BMW 2017   04  01  17     46.82
BMW 2017   04  01  18     45.46
BMW 2017   04  01  19     43.29
BMW 2017   04  01  20     42.80
BMW 2017   04  01  21     43.24
BMW 2017   04  01  22     40.58
BMW 2017   04  01  23     38.75
BMW 2017   04  02  00     38.96
BMW 2017   04  02  01     37.04
BMW 2017   04  02  02     38.71
BMW 2017   04  02  03     48.58
BMW 2017   04  02  04     50.00
BMW 2017   04  02  05     48.78
BMW 2017   04  02  06     47.15
BMW 2017   04  02  07     44.51
BMW 2017   04  02  08     46.15
BMW 2017   04  02  09     49.67
BMW 2017   04  02  10     51.63
BMW 2017   04  02  11     53.22
BMW 2017   04  02  12     52.78
BMW 2017   04  02  13     52.62
BMW 2017   04  02  14     51.45
BMW 2017   04  02  15     50.76
BMW 2017   04  02  16     50.16
BMW 2017   04  02  17     49.77
BMW 2017   04  02  18     48.20
BMW 2017   04  02  19     47.42
BMW 2017   04  02  20     47.42
BMW 2017   04  02  21     48.48
BMW 2017   04  02  22     50.23
BMW 2017   04  02  23     51.98
BMW 2017   04  03  00     51.58
BMW 2017   04  03  01     51.87
BMW 2017   04  03  02     52.74
BMW 2017   04  03  03     52.68
BMW 2017   04  03  04     52.09
BMW 2017   04  03  05     53.42
BMW 2017   04  03  06     53.37
BMW 2017   04  03  07     53.55
BMW 2017   04  03  08     52.53
BMW 2017   04  03  09     52.75
BMW 2017   04  03  10     53.17
BMW 2017   04  03  11     53.45
BMW 2017   04  03  12     52.89
BMW 2017   04  03  13     52.99
BMW 2017   04  03  14     51.86
BMW 2017   04  03  15     50.74
BMW 2017   04  03  16     51.41
BMW 2017   04  03  17     50.83
BMW 2017   04  03  18     50.68
BMW 2017   04  03  19     51.84
BMW 2017   04  03  20     52.20
BMW 2017   04  03  21     52.44
BMW 2017   04  03  22     52.64
BMW 2017   04  03  23     53.75
BMW 2017   04  04  00     54.09
BMW 2017   04  04  01     54.32
BMW 2017   04  04  02     53.67
BMW 2017   04  04  03     53.30
BMW 2017   04  04  04     53.70
BMW 2017   04  04  05     53.46
BMW 2017   04  04  06     53.06
BMW 2017   04  04  07     52.86
BMW 2017   04  04  08     52.98
BMW 2017   04  04  09     52.75
BMW 2017   04  04  10     52.55
BMW 2017   04  04  11     52.04
BMW 2017   04  04  12     51.71
BMW 2017   04  04  13     51.64
BMW 2017   04  04  14     51.89
BMW 2017   04  04  15     51.70
BMW 2017   04  04  16     51.24
BMW 2017   04  04  17     50.84
BMW 2017   04  04  18     51.79
BMW 2017   04  04  19     51.14
BMW 2017   04  04  20     51.12
BMW 2017   04  04  21     51.74
