These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  O3(PPB)
BMW 2017   03  01  00     45.82
BMW 2017   03  01  01     46.03
BMW 2017   03  01  02     46.07
BMW 2017   03  01  03     46.07
BMW 2017   03  01  04     45.50
BMW 2017   03  01  05     45.02
BMW 2017   03  01  06     44.91
BMW 2017   03  01  07     44.91
BMW 2017   03  01  08     45.48
BMW 2017   03  01  09     45.67
BMW 2017   03  01  10     45.96
BMW 2017   03  01  11     45.91
BMW 2017   03  01  12     45.13
BMW 2017   03  01  13     44.22
BMW 2017   03  01  14     44.83
BMW 2017   03  01  15     44.95
BMW 2017   03  01  16     44.69
BMW 2017   03  01  17     45.59
BMW 2017   03  01  18     45.55
BMW 2017   03  01  19     46.33
BMW 2017   03  01  20     45.58
BMW 2017   03  01  21     44.88
BMW 2017   03  01  22     46.57
BMW 2017   03  01  23     46.01
BMW 2017   03  02  00     46.47
BMW 2017   03  02  01     45.46
BMW 2017   03  02  02     43.21
BMW 2017   03  02  03     42.66
BMW 2017   03  02  04     41.06
BMW 2017   03  02  05     41.53
BMW 2017   03  02  06     43.06
BMW 2017   03  02  07     42.37
BMW 2017   03  02  08     39.55
BMW 2017   03  02  09     38.30
BMW 2017   03  02  10     38.29
BMW 2017   03  02  11     40.06
BMW 2017   03  02  12     41.04
BMW 2017   03  02  13     39.75
BMW 2017   03  02  14     37.98
BMW 2017   03  02  15     36.72
BMW 2017   03  02  16     35.49
BMW 2017   03  02  17     34.53
BMW 2017   03  02  18     33.09
BMW 2017   03  02  19     31.86
BMW 2017   03  02  20     32.63
BMW 2017   03  02  21     30.67
BMW 2017   03  02  22     30.56
BMW 2017   03  02  23     30.71
BMW 2017   03  03  00     30.32
BMW 2017   03  03  01     30.05
BMW 2017   03  03  02     29.20
BMW 2017   03  03  03     27.71
BMW 2017   03  03  04     26.14
BMW 2017   03  03  05     25.56
BMW 2017   03  03  06     24.78
BMW 2017   03  03  07     24.29
BMW 2017   03  03  08     23.45
BMW 2017   03  03  09     23.44
BMW 2017   03  03  10     23.08
BMW 2017   03  03  11     31.69
BMW 2017   03  03  12     42.31
BMW 2017   03  03  13     44.61
BMW 2017   03  03  14     44.08
BMW 2017   03  03  15     43.95
BMW 2017   03  03  16     44.97
BMW 2017   03  03  17     47.54
BMW 2017   03  03  18     48.01
BMW 2017   03  03  19     47.93
BMW 2017   03  03  20     47.95
BMW 2017   03  03  21     48.41
BMW 2017   03  03  22     49.11
BMW 2017   03  03  23     48.90
BMW 2017   03  04  00     48.68
BMW 2017   03  04  01     49.19
BMW 2017   03  04  02     49.70
BMW 2017   03  04  03     50.24
BMW 2017   03  04  04     50.90
BMW 2017   03  04  05     51.13
BMW 2017   03  04  06     51.19
BMW 2017   03  04  07     51.01
BMW 2017   03  04  08     51.00
BMW 2017   03  04  09     51.30
BMW 2017   03  04  10     52.32
BMW 2017   03  04  11     51.81
BMW 2017   03  04  12     50.88
BMW 2017   03  04  13     49.87
BMW 2017   03  04  14     49.84
BMW 2017   03  04  15     50.66
BMW 2017   03  04  16     50.37
BMW 2017   03  04  17     50.98
BMW 2017   03  04  18     50.68
BMW 2017   03  04  19     50.73
BMW 2017   03  04  20     51.19
BMW 2017   03  04  21     50.88
BMW 2017   03  04  22     50.75
BMW 2017   03  04  23     50.55
