These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  O3(PPB)
BMW 2017   10  01  00     41.81
BMW 2017   10  01  01     39.72
BMW 2017   10  01  02     38.55
BMW 2017   10  01  03     40.57
BMW 2017   10  01  04     42.83
BMW 2017   10  01  05     43.46
BMW 2017   10  01  06     44.84
BMW 2017   10  01  07     47.07
BMW 2017   10  01  08     43.27
BMW 2017   10  01  09     44.19
BMW 2017   10  01  10     47.76
BMW 2017   10  01  11     45.39
BMW 2017   10  01  12     43.44
BMW 2017   10  01  13     42.23
BMW 2017   10  01  14     40.63
BMW 2017   10  01  15     38.76
BMW 2017   10  01  16     43.27
BMW 2017   10  01  17     36.79
BMW 2017   10  01  18     44.89
BMW 2017   10  01  19     48.93
BMW 2017   10  01  20     47.79
BMW 2017   10  01  21     45.99
BMW 2017   10  01  22     44.03
BMW 2017   10  01  23     43.97
BMW 2017   10  02  00     46.82
BMW 2017   10  02  01     46.91
BMW 2017   10  02  02     48.40
BMW 2017   10  02  03     50.47
BMW 2017   10  02  04     51.72
BMW 2017   10  02  05     52.07
BMW 2017   10  02  06     50.91
BMW 2017   10  02  07     51.45
BMW 2017   10  02  08     51.83
BMW 2017   10  02  09     51.23
BMW 2017   10  02  10     49.77
BMW 2017   10  02  11     47.42
BMW 2017   10  02  12     46.20
BMW 2017   10  02  13     46.24
BMW 2017   10  02  14     45.03
BMW 2017   10  02  15     43.58
BMW 2017   10  02  16   9999.99
BMW 2017   10  02  17   9999.99
BMW 2017   10  02  18   9999.99
BMW 2017   10  02  19   9999.99
BMW 2017   10  23  00   9999.99
BMW 2017   10  23  01   9999.99
BMW 2017   10  23  02   9999.99
BMW 2017   10  23  03   9999.99
BMW 2017   10  23  04   9999.99
BMW 2017   10  23  05   9999.99
BMW 2017   10  23  06   9999.99
BMW 2017   10  23  07     42.25
BMW 2017   10  23  08     42.61
BMW 2017   10  23  09     41.83
BMW 2017   10  23  10     41.30
BMW 2017   10  23  11     39.80
BMW 2017   10  23  12     38.23
BMW 2017   10  23  13     38.49
BMW 2017   10  23  14     38.15
BMW 2017   10  23  15     37.53
BMW 2017   10  23  16     36.73
BMW 2017   10  23  17   9999.99
BMW 2017   10  23  18   9999.99
BMW 2017   10  23  19     35.67
BMW 2017   10  23  20     35.74
BMW 2017   10  23  21     36.69
BMW 2017   10  23  22     37.25
BMW 2017   10  23  23     39.33
BMW 2017   10  24  00     40.76
BMW 2017   10  24  01     41.45
BMW 2017   10  24  02     42.06
BMW 2017   10  24  03     42.57
BMW 2017   10  24  04     43.35
BMW 2017   10  24  05     43.57
BMW 2017   10  24  06     44.13
BMW 2017   10  24  07     44.20
BMW 2017   10  24  08     42.38
BMW 2017   10  24  09     41.81
BMW 2017   10  24  10     41.64
BMW 2017   10  24  11     40.09
BMW 2017   10  24  12     40.74
BMW 2017   10  24  13     40.87
BMW 2017   10  24  14     41.18
BMW 2017   10  24  15     41.24
BMW 2017   10  24  16     41.58
BMW 2017   10  24  17     40.96
BMW 2017   10  24  18     41.33
BMW 2017   10  24  19     42.20
BMW 2017   10  24  20     42.63
BMW 2017   10  24  21     42.61
BMW 2017   10  24  22     42.99
BMW 2017   10  24  23     43.82
BMW 2017   10  25  00     43.70
BMW 2017   10  25  01     43.97
BMW 2017   10  25  02     43.72
BMW 2017   10  25  03     43.99
BMW 2017   10  25  04     44.56
BMW 2017   10  25  05     45.05
BMW 2017   10  25  06     45.38
BMW 2017   10  25  07     45.23
BMW 2017   10  25  08     44.23
BMW 2017   10  25  09     43.66
BMW 2017   10  25  10     43.79
BMW 2017   10  25  11     42.69
BMW 2017   10  25  12     42.67
BMW 2017   10  25  13     41.67
BMW 2017   10  25  14     41.61
BMW 2017   10  25  15     41.53
BMW 2017   10  25  16     40.21
BMW 2017   10  25  17     39.97
BMW 2017   10  25  18     39.07
BMW 2017   10  25  19     38.49
BMW 2017   10  25  20     38.64
BMW 2017   10  25  21     38.75
BMW 2017   10  25  22     37.89
BMW 2017   10  25  23     38.31
BMW 2017   10  26  00     38.59
BMW 2017   10  26  01     39.05
BMW 2017   10  26  02     39.14
BMW 2017   10  26  03     39.35
BMW 2017   10  26  04     38.92
BMW 2017   10  26  05     39.02
BMW 2017   10  26  06     38.88
BMW 2017   10  26  07     38.65
BMW 2017   10  26  08     38.83
BMW 2017   10  26  09     38.52
BMW 2017   10  26  10     36.97
BMW 2017   10  26  11     35.96
BMW 2017   10  26  12     34.78
BMW 2017   10  26  13     32.43
BMW 2017   10  26  14     30.82
BMW 2017   10  26  15     29.90
BMW 2017   10  26  16     28.69
BMW 2017   10  26  17     27.32
BMW 2017   10  26  18     26.49
BMW 2017   10  26  19     26.66
BMW 2017   10  26  20     27.91
BMW 2017   10  26  21     28.90
BMW 2017   10  26  22     28.46
BMW 2017   10  26  23     26.76
BMW 2017   10  27  00     25.08
BMW 2017   10  27  01     23.07
BMW 2017   10  27  02     22.05
BMW 2017   10  27  03     25.20
BMW 2017   10  27  04     24.98
BMW 2017   10  27  05     26.03
BMW 2017   10  27  06     29.27
BMW 2017   10  27  07     31.50
BMW 2017   10  27  08     35.13
BMW 2017   10  27  09     39.90
BMW 2017   10  27  10     41.45
BMW 2017   10  27  11     42.32
BMW 2017   10  27  12     42.80
BMW 2017   10  27  13     42.73
BMW 2017   10  27  14     42.42
BMW 2017   10  27  15     42.23
BMW 2017   10  27  16     43.07
BMW 2017   10  27  17     44.58
BMW 2017   10  27  18     44.74
BMW 2017   10  27  19     44.45
BMW 2017   10  27  20     44.78
BMW 2017   10  27  21     45.66
BMW 2017   10  27  22     46.79
BMW 2017   10  27  23     47.50
BMW 2017   10  28  00     47.17
BMW 2017   10  28  01     47.49
BMW 2017   10  28  02     48.01
BMW 2017   10  28  03     48.59
BMW 2017   10  28  04     46.76
BMW 2017   10  28  05     45.30
BMW 2017   10  28  06     45.89
BMW 2017   10  28  07     45.05
BMW 2017   10  28  08     45.19
BMW 2017   10  28  09     45.94
BMW 2017   10  28  10     46.43
BMW 2017   10  28  11     46.73
BMW 2017   10  28  12     46.18
BMW 2017   10  28  13     46.13
BMW 2017   10  28  14     46.78
BMW 2017   10  28  15     47.94
BMW 2017   10  28  16     46.77
BMW 2017   10  28  17     46.28
BMW 2017   10  28  18     43.50
BMW 2017   10  28  19     44.53
BMW 2017   10  28  20     45.78
BMW 2017   10  28  21     46.09
BMW 2017   10  28  22     46.41
BMW 2017   10  28  23     46.30
BMW 2017   10  29  00     46.93
BMW 2017   10  29  01     47.40
BMW 2017   10  29  02     47.10
BMW 2017   10  29  03     46.50
BMW 2017   10  29  04     46.95
BMW 2017   10  29  05     47.51
BMW 2017   10  29  06     47.92
BMW 2017   10  29  07     47.93
BMW 2017   10  29  08     47.93
BMW 2017   10  29  09     47.69
BMW 2017   10  29  10     46.79
BMW 2017   10  29  11     45.70
BMW 2017   10  29  12     43.10
BMW 2017   10  29  13     44.99
BMW 2017   10  29  14     46.47
BMW 2017   10  29  15     46.24
BMW 2017   10  29  16     45.74
BMW 2017   10  29  17     44.87
BMW 2017   10  29  18     44.21
BMW 2017   10  29  19     43.56
BMW 2017   10  29  20     44.40
BMW 2017   10  29  21     44.89
BMW 2017   10  29  22     44.59
BMW 2017   10  29  23     45.01
BMW 2017   10  30  00     45.68
BMW 2017   10  30  01     46.02
BMW 2017   10  30  02     46.81
BMW 2017   10  30  03     46.81
BMW 2017   10  30  04     46.38
BMW 2017   10  30  05     46.06
BMW 2017   10  30  06     45.80
BMW 2017   10  30  07     45.31
BMW 2017   10  30  08     44.05
BMW 2017   10  30  09     44.25
BMW 2017   10  30  10     44.67
BMW 2017   10  30  11     42.20
BMW 2017   10  30  12     37.73
BMW 2017   10  30  13     36.40
BMW 2017   10  30  14     35.27
BMW 2017   10  30  15     34.60
BMW 2017   10  30  16     33.74
BMW 2017   10  30  17     33.75
BMW 2017   10  30  18     32.70
BMW 2017   10  30  19     31.85
BMW 2017   10  30  20     30.79
BMW 2017   10  30  21     28.28
BMW 2017   10  30  22     29.33
BMW 2017   10  30  23     36.49
BMW 2017   10  31  00     40.28
BMW 2017   10  31  01     38.89
BMW 2017   10  31  02     40.11
BMW 2017   10  31  03     42.10
BMW 2017   10  31  04     39.47
BMW 2017   10  31  05     39.61
BMW 2017   10  31  06     40.11
BMW 2017   10  31  07     42.34
BMW 2017   10  31  08     41.14
BMW 2017   10  31  09     41.90
BMW 2017   10  31  10     41.90
BMW 2017   10  31  11     41.76
BMW 2017   10  31  12     34.92
BMW 2017   10  31  13     35.75
BMW 2017   10  31  14     41.68
BMW 2017   10  31  15     40.91
BMW 2017   10  31  16     39.95
BMW 2017   10  31  17     39.03
BMW 2017   10  31  18     39.04
BMW 2017   10  31  19   9999.99
BMW 2017   10  31  20     37.15
BMW 2017   10  31  21     37.15
BMW 2017   10  31  22     37.19
BMW 2017   10  31  23     37.91
