These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  O3(PPB)
BMW 2015   04  01  00    50.01
BMW 2015   04  01  01    49.63
BMW 2015   04  01  02    49.11
BMW 2015   04  01  03    49.03
BMW 2015   04  01  04    49.76
BMW 2015   04  01  05    50.16
BMW 2015   04  01  06    50.32
BMW 2015   04  01  07    50.26
BMW 2015   04  01  08    50.80
BMW 2015   04  01  09    51.09
BMW 2015   04  01  10    51.00
BMW 2015   04  01  11    49.23
BMW 2015   04  01  12    48.23
BMW 2015   04  01  13    47.69
BMW 2015   04  01  14    47.06
BMW 2015   04  01  15    46.74
BMW 2015   04  01  16    46.59
BMW 2015   04  01  17    45.86
BMW 2015   04  01  18    45.35
BMW 2015   04  01  19    44.59
BMW 2015   04  01  20    43.75
BMW 2015   04  01  21    43.74
BMW 2015   04  01  22    43.71
BMW 2015   04  01  23    46.01
BMW 2015   04  02  00    50.12
BMW 2015   04  02  01    48.36
BMW 2015   04  02  02    48.64
BMW 2015   04  02  03    49.89
BMW 2015   04  02  04    49.96
BMW 2015   04  02  05    49.55
BMW 2015   04  02  06    50.05
BMW 2015   04  02  07    50.37
BMW 2015   04  02  08    51.23
BMW 2015   04  02  09    51.51
BMW 2015   04  02  10    51.22
BMW 2015   04  02  11    50.31
BMW 2015   04  02  12    49.38
BMW 2015   04  02  13    48.77
BMW 2015   04  02  14    47.54
BMW 2015   04  02  15    46.88
BMW 2015   04  02  16    46.50
BMW 2015   04  02  17    46.46
BMW 2015   04  02  18    46.09
BMW 2015   04  02  19    46.37
BMW 2015   04  02  20    46.87
BMW 2015   04  02  21    47.52
BMW 2015   04  02  22    47.74
BMW 2015   04  02  23    42.22
BMW 2015   04  03  00    37.15
BMW 2015   04  03  01    29.91
BMW 2015   04  03  02    32.25
BMW 2015   04  03  03    34.30
BMW 2015   04  03  04    36.33
BMW 2015   04  03  05    39.62
BMW 2015   04  03  06    38.56
BMW 2015   04  03  07    39.20
BMW 2015   04  03  08    39.80
BMW 2015   04  03  09    40.53
BMW 2015   04  03  10    41.42
BMW 2015   04  03  11    40.71
BMW 2015   04  03  12    42.29
BMW 2015   04  03  13    45.99
BMW 2015   04  03  14    46.73
BMW 2015   04  03  15    46.86
BMW 2015   04  03  16    46.90
BMW 2015   04  03  17    47.05
BMW 2015   04  03  18    47.17
BMW 2015   04  03  19    47.53
BMW 2015   04  03  20    47.59
BMW 2015   04  03  21    47.43
BMW 2015   04  03  22    47.30
BMW 2015   04  03  23    44.43
BMW 2015   04  04  00    44.93
BMW 2015   04  04  01    45.31
BMW 2015   04  04  02    45.36
BMW 2015   04  04  03    46.07
BMW 2015   04  04  04    46.79
BMW 2015   04  04  05    47.36
BMW 2015   04  04  06    46.82
BMW 2015   04  04  07    46.22
BMW 2015   04  04  08    45.83
BMW 2015   04  04  09    45.73
BMW 2015   04  04  10    45.16
BMW 2015   04  04  11    44.44
BMW 2015   04  04  12    46.98
BMW 2015   04  04  13    47.37
BMW 2015   04  04  14    46.54
BMW 2015   04  04  15    46.54
BMW 2015   04  04  16    45.72
BMW 2015   04  04  17    44.58
BMW 2015   04  04  18    44.16
BMW 2015   04  04  19    44.01
BMW 2015   04  04  20    44.92
BMW 2015   04  04  21    44.29
BMW 2015   04  04  22    44.52
BMW 2015   04  04  23    44.33
BMW 2015   04  05  00    44.43
BMW 2015   04  05  01    43.76
BMW 2015   04  05  02    44.26
BMW 2015   04  05  03    44.60
BMW 2015   04  05  04    45.80
BMW 2015   04  05  05    46.49
BMW 2015   04  05  06    47.10
BMW 2015   04  05  07    46.83
BMW 2015   04  05  08    47.00
BMW 2015   04  05  09    46.68
BMW 2015   04  05  10    46.51
BMW 2015   04  05  11    46.42
BMW 2015   04  05  12    48.47
BMW 2015   04  05  13    48.36
BMW 2015   04  05  14    47.29
BMW 2015   04  05  15    46.06
BMW 2015   04  05  16    43.13
BMW 2015   04  05  17    41.00
BMW 2015   04  05  18    41.98
BMW 2015   04  05  19    41.85
BMW 2015   04  05  20    42.22
BMW 2015   04  05  21    43.00
BMW 2015   04  05  22    43.27
BMW 2015   04  05  23  9999.99
BMW 2015   04  06  00  9999.99
BMW 2015   04  06  01  9999.99
BMW 2015   04  06  02  9999.99
BMW 2015   04  06  03  9999.99
BMW 2015   04  06  04  9999.99
BMW 2015   04  06  05  9999.99
BMW 2015   04  06  06  9999.99
BMW 2015   04  06  07  9999.99
BMW 2015   04  06  08  9999.99
BMW 2015   04  06  09  9999.99
BMW 2015   04  06  10  9999.99
BMW 2015   04  06  11  9999.99
BMW 2015   04  06  12  9999.99
BMW 2015   04  06  13  9999.99
BMW 2015   04  06  14  9999.99
BMW 2015   04  06  15  9999.99
BMW 2015   04  06  16  9999.99
BMW 2015   04  06  17    42.41
BMW 2015   04  06  18    42.15
BMW 2015   04  06  19    42.02
BMW 2015   04  06  20    41.58
BMW 2015   04  06  21    40.99
BMW 2015   04  06  22    41.73
BMW 2015   04  06  23    42.18
BMW 2015   04  07  00    42.62
BMW 2015   04  07  01    42.75
BMW 2015   04  07  02    43.26
BMW 2015   04  07  03    42.80
BMW 2015   04  07  04    42.38
BMW 2015   04  07  05    42.39
BMW 2015   04  07  06    42.09
BMW 2015   04  07  07    41.75
BMW 2015   04  07  08    42.43
BMW 2015   04  07  09    42.68
BMW 2015   04  07  10    41.35
BMW 2015   04  07  11    39.07
BMW 2015   04  07  12    40.70
BMW 2015   04  07  13    40.59
BMW 2015   04  07  14    40.48
BMW 2015   04  07  15    39.83
BMW 2015   04  07  16    39.13
BMW 2015   04  07  17    38.33
BMW 2015   04  07  18    38.29
BMW 2015   04  07  19    38.15
BMW 2015   04  07  20    37.34
BMW 2015   04  07  21    36.74
BMW 2015   04  07  22    36.82
BMW 2015   04  07  23    36.84
BMW 2015   04  08  00    35.12
BMW 2015   04  08  01    34.48
BMW 2015   04  08  02    33.04
BMW 2015   04  08  03    31.69
BMW 2015   04  08  04    30.23
BMW 2015   04  08  05    27.26
BMW 2015   04  08  06    26.86
BMW 2015   04  08  07    25.54
BMW 2015   04  08  08    28.32
BMW 2015   04  08  09    25.48
BMW 2015   04  08  10    21.97
BMW 2015   04  08  11    23.46
BMW 2015   04  08  12    32.00
BMW 2015   04  08  13    33.52
BMW 2015   04  08  14    33.07
BMW 2015   04  08  15    32.95
BMW 2015   04  08  16    33.48
BMW 2015   04  08  17    33.52
BMW 2015   04  08  18    32.25
BMW 2015   04  08  19    32.38
BMW 2015   04  08  20    33.46
BMW 2015   04  08  21    32.41
BMW 2015   04  08  22    30.52
BMW 2015   04  08  23    26.86
BMW 2015   04  09  00    24.12
BMW 2015   04  09  01    22.77
BMW 2015   04  09  02    24.92
BMW 2015   04  09  03    24.89
BMW 2015   04  09  04    26.03
BMW 2015   04  09  05    24.59
BMW 2015   04  09  06    27.53
BMW 2015   04  09  07    25.89
BMW 2015   04  09  08    23.68
BMW 2015   04  09  09    22.28
BMW 2015   04  09  10    20.58
BMW 2015   04  09  11    19.09
BMW 2015   04  09  12    25.73
BMW 2015   04  09  13    24.38
BMW 2015   04  09  14    24.00
BMW 2015   04  09  15    25.05
BMW 2015   04  09  16    25.71
BMW 2015   04  09  17    24.83
BMW 2015   04  09  18    25.00
BMW 2015   04  09  19    25.37
BMW 2015   04  09  20    25.28
BMW 2015   04  09  21    25.00
BMW 2015   04  09  22    22.88
BMW 2015   04  09  23    21.60
BMW 2015   04  10  00    20.52
BMW 2015   04  10  01    19.86
BMW 2015   04  10  02    19.79
BMW 2015   04  10  03    19.87
BMW 2015   04  10  04    19.79
BMW 2015   04  10  05    19.51
BMW 2015   04  10  06    17.81
BMW 2015   04  10  07    16.95
BMW 2015   04  10  08    14.80
BMW 2015   04  10  09    14.82
BMW 2015   04  10  10    13.33
BMW 2015   04  10  11    15.71
BMW 2015   04  10  12    16.18
BMW 2015   04  10  13    15.59
BMW 2015   04  10  14    15.77
BMW 2015   04  10  15    17.47
BMW 2015   04  10  16    16.80
BMW 2015   04  10  17    17.23
