These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  O3(PPB)
BMW 2018   08  01  00     16.75
BMW 2018   08  01  01     16.83
BMW 2018   08  01  02     16.23
BMW 2018   08  01  03     17.55
BMW 2018   08  01  04     17.70
BMW 2018   08  01  05     18.85
BMW 2018   08  01  06     19.20
BMW 2018   08  01  07     19.40
BMW 2018   08  01  08     19.32
BMW 2018   08  01  09     18.67
BMW 2018   08  01  10     19.27
BMW 2018   08  01  11     17.60
BMW 2018   08  01  12     18.35
BMW 2018   08  01  13     21.05
BMW 2018   08  01  14     21.03
BMW 2018   08  01  15     21.39
BMW 2018   08  01  16     20.81
BMW 2018   08  01  17     19.94
BMW 2018   08  01  18     18.68
BMW 2018   08  01  19     18.91
BMW 2018   08  01  20     19.24
BMW 2018   08  01  21     19.90
BMW 2018   08  01  22     20.33
BMW 2018   08  01  23     20.11
BMW 2018   08  02  00     20.20
BMW 2018   08  02  01     18.08
BMW 2018   08  02  02     17.69
BMW 2018   08  02  03     18.30
BMW 2018   08  02  04     18.28
BMW 2018   08  02  05     18.56
BMW 2018   08  02  06     20.02
BMW 2018   08  02  07     19.80
BMW 2018   08  02  08     18.49
BMW 2018   08  02  09     13.77
BMW 2018   08  02  10     19.21
BMW 2018   08  02  11     16.03
BMW 2018   08  02  12     15.01
