These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  O3(PPB)
BMW 2018   01  01  00   9999.99
BMW 2018   01  08  00     46.81
BMW 2018   01  08  01     47.43
BMW 2018   01  08  02     47.28
BMW 2018   01  08  03     46.90
BMW 2018   01  08  04     46.65
BMW 2018   01  08  05     46.96
BMW 2018   01  08  06     47.16
BMW 2018   01  08  07     46.86
BMW 2018   01  08  08     47.13
BMW 2018   01  08  09     46.68
BMW 2018   01  08  10     46.97
BMW 2018   01  08  11     46.03
BMW 2018   01  08  12     44.94
BMW 2018   01  08  13     44.54
BMW 2018   01  08  14     45.02
BMW 2018   01  08  15     45.22
BMW 2018   01  08  16     45.40
BMW 2018   01  08  17     44.70
BMW 2018   01  08  18     43.15
BMW 2018   01  08  19     44.83
BMW 2018   01  08  20     43.12
BMW 2018   01  08  21     41.36
BMW 2018   01  08  22     41.54
BMW 2018   01  08  23     42.33
BMW 2018   01  09  00     42.78
BMW 2018   01  09  01     41.25
BMW 2018   01  09  02     42.34
BMW 2018   01  09  03     43.10
BMW 2018   01  09  04     41.81
BMW 2018   01  09  05     41.50
BMW 2018   01  09  06     43.50
BMW 2018   01  09  07     43.69
BMW 2018   01  09  08     43.48
BMW 2018   01  09  09     43.49
BMW 2018   01  09  10     42.38
BMW 2018   01  09  11     42.05
BMW 2018   01  09  12     40.69
BMW 2018   01  09  13     39.61
BMW 2018   01  09  14     38.79
BMW 2018   01  09  15     40.79
BMW 2018   01  09  16     41.68
BMW 2018   01  09  17     41.52
BMW 2018   01  09  18     42.30
BMW 2018   01  09  19     42.06
BMW 2018   01  09  20     40.99
BMW 2018   01  09  21     40.66
BMW 2018   01  09  22     40.61
BMW 2018   01  09  23     40.17
BMW 2018   01  10  00     41.31
BMW 2018   01  10  01     42.24
BMW 2018   01  10  02     42.77
BMW 2018   01  10  03     42.57
BMW 2018   01  10  04     44.62
BMW 2018   01  10  05     44.79
BMW 2018   01  10  06     45.55
BMW 2018   01  10  07     44.76
BMW 2018   01  10  08     45.47
BMW 2018   01  10  09     45.29
BMW 2018   01  10  10     45.02
BMW 2018   01  10  11     44.01
BMW 2018   01  10  12     42.35
BMW 2018   01  10  13     41.84
BMW 2018   01  10  14     42.84
BMW 2018   01  10  15     42.78
BMW 2018   01  10  16     43.18
BMW 2018   01  10  17     43.22
BMW 2018   01  10  18     43.50
BMW 2018   01  10  19     43.50
BMW 2018   01  10  20     43.27
BMW 2018   01  10  21     42.49
BMW 2018   01  10  22   9999.99
BMW 2018   01  10  23   9999.99
BMW 2018   01  11  00   9999.99
BMW 2018   01  11  01   9999.99
BMW 2018   01  11  02   9999.99
BMW 2018   01  11  03   9999.99
BMW 2018   01  11  04   9999.99
BMW 2018   01  11  05   9999.99
BMW 2018   01  11  06   9999.99
BMW 2018   01  11  07     43.69
BMW 2018   01  11  08     43.59
BMW 2018   01  11  09     43.04
BMW 2018   01  11  10     42.77
BMW 2018   01  11  11     42.66
BMW 2018   01  11  12     40.74
BMW 2018   01  11  13     41.29
BMW 2018   01  11  14     41.95
BMW 2018   01  11  15     41.95
BMW 2018   01  11  16     41.46
BMW 2018   01  11  17     41.39
BMW 2018   01  11  18     41.23
BMW 2018   01  11  19     41.78
BMW 2018   01  11  20     41.72
BMW 2018   01  11  21     41.58
BMW 2018   01  11  22     41.12
BMW 2018   01  11  23     40.71
BMW 2018   01  12  00     41.08
BMW 2018   01  12  01     41.17
BMW 2018   01  12  02     41.35
BMW 2018   01  12  03     41.54
BMW 2018   01  12  04     41.61
BMW 2018   01  12  05     41.64
BMW 2018   01  12  06     41.60
BMW 2018   01  12  07     41.14
BMW 2018   01  12  08     40.59
BMW 2018   01  12  09     40.17
BMW 2018   01  12  10     39.75
BMW 2018   01  12  11     39.69
BMW 2018   01  12  12     39.52
BMW 2018   01  12  13     39.77
BMW 2018   01  12  14     39.93
BMW 2018   01  12  15     40.04
BMW 2018   01  12  16     39.58
BMW 2018   01  12  17     40.26
BMW 2018   01  12  18     39.23
BMW 2018   01  12  19     39.05
BMW 2018   01  12  20     38.66
BMW 2018   01  12  21     38.43
BMW 2018   01  12  22     38.33
BMW 2018   01  12  23     38.69
BMW 2018   01  13  00     39.12
BMW 2018   01  13  01     39.92
BMW 2018   01  13  02     39.88
BMW 2018   01  13  03     40.00
BMW 2018   01  13  04     39.06
BMW 2018   01  13  05     38.20
BMW 2018   01  13  06     39.00
BMW 2018   01  13  07     39.87
BMW 2018   01  13  08     40.59
BMW 2018   01  13  09     40.73
BMW 2018   01  13  10     41.09
BMW 2018   01  13  11     41.18
BMW 2018   01  13  12     40.97
BMW 2018   01  13  13     40.43
BMW 2018   01  13  14     40.62
BMW 2018   01  13  15     40.27
BMW 2018   01  13  16     40.41
BMW 2018   01  13  17     39.85
BMW 2018   01  13  18     39.96
BMW 2018   01  13  19     40.13
BMW 2018   01  13  20     39.14
BMW 2018   01  13  21     39.86
BMW 2018   01  13  22     39.74
BMW 2018   01  13  23     39.72
BMW 2018   01  14  00     39.88
BMW 2018   01  14  01     40.16
BMW 2018   01  14  02     40.05
BMW 2018   01  14  03     40.39
BMW 2018   01  14  04     41.49
BMW 2018   01  14  05     41.70
BMW 2018   01  14  06     41.48
BMW 2018   01  14  07     41.58
BMW 2018   01  14  08     41.86
BMW 2018   01  14  09     41.78
BMW 2018   01  14  10     41.76
BMW 2018   01  14  11     41.81
BMW 2018   01  14  12     41.39
BMW 2018   01  14  13     40.91
BMW 2018   01  14  14     40.56
BMW 2018   01  14  15     40.44
BMW 2018   01  14  16     39.74
BMW 2018   01  14  17     39.09
BMW 2018   01  14  18     38.62
BMW 2018   01  14  19     39.11
BMW 2018   01  14  20     39.18
BMW 2018   01  14  21     39.06
BMW 2018   01  14  22     39.76
BMW 2018   01  14  23     40.33
BMW 2018   01  15  00     40.32
BMW 2018   01  15  01     39.90
BMW 2018   01  15  02     40.37
BMW 2018   01  15  03     40.06
BMW 2018   01  15  04     40.91
BMW 2018   01  15  05     39.87
BMW 2018   01  15  06     39.96
BMW 2018   01  15  07     39.78
BMW 2018   01  15  08     39.70
BMW 2018   01  15  09     39.74
BMW 2018   01  15  10     39.17
BMW 2018   01  15  11     38.55
BMW 2018   01  15  12     36.82
BMW 2018   01  15  13     35.62
BMW 2018   01  15  14     36.27
BMW 2018   01  15  15     36.55
BMW 2018   01  15  16     36.71
BMW 2018   01  15  17     36.22
BMW 2018   01  15  18     37.47
BMW 2018   01  15  19     35.91
BMW 2018   01  15  20     34.35
BMW 2018   01  15  21     34.06
BMW 2018   01  15  22     33.43
BMW 2018   01  15  23     31.62
BMW 2018   01  16  00     31.91
BMW 2018   01  16  01     33.07
BMW 2018   01  16  02     33.80
BMW 2018   01  16  03     34.24
BMW 2018   01  16  04     33.95
BMW 2018   01  16  05     32.27
BMW 2018   01  16  06     33.37
BMW 2018   01  16  07     34.23
BMW 2018   01  16  08     34.89
BMW 2018   01  16  09     34.24
BMW 2018   01  16  10     34.66
BMW 2018   01  16  11     34.70
BMW 2018   01  16  12     34.36
BMW 2018   01  16  13     34.61
BMW 2018   01  16  14     34.63
BMW 2018   01  16  15     34.66
BMW 2018   01  16  16     35.36
BMW 2018   01  16  17     36.44
BMW 2018   01  16  18     37.46
BMW 2018   01  16  19     37.30
BMW 2018   01  16  20     37.28
BMW 2018   01  16  21     37.17
BMW 2018   01  16  22     37.52
BMW 2018   01  16  23     37.48
BMW 2018   01  17  00     37.86
BMW 2018   01  17  01     38.69
BMW 2018   01  17  02     38.68
BMW 2018   01  17  03     38.43
BMW 2018   01  17  04     37.94
BMW 2018   01  17  05     37.86
BMW 2018   01  17  06   9999.99
BMW 2018   01  17  07   9999.99
BMW 2018   01  17  08   9999.99
BMW 2018   01  17  09   9999.99
BMW 2018   01  17  10   9999.99
BMW 2018   01  17  11   9999.99
