These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  O3(PPB)
BMW 2016   04  04  00    51.08
BMW 2016   04  04  01    49.97
BMW 2016   04  04  02    51.59
BMW 2016   04  04  03    54.59
BMW 2016   04  04  04    55.20
BMW 2016   04  04  05    56.16
BMW 2016   04  04  06    56.59
BMW 2016   04  04  07    57.85
BMW 2016   04  04  08    58.54
BMW 2016   04  04  09    55.71
BMW 2016   04  04  10    55.52
BMW 2016   04  04  11    53.71
BMW 2016   04  04  12    53.50
BMW 2016   04  04  13    53.87
BMW 2016   04  04  14  9999.99
BMW 2016   04  04  15    52.64
BMW 2016   04  04  16    53.29
BMW 2016   04  04  17    52.10
BMW 2016   04  04  18    51.36
BMW 2016   04  04  19    51.15
BMW 2016   04  04  20    50.28
BMW 2016   04  04  21    48.86
BMW 2016   04  04  22    48.20
BMW 2016   04  04  23    47.88
BMW 2016   04  05  00    47.28
BMW 2016   04  05  01    46.99
BMW 2016   04  05  02    47.75
BMW 2016   04  05  03    46.99
BMW 2016   04  05  04    46.47
BMW 2016   04  05  05    46.69
BMW 2016   04  05  06    48.12
BMW 2016   04  05  07    48.36
BMW 2016   04  05  08    47.18
BMW 2016   04  05  09    46.82
BMW 2016   04  05  10    45.94
BMW 2016   04  05  11    43.87
BMW 2016   04  05  12    43.50
BMW 2016   04  05  13    42.43
BMW 2016   04  05  14    42.13
BMW 2016   04  05  15    41.72
BMW 2016   04  05  16    40.82
BMW 2016   04  05  17    42.03
BMW 2016   04  05  18    42.30
BMW 2016   04  05  19    42.69
BMW 2016   04  05  20    44.21
BMW 2016   04  05  21    43.97
BMW 2016   04  05  22    44.61
BMW 2016   04  05  23    46.98
BMW 2016   04  06  00    47.39
BMW 2016   04  06  01    47.36
BMW 2016   04  06  02    48.17
BMW 2016   04  06  03    47.87
BMW 2016   04  06  04    50.92
BMW 2016   04  06  05    52.81
BMW 2016   04  06  06    52.75
BMW 2016   04  06  07    53.18
BMW 2016   04  06  08    51.81
BMW 2016   04  06  09    50.25
BMW 2016   04  06  10    47.74
BMW 2016   04  06  11    45.36
BMW 2016   04  06  12    43.91
BMW 2016   04  06  13    44.21
BMW 2016   04  06  14    44.59
BMW 2016   04  06  15    44.79
BMW 2016   04  06  16    44.75
BMW 2016   04  06  17    44.89
BMW 2016   04  06  18    45.77
BMW 2016   04  06  19    46.78
BMW 2016   04  06  20    46.48
BMW 2016   04  06  21    46.28
BMW 2016   04  06  22    45.53
BMW 2016   04  06  23    46.14
BMW 2016   04  07  00    46.40
BMW 2016   04  07  01    47.38
BMW 2016   04  07  02    44.58
BMW 2016   04  07  03    47.18
BMW 2016   04  07  04    50.84
BMW 2016   04  07  05    51.82
BMW 2016   04  07  06    53.00
BMW 2016   04  07  07    53.47
BMW 2016   04  07  08    53.64
BMW 2016   04  07  09    51.58
BMW 2016   04  07  10    50.58
BMW 2016   04  07  11    50.20
BMW 2016   04  07  12    49.83
BMW 2016   04  07  13    49.17
BMW 2016   04  07  14    48.00
BMW 2016   04  07  15    46.62
BMW 2016   04  07  16    46.23
BMW 2016   04  07  17    47.53
BMW 2016   04  07  18    48.96
BMW 2016   04  07  19    49.40
BMW 2016   04  07  20    49.85
BMW 2016   04  07  21    50.40
BMW 2016   04  07  22    51.81
BMW 2016   04  07  23    53.11
BMW 2016   04  08  00    52.49
BMW 2016   04  08  01    51.15
BMW 2016   04  08  02    50.00
BMW 2016   04  08  03    49.67
BMW 2016   04  08  04    50.45
BMW 2016   04  08  05    50.23
BMW 2016   04  08  06    49.62
BMW 2016   04  08  07    47.60
BMW 2016   04  08  08    47.83
BMW 2016   04  08  09    48.06
BMW 2016   04  08  10    48.04
BMW 2016   04  08  11    47.84
BMW 2016   04  08  12    47.94
BMW 2016   04  08  13    47.45
BMW 2016   04  08  14    47.90
BMW 2016   04  08  15    47.24
BMW 2016   04  08  16    46.11
BMW 2016   04  08  17    43.24
BMW 2016   04  08  18    41.79
BMW 2016   04  08  19    40.37
BMW 2016   04  08  20    39.14
BMW 2016   04  08  21    38.13
BMW 2016   04  08  22    39.64
BMW 2016   04  08  23    39.32
BMW 2016   04  09  00    39.51
BMW 2016   04  09  01    39.34
BMW 2016   04  09  02    39.29
BMW 2016   04  09  03    38.47
BMW 2016   04  09  04    36.84
BMW 2016   04  09  05    35.45
BMW 2016   04  09  06    35.44
BMW 2016   04  09  07    34.83
BMW 2016   04  09  08    34.27
BMW 2016   04  09  09    34.05
BMW 2016   04  09  10    33.31
BMW 2016   04  09  11    32.26
BMW 2016   04  09  12    35.34
BMW 2016   04  09  13    36.11
BMW 2016   04  09  14    34.26
BMW 2016   04  09  15    32.39
BMW 2016   04  09  16    32.54
BMW 2016   04  09  17    31.99
BMW 2016   04  09  18    30.82
BMW 2016   04  09  19    29.79
BMW 2016   04  09  20    29.31
BMW 2016   04  09  21    28.70
BMW 2016   04  09  22    27.77
BMW 2016   04  09  23    27.72
BMW 2016   04  10  00    26.98
BMW 2016   04  10  01    27.02
BMW 2016   04  10  02    26.85
BMW 2016   04  10  03    27.43
BMW 2016   04  10  04    29.67
BMW 2016   04  10  05    30.86
BMW 2016   04  10  06    40.52
BMW 2016   04  10  07    52.65
BMW 2016   04  10  08    52.58
BMW 2016   04  10  09    52.94
BMW 2016   04  10  10    53.07
BMW 2016   04  10  11    53.88
BMW 2016   04  10  12    55.64
BMW 2016   04  10  13    54.78
BMW 2016   04  10  14    55.09
BMW 2016   04  10  15    55.36
BMW 2016   04  10  16    55.50
BMW 2016   04  10  17    55.35
BMW 2016   04  10  18    54.89
BMW 2016   04  10  19    55.92
BMW 2016   04  10  20    56.47
BMW 2016   04  10  21    55.03
