These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  O3(PPB)
BMW 2019   01  01  00   9999.99
BMW 2019   01  07  00     41.21
BMW 2019   01  07  01     41.18
BMW 2019   01  07  02     41.00
BMW 2019   01  07  03     41.93
BMW 2019   01  07  04     41.81
BMW 2019   01  07  05     42.15
BMW 2019   01  07  06     42.97
BMW 2019   01  07  07     43.77
BMW 2019   01  07  08     44.62
BMW 2019   01  07  09     46.00
BMW 2019   01  07  10     47.59
BMW 2019   01  07  11     47.14
BMW 2019   01  07  12     45.37
BMW 2019   01  07  13     43.88
BMW 2019   01  07  14     44.25
BMW 2019   01  07  15     46.33
BMW 2019   01  07  16   9999.99
BMW 2019   01  07  17     43.72
BMW 2019   01  07  18     45.18
BMW 2019   01  07  19     46.04
BMW 2019   01  07  20     46.44
BMW 2019   01  07  21     47.28
BMW 2019   01  07  22     47.84
BMW 2019   01  07  23     47.92
BMW 2019   01  08  00     47.73
BMW 2019   01  08  01     47.93
BMW 2019   01  08  02     48.25
BMW 2019   01  08  03     48.02
BMW 2019   01  08  04     48.28
BMW 2019   01  08  05     48.17
BMW 2019   01  08  06     47.60
BMW 2019   01  08  07     47.50
BMW 2019   01  08  08     47.27
BMW 2019   01  08  09     46.49
BMW 2019   01  08  10     44.99
BMW 2019   01  08  11     43.30
BMW 2019   01  08  12     41.60
BMW 2019   01  08  13     42.46
BMW 2019   01  08  14     41.96
BMW 2019   01  08  15     42.35
BMW 2019   01  08  16     43.04
BMW 2019   01  08  17     43.12
BMW 2019   01  08  18     43.75
BMW 2019   01  08  19     43.53
BMW 2019   01  08  20     43.96
BMW 2019   01  08  21     43.68
BMW 2019   01  08  22     42.58
BMW 2019   01  08  23     43.52
BMW 2019   01  09  00     44.21
BMW 2019   01  09  01     43.39
BMW 2019   01  09  02     46.09
BMW 2019   01  09  03     47.15
BMW 2019   01  09  04     47.47
BMW 2019   01  09  05     47.84
BMW 2019   01  09  06     47.78
BMW 2019   01  09  07     48.20
BMW 2019   01  09  08     48.09
BMW 2019   01  09  09     47.56
BMW 2019   01  09  10     47.39
BMW 2019   01  09  11     46.86
BMW 2019   01  09  12     47.10
BMW 2019   01  09  13     47.29
BMW 2019   01  09  14     47.64
BMW 2019   01  09  15     48.16
BMW 2019   01  09  16     48.26
BMW 2019   01  09  17     47.96
BMW 2019   01  09  18     47.61
BMW 2019   01  09  19     46.55
BMW 2019   01  09  20     46.35
BMW 2019   01  09  21     46.85
BMW 2019   01  09  22     46.39
BMW 2019   01  09  23     45.55
BMW 2019   01  10  00     45.40
BMW 2019   01  10  01     44.85
BMW 2019   01  10  02     44.64
BMW 2019   01  10  03     44.24
BMW 2019   01  10  04     43.35
BMW 2019   01  10  05     42.01
BMW 2019   01  10  06     43.46
BMW 2019   01  10  07     43.78
BMW 2019   01  10  08     42.78
BMW 2019   01  10  09     47.09
BMW 2019   01  10  10     46.86
BMW 2019   01  10  11     46.54
BMW 2019   01  10  12     46.18
BMW 2019   01  10  13     46.76
BMW 2019   01  10  14     48.64
BMW 2019   01  10  15     49.23
BMW 2019   01  10  16     50.79
BMW 2019   01  10  17     50.13
BMW 2019   01  10  18     50.43
BMW 2019   01  10  19     48.53
BMW 2019   01  10  20     47.83
BMW 2019   01  10  21     47.37
BMW 2019   01  10  22     46.07
BMW 2019   01  10  23     44.22
BMW 2019   01  11  00     44.52
BMW 2019   01  11  01     43.24
BMW 2019   01  11  02     41.66
BMW 2019   01  11  03     39.88
BMW 2019   01  11  04     39.19
BMW 2019   01  11  05     39.32
BMW 2019   01  11  06     39.30
BMW 2019   01  11  07     38.43
BMW 2019   01  11  08     37.97
BMW 2019   01  11  09     37.76
BMW 2019   01  11  10     37.69
BMW 2019   01  11  11     38.07
BMW 2019   01  11  12     39.14
BMW 2019   01  11  13     40.25
BMW 2019   01  11  14     40.77
BMW 2019   01  11  15     41.36
BMW 2019   01  11  16     41.20
BMW 2019   01  11  17     41.31
BMW 2019   01  11  18     41.69
BMW 2019   01  11  19     42.37
BMW 2019   01  11  20     42.52
BMW 2019   01  11  21     43.09
BMW 2019   01  11  22     42.74
BMW 2019   01  11  23     42.49
BMW 2019   01  12  00     43.32
BMW 2019   01  12  01     43.42
BMW 2019   01  12  02     42.84
BMW 2019   01  12  03     43.38
BMW 2019   01  12  04     43.13
BMW 2019   01  12  05     44.09
BMW 2019   01  12  06     43.07
BMW 2019   01  12  07     44.33
BMW 2019   01  12  08     44.06
BMW 2019   01  12  09     41.97
BMW 2019   01  12  10     42.12
BMW 2019   01  12  11     42.47
BMW 2019   01  12  12     40.79
BMW 2019   01  12  13     40.06
BMW 2019   01  12  14     40.19
BMW 2019   01  12  15     40.82
BMW 2019   01  12  16     42.13
BMW 2019   01  12  17     41.78
BMW 2019   01  12  18     41.98
BMW 2019   01  12  19     43.28
BMW 2019   01  12  20     42.33
BMW 2019   01  12  21     40.80
BMW 2019   01  12  22     42.05
BMW 2019   01  12  23     42.03
BMW 2019   01  13  00     43.42
BMW 2019   01  13  01     43.86
BMW 2019   01  13  02     42.62
BMW 2019   01  13  03     42.78
BMW 2019   01  13  04     42.62
BMW 2019   01  13  05     43.18
BMW 2019   01  13  06     43.81
BMW 2019   01  13  07     43.97
BMW 2019   01  13  08     44.12
BMW 2019   01  13  09     43.78
BMW 2019   01  13  10   9999.99
BMW 2019   01  13  11   9999.99
BMW 2019   01  13  12     43.68
BMW 2019   01  13  13     43.11
BMW 2019   01  13  14     42.74
BMW 2019   01  13  15     42.63
BMW 2019   01  13  16     42.28
BMW 2019   01  13  17     42.47
BMW 2019   01  13  18     41.56
BMW 2019   01  13  19     43.25
BMW 2019   01  13  20     42.81
BMW 2019   01  13  21     43.09
BMW 2019   01  13  22     43.37
BMW 2019   01  13  23     44.66
BMW 2019   01  14  00     44.94
BMW 2019   01  14  01     44.49
BMW 2019   01  14  02     43.94
BMW 2019   01  14  03     43.31
BMW 2019   01  14  04     43.01
BMW 2019   01  14  05     42.80
BMW 2019   01  14  06     42.42
BMW 2019   01  14  07     41.60
BMW 2019   01  14  08     41.53
BMW 2019   01  14  09     41.65
BMW 2019   01  14  10     42.20
BMW 2019   01  14  11     42.10
BMW 2019   01  14  12     42.30
BMW 2019   01  14  13     41.94
BMW 2019   01  14  14     41.95
BMW 2019   01  14  15     41.41
BMW 2019   01  14  16     41.32
BMW 2019   01  14  17     40.75
BMW 2019   01  14  18     40.38
BMW 2019   01  14  19     40.38
BMW 2019   01  14  20     39.57
BMW 2019   01  14  21     39.24
BMW 2019   01  14  22     39.96
BMW 2019   01  14  23     41.21
BMW 2019   01  15  00     42.58
BMW 2019   01  15  01     44.06
BMW 2019   01  15  02     45.47
BMW 2019   01  15  03     45.68
BMW 2019   01  15  04     45.42
BMW 2019   01  15  05     44.99
BMW 2019   01  15  06     44.17
BMW 2019   01  15  07     44.50
BMW 2019   01  15  08     44.28
BMW 2019   01  15  09     44.18
BMW 2019   01  15  10     44.05
BMW 2019   01  15  11     43.87
BMW 2019   01  15  12     43.53
BMW 2019   01  15  13     43.39
BMW 2019   01  15  14     43.11
BMW 2019   01  15  15     43.09
BMW 2019   01  15  16     42.75
BMW 2019   01  15  17     42.80
BMW 2019   01  15  18     42.73
BMW 2019   01  15  19     42.77
BMW 2019   01  15  20     43.15
BMW 2019   01  15  21     43.11
BMW 2019   01  15  22     42.80
BMW 2019   01  15  23     43.00
BMW 2019   01  16  00     42.86
BMW 2019   01  16  01     42.91
BMW 2019   01  16  02     43.43
BMW 2019   01  16  03     43.23
BMW 2019   01  16  04     42.83
BMW 2019   01  16  05     41.48
BMW 2019   01  16  06     41.93
BMW 2019   01  16  07     41.87
BMW 2019   01  16  08     43.10
BMW 2019   01  16  09     43.84
BMW 2019   01  16  10     43.75
BMW 2019   01  16  11     41.40
BMW 2019   01  16  12     41.33
BMW 2019   01  16  13     42.49
BMW 2019   01  16  14     41.91
BMW 2019   01  16  15     39.97
BMW 2019   01  16  16     42.75
BMW 2019   01  16  17     44.50
BMW 2019   01  16  18     44.08
BMW 2019   01  16  19     44.25
BMW 2019   01  16  20     45.22
BMW 2019   01  16  21     46.11
BMW 2019   01  16  22     45.97
BMW 2019   01  16  23     46.13
BMW 2019   01  17  00     46.79
BMW 2019   01  17  01     45.58
BMW 2019   01  17  02   9999.99
BMW 2019   01  17  03   9999.99
BMW 2019   01  17  04   9999.99
BMW 2019   01  17  05     42.91
BMW 2019   01  17  06     44.24
BMW 2019   01  17  07     45.60
BMW 2019   01  17  08     45.29
BMW 2019   01  17  09     46.49
BMW 2019   01  17  10     46.84
BMW 2019   01  17  11     46.81
BMW 2019   01  17  12     45.32
BMW 2019   01  17  13     42.47
BMW 2019   01  17  14     41.97
BMW 2019   01  17  15     44.72
BMW 2019   01  17  16     45.57
BMW 2019   01  17  17     45.75
BMW 2019   01  17  18     45.95
BMW 2019   01  17  19     46.36
BMW 2019   01  17  20     45.82
BMW 2019   01  17  21     45.97
BMW 2019   01  17  22     44.11
BMW 2019   01  17  23     47.56
BMW 2019   01  18  00     45.69
BMW 2019   01  18  01     44.73
BMW 2019   01  18  02     43.89
BMW 2019   01  18  03     43.50
BMW 2019   01  18  04     47.61
BMW 2019   01  18  05     45.83
BMW 2019   01  18  06     47.18
BMW 2019   01  18  07     46.85
BMW 2019   01  18  08     47.10
BMW 2019   01  18  09     46.91
BMW 2019   01  18  10     47.12
BMW 2019   01  18  11     47.12
BMW 2019   01  18  12     46.65
BMW 2019   01  18  13     46.06
BMW 2019   01  18  14     46.08
BMW 2019   01  18  15     46.04
BMW 2019   01  18  16     46.73
BMW 2019   01  18  17     46.79
BMW 2019   01  18  18     47.00
BMW 2019   01  18  19     46.83
BMW 2019   01  18  20     47.23
BMW 2019   01  18  21     48.54
BMW 2019   01  18  22     48.29
BMW 2019   01  18  23     49.15
BMW 2019   01  19  00     49.74
BMW 2019   01  19  01     49.72
BMW 2019   01  19  02     49.52
BMW 2019   01  19  03     49.72
BMW 2019   01  19  04     49.19
BMW 2019   01  19  05     49.22
BMW 2019   01  19  06     49.11
BMW 2019   01  19  07     48.89
BMW 2019   01  19  08     48.06
BMW 2019   01  19  09     47.88
BMW 2019   01  19  10     47.49
BMW 2019   01  19  11     46.94
BMW 2019   01  19  12     46.24
BMW 2019   01  19  13     45.48
BMW 2019   01  19  14     44.37
BMW 2019   01  19  15     44.35
BMW 2019   01  19  16     44.69
BMW 2019   01  19  17     44.50
BMW 2019   01  19  18     44.12
BMW 2019   01  19  19     43.92
BMW 2019   01  19  20     43.89
BMW 2019   01  19  21     43.39
BMW 2019   01  19  22     39.90
BMW 2019   01  19  23     40.99
BMW 2019   01  20  00     40.01
BMW 2019   01  20  01     38.97
BMW 2019   01  20  02     40.19
BMW 2019   01  20  03     39.44
BMW 2019   01  20  04     39.75
BMW 2019   01  20  05     39.81
BMW 2019   01  20  06     42.72
BMW 2019   01  20  07     43.55
BMW 2019   01  20  08     43.38
BMW 2019   01  20  09     43.65
BMW 2019   01  20  10     43.28
BMW 2019   01  20  11     43.54
BMW 2019   01  20  12     43.04
BMW 2019   01  20  13     42.43
BMW 2019   01  20  14     42.25
BMW 2019   01  20  15     41.94
BMW 2019   01  20  16     41.68
BMW 2019   01  20  17     41.25
BMW 2019   01  20  18     41.35
BMW 2019   01  20  19     40.98
BMW 2019   01  20  20     41.11
BMW 2019   01  20  21     41.71
BMW 2019   01  20  22     41.53
BMW 2019   01  20  23     43.43
