These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  O3(PPB)
BMW 2016   03  01  00    49.13
BMW 2016   03  01  01    49.07
BMW 2016   03  01  02    48.92
BMW 2016   03  01  03    48.85
BMW 2016   03  01  04    48.94
BMW 2016   03  01  05    48.73
BMW 2016   03  01  06    48.50
BMW 2016   03  01  07    48.67
BMW 2016   03  01  08    49.15
BMW 2016   03  01  09    49.14
BMW 2016   03  01  10    49.33
BMW 2016   03  01  11    49.03
BMW 2016   03  01  12    48.53
BMW 2016   03  01  13    48.18
BMW 2016   03  01  14    47.73
BMW 2016   03  01  15    47.24
BMW 2016   03  01  16    46.50
BMW 2016   03  01  17    45.81
BMW 2016   03  01  18    45.39
BMW 2016   03  01  19    45.27
BMW 2016   03  01  20    45.43
BMW 2016   03  01  21    45.98
BMW 2016   03  01  22    46.49
BMW 2016   03  01  23    46.87
BMW 2016   03  02  00    48.05
BMW 2016   03  02  01    48.28
BMW 2016   03  02  02    47.79
BMW 2016   03  02  03    48.15
BMW 2016   03  02  04    48.40
BMW 2016   03  02  05    47.29
BMW 2016   03  02  06    46.70
BMW 2016   03  02  07    46.71
BMW 2016   03  02  08    46.62
BMW 2016   03  02  09    47.50
BMW 2016   03  02  10    47.86
BMW 2016   03  02  11    47.51
BMW 2016   03  02  12    47.43
BMW 2016   03  02  13    46.68
BMW 2016   03  02  14    44.63
BMW 2016   03  02  15    44.22
BMW 2016   03  02  16    43.44
BMW 2016   03  02  17    42.39
BMW 2016   03  02  18    42.06
BMW 2016   03  02  19    42.32
BMW 2016   03  02  20    43.17
BMW 2016   03  02  21    43.39
BMW 2016   03  02  22    43.25
BMW 2016   03  02  23    43.39
BMW 2016   03  03  00    43.25
BMW 2016   03  03  01    43.16
BMW 2016   03  03  02    43.46
BMW 2016   03  03  03    43.32
BMW 2016   03  03  04    43.41
BMW 2016   03  03  05    43.58
BMW 2016   03  03  06    43.44
BMW 2016   03  03  07    44.35
BMW 2016   03  03  08    43.48
BMW 2016   03  03  09    44.03
BMW 2016   03  03  10    49.17
BMW 2016   03  03  11    50.49
BMW 2016   03  03  12    49.98
BMW 2016   03  03  13    46.61
BMW 2016   03  03  14  9999.99
BMW 2016   03  03  15  9999.99
BMW 2016   03  03  16  9999.99
BMW 2016   03  03  17  9999.99
BMW 2016   03  03  18  9999.99
BMW 2016   03  03  19  9999.99
BMW 2016   03  03  20  9999.99
BMW 2016   03  03  21  9999.99
