These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  O3(PPB)
SMO 2011   09  01  00    17.21
SMO 2011   09  01  01    16.89
SMO 2011   09  01  02    16.62
SMO 2011   09  01  03    16.31
SMO 2011   09  01  04    16.51
SMO 2011   09  01  05    16.75
SMO 2011   09  01  06    17.16
SMO 2011   09  01  07    17.18
SMO 2011   09  01  08    17.54
SMO 2011   09  01  09    18.50
SMO 2011   09  01  10    19.54
SMO 2011   09  01  11    20.17
SMO 2011   09  01  12    20.26
SMO 2011   09  01  13    20.32
SMO 2011   09  01  14    20.28
SMO 2011   09  01  15    20.23
SMO 2011   09  01  16    20.50
SMO 2011   09  01  17    20.49
SMO 2011   09  01  18    20.38
SMO 2011   09  01  19    20.43
SMO 2011   09  01  20    20.32
SMO 2011   09  01  21    20.14
SMO 2011   09  01  22    19.62
SMO 2011   09  01  23    19.23
SMO 2011   09  02  00    18.64
SMO 2011   09  02  01    18.11
SMO 2011   09  02  02    18.56
SMO 2011   09  02  03    19.23
SMO 2011   09  02  04    18.65
SMO 2011   09  02  05    18.95
SMO 2011   09  02  06    19.50
SMO 2011   09  02  07    19.97
SMO 2011   09  02  08    20.04
SMO 2011   09  02  09    20.52
SMO 2011   09  02  10    21.03
SMO 2011   09  02  11    21.58
SMO 2011   09  02  12    21.87
SMO 2011   09  02  13    22.20
SMO 2011   09  02  14    22.94
SMO 2011   09  02  15    23.92
SMO 2011   09  02  16    25.33
SMO 2011   09  02  17    24.89
SMO 2011   09  02  18    23.86
SMO 2011   09  02  19    23.54
SMO 2011   09  02  20    23.42
SMO 2011   09  02  21    22.89
SMO 2011   09  02  22    21.84
SMO 2011   09  02  23    21.18
SMO 2011   09  03  00    20.30
SMO 2011   09  03  01    19.68
SMO 2011   09  03  02    19.09
SMO 2011   09  03  03    18.27
SMO 2011   09  03  04    18.09
SMO 2011   09  03  05    18.05
SMO 2011   09  03  06    18.50
SMO 2011   09  03  07    18.32
SMO 2011   09  03  08    18.74
SMO 2011   09  03  09    18.92
SMO 2011   09  03  10    18.81
