These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  O3(PPB)
SMO 2011   10  01  00    13.70
SMO 2011   10  01  01    14.02
SMO 2011   10  01  02    14.15
SMO 2011   10  01  03    14.24
SMO 2011   10  01  04    14.47
SMO 2011   10  01  05    14.82
SMO 2011   10  01  06    14.70
SMO 2011   10  01  07    15.11
SMO 2011   10  01  08    15.88
SMO 2011   10  01  09    16.18
SMO 2011   10  01  10    16.26
SMO 2011   10  01  11    16.07
SMO 2011   10  01  12    15.96
SMO 2011   10  01  13    15.59
SMO 2011   10  01  14    15.42
SMO 2011   10  01  15    15.42
SMO 2011   10  01  16    15.45
SMO 2011   10  01  17    15.11
SMO 2011   10  01  18    14.87
SMO 2011   10  01  19    15.16
SMO 2011   10  01  20    14.96
SMO 2011   10  01  21    15.56
SMO 2011   10  01  22    15.91
SMO 2011   10  01  23    18.68
SMO 2011   10  02  00    18.31
SMO 2011   10  02  01    17.86
SMO 2011   10  02  02    18.32
SMO 2011   10  02  03    19.08
SMO 2011   10  02  04    19.62
SMO 2011   10  02  05    18.93
SMO 2011   10  02  06    18.28
SMO 2011   10  02  07    17.92
SMO 2011   10  02  08    17.65
SMO 2011   10  02  09    17.98
SMO 2011   10  02  10    17.74
