These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  MIN  O3(PPB)
SMO 2011   04  01  00    00    14.42
SMO 2011   04  01  01    00    15.42
SMO 2011   04  01  02    00    15.52
SMO 2011   04  01  03    00    15.61
SMO 2011   04  01  04    00    14.86
SMO 2011   04  01  05    00    14.90
SMO 2011   04  01  06    00    15.61
SMO 2011   04  01  07    00    15.63
SMO 2011   04  01  08    00    15.27
SMO 2011   04  01  09    00    15.91
SMO 2011   04  01  10    00    15.38
SMO 2011   04  01  11    00    14.95
SMO 2011   04  01  12    00    14.78
SMO 2011   04  01  13    00    14.74
SMO 2011   04  01  14    00    14.64
SMO 2011   04  01  15    00    14.71
SMO 2011   04  01  16    00    15.50
SMO 2011   04  01  17    00    14.75
SMO 2011   04  01  18    00    14.86
SMO 2011   04  01  19    00    15.05
SMO 2011   04  01  20    00    14.69
SMO 2011   04  01  21    00    14.24
SMO 2011   04  01  22    00    14.51
SMO 2011   04  01  23    00    14.53
SMO 2011   04  02  00    00    14.94
SMO 2011   04  02  01    00    15.38
SMO 2011   04  02  02    00    14.90
SMO 2011   04  02  03    00    15.65
SMO 2011   04  02  04    00    15.54
SMO 2011   04  02  05    00    15.28
SMO 2011   04  02  06    00    15.16
SMO 2011   04  02  07    00    15.53
SMO 2011   04  02  08    00    15.58
SMO 2011   04  02  09    00    15.78
