These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  MIN  O3(PPB)
SMO 2013   04  01  00    00     4.77
SMO 2013   04  01  00    05     4.16
SMO 2013   04  01  00    10     4.62
SMO 2013   04  01  00    15     4.58
SMO 2013   04  01  00    20     4.21
SMO 2013   04  01  00    25     4.35
SMO 2013   04  01  00    30     4.39
SMO 2013   04  01  00    35     4.25
SMO 2013   04  01  00    40     4.41
SMO 2013   04  01  00    45     3.41
SMO 2013   04  01  00    50     4.03
SMO 2013   04  01  00    55     4.05
SMO 2013   04  01  01    00     4.00
SMO 2013   04  01  01    05     4.07
SMO 2013   04  01  01    10     3.92
SMO 2013   04  01  01    15     4.18
SMO 2013   04  01  01    20     3.39
SMO 2013   04  01  01    25     4.09
SMO 2013   04  01  01    30     4.01
SMO 2013   04  01  01    35     4.25
SMO 2013   04  01  01    40     4.41
SMO 2013   04  01  01    45     4.28
SMO 2013   04  01  01    50     4.31
SMO 2013   04  01  01    55     4.27
SMO 2013   04  01  02    00     4.32
SMO 2013   04  01  02    05     4.31
SMO 2013   04  01  02    10     4.42
SMO 2013   04  01  02    15     4.45
SMO 2013   04  01  02    20     4.52
SMO 2013   04  01  02    25     4.59
SMO 2013   04  01  02    30     5.88
SMO 2013   04  01  02    35     5.88
SMO 2013   04  01  02    40     4.51
SMO 2013   04  01  02    45     4.24
SMO 2013   04  01  02    50     4.73
SMO 2013   04  01  02    55     5.45
SMO 2013   04  01  03    00     6.07
SMO 2013   04  01  03    05     5.73
SMO 2013   04  01  03    10     5.80
SMO 2013   04  01  03    15     4.88
SMO 2013   04  01  03    20     5.36
SMO 2013   04  01  03    25     7.39
SMO 2013   04  01  03    30     8.40
SMO 2013   04  01  03    35     8.58
SMO 2013   04  01  03    40     9.51
SMO 2013   04  01  03    45     9.88
SMO 2013   04  01  03    50     9.79
SMO 2013   04  01  03    55    11.83
SMO 2013   04  01  04    00    12.16
SMO 2013   04  01  04    05    12.67
SMO 2013   04  01  04    10    13.48
SMO 2013   04  01  04    15    13.17
SMO 2013   04  01  04    20    14.26
SMO 2013   04  01  04    25    14.19
SMO 2013   04  01  04    30    15.03
SMO 2013   04  01  04    35    13.60
SMO 2013   04  01  04    40    13.19
SMO 2013   04  01  04    45    11.97
SMO 2013   04  01  04    50    13.23
SMO 2013   04  01  04    55    13.58
SMO 2013   04  01  05    00    13.72
SMO 2013   04  01  05    05    14.95
SMO 2013   04  01  05    10    14.53
SMO 2013   04  01  05    15    14.50
SMO 2013   04  01  05    20    15.22
SMO 2013   04  01  05    25    15.48
SMO 2013   04  01  05    30    15.58
SMO 2013   04  01  05    35    15.19
SMO 2013   04  01  05    40    14.65
SMO 2013   04  01  05    45    14.13
SMO 2013   04  01  05    50    12.79
SMO 2013   04  01  05    55    11.86
SMO 2013   04  01  06    00    11.69
SMO 2013   04  01  06    05    11.05
SMO 2013   04  01  06    10    10.53
SMO 2013   04  01  06    15    10.47
SMO 2013   04  01  06    20    10.16
SMO 2013   04  01  06    25     9.17
SMO 2013   04  01  06    30     8.17
SMO 2013   04  01  06    35     7.82
SMO 2013   04  01  06    40     7.05
SMO 2013   04  01  06    45     6.60
SMO 2013   04  01  06    50     6.05
SMO 2013   04  01  06    55     6.12
SMO 2013   04  01  07    00     5.84
SMO 2013   04  01  07    05     5.67
SMO 2013   04  01  07    10     5.78
SMO 2013   04  01  07    15     5.72
SMO 2013   04  01  07    20     6.06
SMO 2013   04  01  07    25     6.31
SMO 2013   04  01  07    30     6.55
SMO 2013   04  01  07    35     6.40
SMO 2013   04  01  07    40     6.29
SMO 2013   04  01  07    45     5.97
SMO 2013   04  01  07    50     6.27
SMO 2013   04  01  07    55     6.42
SMO 2013   04  01  08    00     6.23
SMO 2013   04  01  08    05     6.34
SMO 2013   04  01  08    10     6.26
SMO 2013   04  01  08    15     6.00
SMO 2013   04  01  08    20     6.49
SMO 2013   04  01  08    25     6.25
SMO 2013   04  01  08    30     6.54
SMO 2013   04  01  08    35     6.51
SMO 2013   04  01  08    40     6.37
SMO 2013   04  01  08    45     6.58
SMO 2013   04  01  08    50     5.75
SMO 2013   04  01  08    55     6.22
SMO 2013   04  01  09    00     6.10
SMO 2013   04  01  09    05     6.07
SMO 2013   04  01  09    10     5.26
SMO 2013   04  01  09    15     4.77
SMO 2013   04  01  09    20     5.04
SMO 2013   04  01  09    25     4.41
SMO 2013   04  01  09    30     5.08
SMO 2013   04  01  09    35     4.91
SMO 2013   04  01  09    40     4.44
SMO 2013   04  01  09    45     4.61
SMO 2013   04  01  09    50     5.01
SMO 2013   04  01  09    55     4.83
SMO 2013   04  01  10    00     5.04
SMO 2013   04  01  10    05     5.08
SMO 2013   04  01  10    10     4.28
SMO 2013   04  01  10    15     4.30
SMO 2013   04  01  10    20     3.98
SMO 2013   04  01  10    25     3.77
SMO 2013   04  01  10    30     4.35
SMO 2013   04  01  10    35     3.86
SMO 2013   04  01  10    40     4.17
SMO 2013   04  01  10    45     4.08
SMO 2013   04  01  10    50     4.48
SMO 2013   04  01  10    55     3.33
SMO 2013   04  01  11    00     4.23
SMO 2013   04  01  11    05     4.22
SMO 2013   04  01  11    10     3.73
SMO 2013   04  01  11    15     4.11
SMO 2013   04  01  11    20     3.55
SMO 2013   04  01  11    25     3.97
SMO 2013   04  01  11    30     3.79
SMO 2013   04  01  11    35     3.73
SMO 2013   04  01  11    40     3.99
SMO 2013   04  01  11    45     3.79
SMO 2013   04  01  11    50     3.85
SMO 2013   04  01  11    55     4.03
SMO 2013   04  01  12    00     3.74
SMO 2013   04  01  12    05     3.60
SMO 2013   04  01  12    10     3.68
SMO 2013   04  01  12    15     3.64
SMO 2013   04  01  12    20     4.19
SMO 2013   04  01  12    25     3.99
SMO 2013   04  01  12    30     3.52
SMO 2013   04  01  12    35     3.70
SMO 2013   04  01  12    40     4.12
SMO 2013   04  01  12    45     3.56
SMO 2013   04  01  12    50     3.79
SMO 2013   04  01  12    55     4.08
SMO 2013   04  01  13    00     3.88
SMO 2013   04  01  13    05     3.66
SMO 2013   04  01  13    10     4.07
SMO 2013   04  01  13    15     3.50
SMO 2013   04  01  13    20     4.03
SMO 2013   04  01  13    25     3.78
SMO 2013   04  01  13    30     3.98
SMO 2013   04  01  13    35     3.58
SMO 2013   04  01  13    40     4.19
SMO 2013   04  01  13    45     3.90
SMO 2013   04  01  13    50     3.78
SMO 2013   04  01  13    55     4.10
