These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  O3(PPB)
SMO 2013   04  01  00     4.27
SMO 2013   04  01  01     4.10
SMO 2013   04  01  02     4.77
SMO 2013   04  01  03     7.77
SMO 2013   04  01  04    13.38
SMO 2013   04  01  05    14.38
SMO 2013   04  01  06     8.74
SMO 2013   04  01  07     6.11
SMO 2013   04  01  08     6.30
SMO 2013   04  01  09     5.04
SMO 2013   04  01  10     4.23
SMO 2013   04  01  11     3.92
SMO 2013   04  01  12     3.80
SMO 2013   04  01  13     3.87
SMO 2013   04  01  14     3.91
SMO 2013   04  01  15     3.97
SMO 2013   04  01  16     3.95
SMO 2013   04  01  17     3.93
SMO 2013   04  01  18     3.92
SMO 2013   04  01  19     3.95
SMO 2013   04  01  22     4.53
SMO 2013   04  01  23     4.54
SMO 2013   04  02  00     4.39
SMO 2013   04  02  01     4.27
SMO 2013   04  02  02     4.15
SMO 2013   04  02  03     3.92
SMO 2013   04  02  04     3.90
SMO 2013   04  02  05     4.07
SMO 2013   04  02  06     4.26
SMO 2013   04  02  07     4.29
SMO 2013   04  02  08     4.51
SMO 2013   04  02  09     4.43
SMO 2013   04  02  10     4.49
SMO 2013   04  02  11     4.33
SMO 2013   04  02  12     4.35
SMO 2013   04  02  13     4.58
SMO 2013   04  02  14     5.05
SMO 2013   04  02  15     5.19
SMO 2013   04  02  16     4.67
SMO 2013   04  02  17     4.87
SMO 2013   04  02  18     5.21
SMO 2013   04  02  19     5.07
SMO 2013   04  02  20     4.93
SMO 2013   04  02  21     4.62
SMO 2013   04  02  22     4.86
SMO 2013   04  02  23     4.69
SMO 2013   04  03  00     4.36
SMO 2013   04  03  01     4.80
SMO 2013   04  03  02     4.94
SMO 2013   04  03  03     4.85
SMO 2013   04  03  04     4.48
SMO 2013   04  03  05     4.40
SMO 2013   04  03  06     4.65
SMO 2013   04  03  07     4.55
SMO 2013   04  03  08     4.67
SMO 2013   04  03  09     4.62
SMO 2013   04  03  10     4.92
SMO 2013   04  03  11     4.86
SMO 2013   04  03  12     4.97
SMO 2013   04  03  13     4.95
SMO 2013   04  03  14     4.99
SMO 2013   04  03  15     5.04
SMO 2013   04  03  16     5.10
SMO 2013   04  03  17     5.12
SMO 2013   04  03  18     4.93
SMO 2013   04  03  19     5.02
SMO 2013   04  03  20     4.90
SMO 2013   04  03  21     4.74
SMO 2013   04  03  22     4.56
SMO 2013   04  03  23     4.51
SMO 2013   04  04  00     4.56
SMO 2013   04  04  01     4.62
SMO 2013   04  04  02     4.80
SMO 2013   04  04  03     4.65
SMO 2013   04  04  04     4.51
SMO 2013   04  04  05     4.66
SMO 2013   04  04  06     4.71
SMO 2013   04  04  07     4.94
SMO 2013   04  04  08     4.96
SMO 2013   04  04  09     4.99
SMO 2013   04  04  10     5.04
SMO 2013   04  04  11     5.03
SMO 2013   04  04  12     5.05
SMO 2013   04  04  13     4.94
SMO 2013   04  04  14     4.79
SMO 2013   04  04  15     4.85
SMO 2013   04  04  16     5.16
SMO 2013   04  04  17     4.76
SMO 2013   04  04  18     4.35
SMO 2013   04  04  19     4.32
SMO 2013   04  04  20     4.22
SMO 2013   04  04  21     4.28
SMO 2013   04  04  22     4.34
SMO 2013   04  04  23     4.22
SMO 2013   04  05  00     4.32
SMO 2013   04  05  01     4.18
SMO 2013   04  05  02     4.52
SMO 2013   04  05  03     4.55
SMO 2013   04  05  04     4.48
SMO 2013   04  05  05     4.54
SMO 2013   04  05  06     4.23
SMO 2013   04  05  07     4.15
SMO 2013   04  05  08     4.21
SMO 2013   04  05  09     4.17
SMO 2013   04  05  10     4.47
SMO 2013   04  05  11     4.82
SMO 2013   04  05  12     4.86
SMO 2013   04  05  13     4.68
SMO 2013   04  05  14     4.81
SMO 2013   04  05  15     4.93
SMO 2013   04  05  16     4.76
SMO 2013   04  05  17     4.60
SMO 2013   04  05  18     4.29
SMO 2013   04  05  19     4.16
SMO 2013   04  05  20     4.04
SMO 2013   04  05  21     4.18
SMO 2013   04  05  22     4.64
SMO 2013   04  05  23     4.76
SMO 2013   04  06  00     4.84
SMO 2013   04  06  01     4.71
SMO 2013   04  06  02     4.69
SMO 2013   04  06  03     4.93
SMO 2013   04  06  04     5.28
SMO 2013   04  06  05     5.72
SMO 2013   04  06  06     6.25
SMO 2013   04  06  07     7.15
SMO 2013   04  06  08     8.11
SMO 2013   04  06  09     8.42
SMO 2013   04  06  10     8.96
SMO 2013   04  06  11     9.76
SMO 2013   04  06  12     9.69
SMO 2013   04  06  13     9.67
SMO 2013   04  06  14     9.88
SMO 2013   04  06  15     9.90
SMO 2013   04  06  16    10.25
SMO 2013   04  06  17    10.64
SMO 2013   04  06  18    10.35
SMO 2013   04  06  19    10.34
SMO 2013   04  06  20     9.97
SMO 2013   04  06  21     9.47
SMO 2013   04  06  22     9.12
SMO 2013   04  06  23     8.64
SMO 2013   04  07  00     8.41
SMO 2013   04  07  01     8.96
SMO 2013   04  07  02     9.67
SMO 2013   04  07  03     9.73
SMO 2013   04  07  04     9.80
SMO 2013   04  07  05     9.69
SMO 2013   04  07  06     9.71
SMO 2013   04  07  07     9.79
SMO 2013   04  07  08     9.59
SMO 2013   04  07  09     9.44
SMO 2013   04  07  10     9.62
SMO 2013   04  07  11    10.46
SMO 2013   04  07  12    10.57
SMO 2013   04  07  13    10.76
SMO 2013   04  07  14    10.84
SMO 2013   04  07  15    10.94
SMO 2013   04  07  16    10.41
SMO 2013   04  07  17    10.46
SMO 2013   04  07  18    10.71
SMO 2013   04  07  19    11.43
SMO 2013   04  07  20    10.80
SMO 2013   04  07  21    10.59
SMO 2013   04  07  22    10.44
SMO 2013   04  07  23    10.71
SMO 2013   04  08  00    10.27
SMO 2013   04  08  01    10.01
SMO 2013   04  08  02    10.32
SMO 2013   04  08  03    10.68
SMO 2013   04  08  04    10.52
SMO 2013   04  08  05    10.99
SMO 2013   04  08  06    11.97
SMO 2013   04  08  07    12.59
SMO 2013   04  08  08    12.96
SMO 2013   04  08  09    14.08
SMO 2013   04  08  10    14.91
SMO 2013   04  08  11    14.76
SMO 2013   04  08  12    14.36
SMO 2013   04  08  13    14.77
SMO 2013   04  08  14    14.84
SMO 2013   04  08  15    15.43
SMO 2013   04  08  16    16.76
SMO 2013   04  08  17    15.52
SMO 2013   04  08  18    14.04
SMO 2013   04  08  19    14.38
SMO 2013   04  08  20    14.21
SMO 2013   04  08  21    14.53
SMO 2013   04  08  22    14.68
SMO 2013   04  08  23    14.35
SMO 2013   04  09  00    13.97
SMO 2013   04  09  01    13.75
SMO 2013   04  09  02    13.36
SMO 2013   04  09  03    13.12
SMO 2013   04  09  04    13.16
SMO 2013   04  09  05    13.19
SMO 2013   04  09  06    13.23
SMO 2013   04  09  07    13.26
SMO 2013   04  09  08    13.42
SMO 2013   04  09  09    12.92
SMO 2013   04  09  10    12.71
SMO 2013   04  09  11    12.60
SMO 2013   04  09  12    12.58
SMO 2013   04  09  13    12.23
SMO 2013   04  09  14     3.96
SMO 2013   04  09  15    12.25
SMO 2013   04  09  16    12.08
SMO 2013   04  09  17    12.53
SMO 2013   04  09  18    12.10
SMO 2013   04  09  19    12.02
SMO 2013   04  09  20    12.23
SMO 2013   04  09  21    12.09
SMO 2013   04  09  22    12.18
SMO 2013   04  09  23    12.00
SMO 2013   04  10  00    11.68
SMO 2013   04  10  01    11.20
SMO 2013   04  10  02    11.14
SMO 2013   04  10  03    10.21
SMO 2013   04  10  04     9.65
SMO 2013   04  10  05     9.42
SMO 2013   04  10  06     8.88
SMO 2013   04  10  07     8.82
SMO 2013   04  10  08     8.99
SMO 2013   04  10  09     8.77
SMO 2013   04  10  10     9.29
SMO 2013   04  10  11     9.77
SMO 2013   04  10  12    10.64
SMO 2013   04  10  13    12.18
SMO 2013   04  10  14    12.01
SMO 2013   04  10  15    11.86
SMO 2013   04  10  16    11.75
SMO 2013   04  10  17    11.16
SMO 2013   04  10  18    10.46
SMO 2013   04  10  19    10.26
SMO 2013   04  10  20    10.57
SMO 2013   04  10  21    10.26
SMO 2013   04  10  22     9.67
SMO 2013   04  10  23     9.81
SMO 2013   04  11  00    10.20
SMO 2013   04  11  01     9.82
SMO 2013   04  11  02     9.88
SMO 2013   04  11  03     9.36
SMO 2013   04  11  04     8.94
SMO 2013   04  11  05     8.65
SMO 2013   04  11  06     8.66
SMO 2013   04  11  07     9.50
SMO 2013   04  11  08     8.76
