These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  MIN  O3(PPB)
SMO 2013   09  01  00    00    11.94
SMO 2013   09  01  00    05    13.15
SMO 2013   09  01  00    10    11.60
SMO 2013   09  01  00    15    13.07
SMO 2013   09  01  00    20    12.19
SMO 2013   09  01  00    25    11.22
SMO 2013   09  01  00    30    11.11
SMO 2013   09  01  00    35    11.39
SMO 2013   09  01  00    40    11.16
SMO 2013   09  01  00    45    12.05
SMO 2013   09  01  00    50    11.58
SMO 2013   09  01  00    55    10.97
SMO 2013   09  01  01    00    11.34
SMO 2013   09  01  01    05    12.50
SMO 2013   09  01  01    10    11.66
SMO 2013   09  01  01    15    11.88
SMO 2013   09  01  01    20    12.50
SMO 2013   09  01  01    25    12.12
SMO 2013   09  01  01    30    12.35
SMO 2013   09  01  01    35    11.92
SMO 2013   09  01  01    40    12.60
SMO 2013   09  01  01    45    10.84
SMO 2013   09  01  01    50    13.52
SMO 2013   09  01  01    55    13.84
SMO 2013   09  01  02    00    14.18
SMO 2013   09  01  02    05    13.91
SMO 2013   09  01  02    10    13.59
SMO 2013   09  01  02    15    13.56
SMO 2013   09  01  02    20    13.56
SMO 2013   09  01  02    25    13.78
SMO 2013   09  01  02    30    14.18
SMO 2013   09  01  02    35    14.32
SMO 2013   09  01  02    40    13.01
SMO 2013   09  01  02    45    13.89
SMO 2013   09  01  02    50    14.01
SMO 2013   09  01  02    55    14.00
SMO 2013   09  01  03    00    13.22
SMO 2013   09  01  03    05    13.33
SMO 2013   09  01  03    10    12.80
SMO 2013   09  01  03    15    12.79
SMO 2013   09  01  03    20    13.52
SMO 2013   09  01  03    25    12.61
SMO 2013   09  01  03    30    13.24
SMO 2013   09  01  03    35    11.14
SMO 2013   09  01  03    40    12.35
SMO 2013   09  01  03    45    13.43
SMO 2013   09  01  03    50    12.83
SMO 2013   09  01  03    55    11.96
SMO 2013   09  01  04    00    11.60
SMO 2013   09  01  04    05    12.34
SMO 2013   09  01  04    10    12.14
SMO 2013   09  01  04    15    12.28
SMO 2013   09  01  04    20    12.70
SMO 2013   09  01  04    25    12.71
SMO 2013   09  01  04    30    12.44
SMO 2013   09  01  04    35    12.48
SMO 2013   09  01  04    40    12.54
SMO 2013   09  01  04    45    12.93
SMO 2013   09  01  04    50    12.98
SMO 2013   09  01  04    55    13.02
SMO 2013   09  01  05    00    13.29
SMO 2013   09  01  05    05    13.50
SMO 2013   09  01  05    10    12.68
SMO 2013   09  01  05    15    13.45
SMO 2013   09  01  05    20    13.35
SMO 2013   09  01  05    25    13.60
SMO 2013   09  01  05    30    12.33
SMO 2013   09  01  05    35    13.14
SMO 2013   09  01  05    40    12.58
SMO 2013   09  01  05    45    13.34
SMO 2013   09  01  05    50    13.24
SMO 2013   09  01  05    55    13.39
SMO 2013   09  01  06    00    12.93
SMO 2013   09  01  06    05    13.88
SMO 2013   09  01  06    10    12.43
SMO 2013   09  01  06    15    13.03
SMO 2013   09  01  06    20    13.05
SMO 2013   09  01  06    25    12.30
SMO 2013   09  01  06    30    11.80
SMO 2013   09  01  06    35    11.83
SMO 2013   09  01  06    40    11.05
SMO 2013   09  01  06    45    11.55
SMO 2013   09  01  06    50    11.31
SMO 2013   09  01  06    55    10.99
SMO 2013   09  01  07    00    11.02
SMO 2013   09  01  07    05    11.08
SMO 2013   09  01  07    10    11.24
SMO 2013   09  01  07    15    11.08
SMO 2013   09  01  07    20    11.33
SMO 2013   09  01  07    25    11.65
SMO 2013   09  01  07    30    11.84
SMO 2013   09  01  07    35    12.00
SMO 2013   09  01  07    40    12.20
SMO 2013   09  01  07    45    11.32
SMO 2013   09  01  07    50    12.41
SMO 2013   09  01  07    55    10.94
SMO 2013   09  01  08    00    11.79
SMO 2013   09  01  08    05    12.82
SMO 2013   09  01  08    10    12.98
SMO 2013   09  01  08    15    12.19
SMO 2013   09  01  08    20    12.32
SMO 2013   09  01  08    25    12.46
SMO 2013   09  01  08    30    13.00
SMO 2013   09  01  08    35    12.02
SMO 2013   09  01  08    40    12.66
SMO 2013   09  01  08    45    12.04
SMO 2013   09  01  08    50    12.37
SMO 2013   09  01  08    55    11.27
SMO 2013   09  01  09    00    11.94
SMO 2013   09  01  09    05    11.07
SMO 2013   09  01  09    10    11.31
SMO 2013   09  01  09    15    10.87
SMO 2013   09  01  09    20    12.39
SMO 2013   09  01  09    25    11.35
SMO 2013   09  01  09    30    11.45
SMO 2013   09  01  09    35    11.11
SMO 2013   09  01  09    40    10.92
SMO 2013   09  01  09    45     9.62
SMO 2013   09  01  09    50     9.80
SMO 2013   09  01  09    55    10.89
SMO 2013   09  01  10    00    12.14
SMO 2013   09  01  10    05    11.99
SMO 2013   09  01  10    10    11.79
SMO 2013   09  01  10    15    11.41
SMO 2013   09  01  10    20    12.71
SMO 2013   09  01  10    25    12.94
SMO 2013   09  01  10    30    11.98
SMO 2013   09  01  10    35    11.91
SMO 2013   09  01  10    40    10.98
SMO 2013   09  01  10    45    12.78
SMO 2013   09  01  10    50    12.82
SMO 2013   09  01  10    55    12.81
SMO 2013   09  01  11    00    12.59
SMO 2013   09  01  11    05    12.78
SMO 2013   09  01  11    10    12.65
SMO 2013   09  01  11    15    12.94
SMO 2013   09  01  11    20    12.20
SMO 2013   09  01  11    25    11.80
SMO 2013   09  01  11    30    11.94
SMO 2013   09  01  11    35    12.40
