These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  O3(PPB)
SMO 2013   10  01  00     8.32
SMO 2013   10  01  01     8.30
SMO 2013   10  01  02     7.74
SMO 2013   10  01  03     8.39
SMO 2013   10  01  04     8.78
SMO 2013   10  01  05     9.21
SMO 2013   10  01  06     9.40
SMO 2013   10  01  07     9.20
SMO 2013   10  01  08     9.50
SMO 2013   10  01  09     9.92
SMO 2013   10  01  10    10.17
SMO 2013   10  01  11    11.10
SMO 2013   10  01  12    11.30
SMO 2013   10  01  13    11.45
SMO 2013   10  01  14    11.48
SMO 2013   10  01  15    11.83
SMO 2013   10  01  16    11.66
SMO 2013   10  01  17    11.48
SMO 2013   10  01  18    11.11
SMO 2013   10  01  19    10.31
SMO 2013   10  01  20    10.48
SMO 2013   10  01  21    10.75
SMO 2013   10  01  22    10.94
SMO 2013   10  01  23    10.56
SMO 2013   10  02  00    10.01
SMO 2013   10  02  01    10.39
SMO 2013   10  02  02    10.56
SMO 2013   10  02  03    10.28
SMO 2013   10  02  04    10.26
SMO 2013   10  02  05    10.56
SMO 2013   10  02  06    11.26
SMO 2013   10  02  07    10.97
SMO 2013   10  02  08    10.91
SMO 2013   10  02  09    10.75
SMO 2013   10  02  10    10.43
SMO 2013   10  02  11    10.52
SMO 2013   10  02  12    10.89
SMO 2013   10  02  13    11.34
SMO 2013   10  02  14    11.02
SMO 2013   10  02  15    11.12
SMO 2013   10  02  16    10.88
SMO 2013   10  02  17    11.24
SMO 2013   10  02  18    12.23
SMO 2013   10  02  19    14.14
SMO 2013   10  02  20    15.52
SMO 2013   10  02  21    15.12
SMO 2013   10  02  22    14.83
SMO 2013   10  02  23    14.43
SMO 2013   10  03  00    14.40
SMO 2013   10  03  01    13.55
SMO 2013   10  03  02    14.36
SMO 2013   10  03  03    14.19
SMO 2013   10  03  04    13.42
SMO 2013   10  03  05    12.93
SMO 2013   10  03  06    13.20
SMO 2013   10  03  07    12.42
SMO 2013   10  03  08    12.66
SMO 2013   10  03  09    12.28
SMO 2013   10  03  10    11.85
SMO 2013   10  03  11    11.11
SMO 2013   10  03  12     9.12
SMO 2013   10  03  13     7.44
SMO 2013   10  03  14     9.75
SMO 2013   10  03  15    11.09
SMO 2013   10  03  16    12.17
SMO 2013   10  03  17    12.70
SMO 2013   10  03  18    12.29
SMO 2013   10  03  19    12.35
SMO 2013   10  03  20    12.69
SMO 2013   10  03  21    12.78
SMO 2013   10  03  22    12.17
SMO 2013   10  03  23    12.51
SMO 2013   10  04  00    12.15
SMO 2013   10  04  01    11.41
SMO 2013   10  04  02    11.02
SMO 2013   10  04  03    10.88
SMO 2013   10  04  04    11.18
SMO 2013   10  04  05    11.67
SMO 2013   10  04  06    11.95
SMO 2013   10  04  07    11.93
SMO 2013   10  04  08    12.06
SMO 2013   10  04  09    12.33
SMO 2013   10  04  10    12.17
SMO 2013   10  04  11    12.31
SMO 2013   10  04  12    12.01
SMO 2013   10  04  13    11.79
SMO 2013   10  04  14    11.93
SMO 2013   10  04  15    12.87
SMO 2013   10  04  16    14.89
SMO 2013   10  04  17    16.06
SMO 2013   10  04  18    16.23
SMO 2013   10  04  19    16.03
SMO 2013   10  04  20    15.92
SMO 2013   10  04  22    14.03
SMO 2013   10  04  23    13.51
SMO 2013   10  05  00    13.34
SMO 2013   10  05  01    12.72
SMO 2013   10  05  02    12.97
SMO 2013   10  05  03    12.83
SMO 2013   10  05  04    12.99
SMO 2013   10  05  05    13.26
SMO 2013   10  05  06    13.09
SMO 2013   10  05  07    12.61
SMO 2013   10  05  08    12.37
SMO 2013   10  05  09    12.35
SMO 2013   10  05  10    12.64
SMO 2013   10  05  11    12.13
SMO 2013   10  05  12    11.92
SMO 2013   10  05  13    11.66
SMO 2013   10  05  14    11.20
SMO 2013   10  05  15    11.82
SMO 2013   10  05  16    11.64
SMO 2013   10  05  17    11.46
SMO 2013   10  05  18    11.45
SMO 2013   10  05  19    12.00
SMO 2013   10  05  20    12.14
SMO 2013   10  05  21    12.58
SMO 2013   10  05  22    12.26
SMO 2013   10  05  23    11.61
SMO 2013   10  06  00    10.86
SMO 2013   10  06  01    10.63
SMO 2013   10  06  02    10.20
SMO 2013   10  06  03    11.32
SMO 2013   10  06  04    12.24
SMO 2013   10  06  05    12.67
SMO 2013   10  06  06    12.56
SMO 2013   10  06  07    13.17
SMO 2013   10  06  08    13.18
SMO 2013   10  06  09    13.27
SMO 2013   10  06  10    13.47
SMO 2013   10  06  11    13.20
SMO 2013   10  06  12    13.75
SMO 2013   10  06  13    13.76
SMO 2013   10  06  14    14.52
SMO 2013   10  06  15    15.62
SMO 2013   10  06  16    16.11
SMO 2013   10  06  17    15.86
SMO 2013   10  06  18    15.54
