These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  MIN  O3(PPB)
SMO 2012   05  01  01    00     7.95
SMO 2012   05  01  01    05     7.37
SMO 2012   05  01  01    10     7.33
SMO 2012   05  01  01    15     7.68
SMO 2012   05  01  01    20     7.71
SMO 2012   05  01  01    25     7.77
SMO 2012   05  01  01    30     7.91
SMO 2012   05  01  01    35     7.66
SMO 2012   05  01  01    40     7.23
SMO 2012   05  01  01    45     8.12
SMO 2012   05  01  01    50     7.90
SMO 2012   05  01  01    55     7.10
SMO 2012   05  01  02    00     7.78
SMO 2012   05  01  02    05     7.47
SMO 2012   05  01  02    10     7.82
SMO 2012   05  01  02    15     7.53
SMO 2012   05  01  02    20     7.68
SMO 2012   05  01  02    25     7.73
SMO 2012   05  01  02    30     7.83
SMO 2012   05  01  02    35     7.70
SMO 2012   05  01  02    40     7.70
SMO 2012   05  01  02    45     8.03
SMO 2012   05  01  02    50     7.98
SMO 2012   05  01  02    55     7.90
SMO 2012   05  01  03    00     7.97
SMO 2012   05  01  03    05     7.80
SMO 2012   05  01  03    10     8.12
SMO 2012   05  01  03    15     7.94
SMO 2012   05  01  03    20     7.98
SMO 2012   05  01  03    25     7.39
SMO 2012   05  01  03    30     8.01
SMO 2012   05  01  03    35     7.49
SMO 2012   05  01  03    40     6.28
SMO 2012   05  01  03    45     6.88
SMO 2012   05  01  03    50     7.10
SMO 2012   05  01  03    55     7.33
SMO 2012   05  01  04    00     7.28
SMO 2012   05  01  04    05     7.55
SMO 2012   05  01  04    10     6.96
SMO 2012   05  01  04    15     6.24
SMO 2012   05  01  04    20     6.57
SMO 2012   05  01  04    25     6.84
SMO 2012   05  01  04    30     6.73
SMO 2012   05  01  04    35     6.87
SMO 2012   05  01  04    40     6.10
SMO 2012   05  01  04    45     6.91
SMO 2012   05  01  04    50     6.78
SMO 2012   05  01  04    55     7.15
SMO 2012   05  01  05    00     7.26
SMO 2012   05  01  05    05     7.35
SMO 2012   05  01  05    10     7.36
SMO 2012   05  01  05    15     7.45
SMO 2012   05  01  05    20     7.55
SMO 2012   05  01  05    25     7.20
SMO 2012   05  01  05    30     7.27
SMO 2012   05  01  05    35     7.59
SMO 2012   05  01  05    40     7.73
SMO 2012   05  01  05    45     7.10
SMO 2012   05  01  05    50     5.81
SMO 2012   05  01  05    55     7.25
SMO 2012   05  01  06    00     7.61
SMO 2012   05  01  06    05     7.80
SMO 2012   05  01  06    10     7.65
SMO 2012   05  01  06    15     7.75
SMO 2012   05  01  06    20     7.94
SMO 2012   05  01  06    25     7.96
SMO 2012   05  01  06    30     7.70
SMO 2012   05  01  06    35     7.36
SMO 2012   05  01  06    40     7.43
SMO 2012   05  01  06    45     7.71
SMO 2012   05  01  06    50     7.55
SMO 2012   05  01  06    55     7.88
SMO 2012   05  01  07    00     8.04
SMO 2012   05  01  07    05     8.13
SMO 2012   05  01  07    10     8.07
SMO 2012   05  01  07    15     8.11
SMO 2012   05  01  07    20     7.57
SMO 2012   05  01  07    25     7.42
SMO 2012   05  01  07    30     7.58
SMO 2012   05  01  07    35     7.53
SMO 2012   05  01  07    40     7.48
SMO 2012   05  01  07    45     7.61
SMO 2012   05  01  07    50     7.65
SMO 2012   05  01  07    55     7.68
SMO 2012   05  01  08    00     7.45
SMO 2012   05  01  08    05     7.28
SMO 2012   05  01  08    10     7.13
SMO 2012   05  01  08    15     7.28
SMO 2012   05  01  08    20     6.95
SMO 2012   05  01  08    25     6.80
SMO 2012   05  01  08    30     6.72
SMO 2012   05  01  08    35     7.00
SMO 2012   05  01  08    40     6.94
SMO 2012   05  01  08    45     6.99
SMO 2012   05  01  08    50     7.07
SMO 2012   05  01  08    55     7.02
SMO 2012   05  01  09    00     6.99
SMO 2012   05  01  09    05     6.41
SMO 2012   05  01  09    10     6.38
SMO 2012   05  01  09    15     6.51
SMO 2012   05  01  09    20     6.56
SMO 2012   05  01  09    25     6.65
SMO 2012   05  01  09    30     6.32
SMO 2012   05  01  09    35     6.61
SMO 2012   05  01  09    40     6.77
SMO 2012   05  01  09    45     7.12
SMO 2012   05  01  09    50     7.13
SMO 2012   05  01  09    55     7.20
SMO 2012   05  01  10    00     7.29
SMO 2012   05  01  10    05     7.32
SMO 2012   05  01  10    10     7.16
SMO 2012   05  01  10    15     6.99
SMO 2012   05  01  10    20     7.06
SMO 2012   05  01  10    25     7.73
SMO 2012   05  01  10    30     7.75
SMO 2012   05  01  10    35     7.61
SMO 2012   05  01  10    40     7.73
SMO 2012   05  01  10    45     8.17
SMO 2012   05  01  10    50     7.58
SMO 2012   05  01  10    55     7.56
SMO 2012   05  01  11    00     7.33
SMO 2012   05  01  11    05     7.32
SMO 2012   05  01  11    10     7.70
SMO 2012   05  01  11    15     7.77
SMO 2012   05  01  11    20     7.22
SMO 2012   05  01  11    25     6.31
SMO 2012   05  01  11    30     6.17
SMO 2012   05  01  11    35     6.02
SMO 2012   05  01  11    40     5.81
SMO 2012   05  01  11    45     6.15
SMO 2012   05  01  11    50     5.74
SMO 2012   05  01  11    55     5.14
SMO 2012   05  01  12    00     4.67
SMO 2012   05  01  12    05     3.04
SMO 2012   05  01  12    10     2.38
SMO 2012   05  01  12    15     2.66
SMO 2012   05  01  12    20     2.91
SMO 2012   05  01  12    25     2.07
SMO 2012   05  01  12    30     1.25
SMO 2012   05  01  12    35     0.44
SMO 2012   05  01  12    40     0.34
SMO 2012   05  01  12    45     0.43
SMO 2012   05  01  12    50     0.58
SMO 2012   05  01  12    55     0.48
