These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  MIN  O3(PPB)
SMO 2012   07  01  00    00    25.79
SMO 2012   07  01  00    05    26.07
SMO 2012   07  01  00    10    26.30
SMO 2012   07  01  00    15    26.41
SMO 2012   07  01  00    20    26.56
SMO 2012   07  01  00    25    26.33
SMO 2012   07  01  00    30    26.46
SMO 2012   07  01  00    35    25.95
SMO 2012   07  01  00    40    25.84
SMO 2012   07  01  00    45    26.33
SMO 2012   07  01  00    50    26.11
SMO 2012   07  01  00    55    26.59
SMO 2012   07  01  01    00    26.33
SMO 2012   07  01  01    05    25.76
SMO 2012   07  01  01    10    25.94
SMO 2012   07  01  01    15    25.77
SMO 2012   07  01  01    20    26.15
SMO 2012   07  01  01    25    25.88
SMO 2012   07  01  01    30    26.34
SMO 2012   07  01  01    35    26.75
SMO 2012   07  01  01    40    26.01
SMO 2012   07  01  01    45    26.30
SMO 2012   07  01  01    50    26.14
SMO 2012   07  01  01    55    26.08
SMO 2012   07  01  02    00    26.04
SMO 2012   07  01  02    05    26.68
SMO 2012   07  01  02    10    26.69
SMO 2012   07  01  02    15    26.59
SMO 2012   07  01  02    20    26.58
SMO 2012   07  01  02    25    26.54
SMO 2012   07  01  02    30    26.54
SMO 2012   07  01  02    35    26.42
SMO 2012   07  01  02    40    26.27
SMO 2012   07  01  02    45    26.28
SMO 2012   07  01  02    50    25.84
SMO 2012   07  01  02    55    25.99
SMO 2012   07  01  03    00    25.54
SMO 2012   07  01  03    05    25.74
SMO 2012   07  01  03    10    25.84
SMO 2012   07  01  03    15    25.57
SMO 2012   07  01  03    20    25.78
SMO 2012   07  01  03    25    25.89
SMO 2012   07  01  03    30    25.47
SMO 2012   07  01  03    35    25.76
SMO 2012   07  01  03    40    25.71
SMO 2012   07  01  03    45    25.49
SMO 2012   07  01  03    50    25.80
SMO 2012   07  01  03    55    25.74
SMO 2012   07  01  04    00    25.38
SMO 2012   07  01  04    05    25.86
SMO 2012   07  01  04    10    25.70
SMO 2012   07  01  04    15    25.88
SMO 2012   07  01  04    20    25.68
SMO 2012   07  01  04    25    25.90
SMO 2012   07  01  04    30    25.79
SMO 2012   07  01  04    35    26.14
SMO 2012   07  01  04    40    25.93
SMO 2012   07  01  04    45    25.93
SMO 2012   07  01  04    50    25.91
SMO 2012   07  01  04    55    25.95
SMO 2012   07  01  05    00    25.76
SMO 2012   07  01  05    05    26.44
SMO 2012   07  01  05    10    25.85
SMO 2012   07  01  05    15    26.09
SMO 2012   07  01  05    20    26.12
SMO 2012   07  01  05    25    26.20
SMO 2012   07  01  05    30    26.17
SMO 2012   07  01  05    35    26.02
SMO 2012   07  01  05    40    26.17
SMO 2012   07  01  05    45    26.05
SMO 2012   07  01  05    50    26.22
SMO 2012   07  01  05    55    26.01
SMO 2012   07  01  06    00    26.20
SMO 2012   07  01  06    05    26.41
SMO 2012   07  01  06    10    26.70
SMO 2012   07  01  06    15    26.61
SMO 2012   07  01  06    20    26.73
SMO 2012   07  01  06    25    26.82
SMO 2012   07  01  06    30    26.75
SMO 2012   07  01  06    35    26.98
SMO 2012   07  01  06    40    26.79
SMO 2012   07  01  06    45    26.81
SMO 2012   07  01  06    50    26.89
SMO 2012   07  01  06    55    26.82
SMO 2012   07  01  07    00    26.83
SMO 2012   07  01  07    05    27.02
SMO 2012   07  01  07    10    27.05
SMO 2012   07  01  07    15    27.18
SMO 2012   07  01  07    20    27.16
SMO 2012   07  01  07    25    27.06
SMO 2012   07  01  07    30    27.15
SMO 2012   07  01  07    35    27.15
SMO 2012   07  01  07    40    27.20
SMO 2012   07  01  07    45    27.17
SMO 2012   07  01  07    50    27.14
SMO 2012   07  01  07    55    27.20
SMO 2012   07  01  08    00    26.85
SMO 2012   07  01  08    05    26.94
SMO 2012   07  01  08    10    27.36
SMO 2012   07  01  08    15    27.44
SMO 2012   07  01  08    20    27.24
SMO 2012   07  01  08    25    27.03
SMO 2012   07  01  08    30    27.28
SMO 2012   07  01  08    35    27.56
SMO 2012   07  01  08    40    27.60
SMO 2012   07  01  08    45    27.59
SMO 2012   07  01  08    50    27.54
SMO 2012   07  01  08    55    27.46
SMO 2012   07  01  09    00    27.55
SMO 2012   07  01  09    05    27.57
SMO 2012   07  01  09    10    27.07
SMO 2012   07  01  09    15    27.39
SMO 2012   07  01  09    20    27.36
SMO 2012   07  01  09    25    27.52
SMO 2012   07  01  09    30    27.50
SMO 2012   07  01  09    35    27.74
SMO 2012   07  01  09    40    28.00
SMO 2012   07  01  09    45    27.74
SMO 2012   07  01  09    50    27.80
SMO 2012   07  01  09    55    27.97
SMO 2012   07  01  10    00    28.03
SMO 2012   07  01  10    05    27.94
SMO 2012   07  01  10    10    27.90
SMO 2012   07  01  10    15    27.70
SMO 2012   07  01  10    20    27.52
SMO 2012   07  01  10    25    27.37
SMO 2012   07  01  10    30    27.78
SMO 2012   07  01  10    35    27.90
SMO 2012   07  01  10    40    27.88
SMO 2012   07  01  10    45    27.32
SMO 2012   07  01  10    50    27.06
SMO 2012   07  01  10    55    27.57
SMO 2012   07  01  11    00    27.45
SMO 2012   07  01  11    05    27.37
SMO 2012   07  01  11    10    27.23
SMO 2012   07  01  11    15    27.21
SMO 2012   07  01  11    20    27.61
SMO 2012   07  01  11    25    27.43
SMO 2012   07  01  11    30    27.60
SMO 2012   07  01  11    35    27.85
SMO 2012   07  01  11    40    27.62
SMO 2012   07  01  11    45    28.00
SMO 2012   07  01  11    50    27.62
SMO 2012   07  01  11    55    27.91
SMO 2012   07  01  12    00    27.83
SMO 2012   07  01  12    05    27.91
SMO 2012   07  01  12    10    27.91
SMO 2012   07  01  12    15    27.51
SMO 2012   07  01  12    20    27.48
SMO 2012   07  01  12    25    27.42
SMO 2012   07  01  12    30    27.70
SMO 2012   07  01  12    35    28.03
SMO 2012   07  01  12    40    27.74
SMO 2012   07  01  12    45    27.38
SMO 2012   07  01  12    50    28.09
SMO 2012   07  01  12    55    27.72
SMO 2012   07  01  13    00    28.31
SMO 2012   07  01  13    05    27.96
SMO 2012   07  01  13    10    27.65
SMO 2012   07  01  13    15    27.95
SMO 2012   07  01  13    20    28.38
SMO 2012   07  01  13    25    28.44
SMO 2012   07  01  13    30    28.49
SMO 2012   07  01  13    35    28.24
SMO 2012   07  01  13    40    27.94
SMO 2012   07  01  13    45    28.24
SMO 2012   07  01  13    50    28.28
SMO 2012   07  01  13    55    28.11
SMO 2012   07  01  14    00    28.26
SMO 2012   07  01  14    05    28.36
SMO 2012   07  01  14    10    28.30
SMO 2012   07  01  14    15    28.17
SMO 2012   07  01  14    20    28.29
SMO 2012   07  01  14    25    28.46
SMO 2012   07  01  14    30    28.32
SMO 2012   07  01  14    35    28.50
SMO 2012   07  01  14    40    28.35
SMO 2012   07  01  14    45    28.17
SMO 2012   07  01  14    50    28.12
SMO 2012   07  01  14    55    28.29
SMO 2012   07  01  15    00    28.52
SMO 2012   07  01  15    05    28.30
SMO 2012   07  01  15    10    28.70
SMO 2012   07  01  15    15    28.07
SMO 2012   07  01  15    20    28.10
SMO 2012   07  01  15    25    28.38
SMO 2012   07  01  15    30    28.26
SMO 2012   07  01  15    35    28.23
SMO 2012   07  01  15    40    28.28
SMO 2012   07  01  15    45    28.37
SMO 2012   07  01  15    50    28.64
SMO 2012   07  01  15    55    28.24
SMO 2012   07  01  16    00    27.95
SMO 2012   07  01  16    05    28.14
SMO 2012   07  01  16    10    27.93
SMO 2012   07  01  16    15    28.36
SMO 2012   07  01  16    20    28.22
SMO 2012   07  01  16    25    28.64
SMO 2012   07  01  16    30    28.51
SMO 2012   07  01  16    35    28.96
SMO 2012   07  01  16    40    28.80
SMO 2012   07  01  16    45    28.52
SMO 2012   07  01  16    50    28.93
SMO 2012   07  01  16    55    28.63
SMO 2012   07  01  17    00    28.84
SMO 2012   07  01  17    05    28.73
SMO 2012   07  01  17    10    28.82
SMO 2012   07  01  17    15    28.32
SMO 2012   07  01  17    20    27.93
SMO 2012   07  01  17    25    28.13
SMO 2012   07  01  17    30    28.71
SMO 2012   07  01  17    35    28.38
SMO 2012   07  01  17    40    28.19
SMO 2012   07  01  17    45    28.41
SMO 2012   07  01  17    50    27.87
SMO 2012   07  01  17    55    28.77
SMO 2012   07  01  18    00    28.35
SMO 2012   07  01  18    05    28.54
