These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  O3(PPB)
SMO 2012   08  01  00    14.71
SMO 2012   08  01  01    14.48
SMO 2012   08  01  02    13.83
SMO 2012   08  01  03    12.89
SMO 2012   08  01  04    12.63
SMO 2012   08  01  05    12.47
SMO 2012   08  01  06    12.33
SMO 2012   08  01  07    12.37
SMO 2012   08  01  08    12.44
SMO 2012   08  01  09    12.84
SMO 2012   08  01  10    13.10
SMO 2012   08  01  11    13.14
SMO 2012   08  01  12    13.47
SMO 2012   08  01  13    14.05
SMO 2012   08  01  14    14.30
SMO 2012   08  01  15    14.63
SMO 2012   08  01  16    14.59
SMO 2012   08  01  17    14.93
SMO 2012   08  01  18    14.95
SMO 2012   08  01  19    14.57
SMO 2012   08  01  20    15.31
SMO 2012   08  01  21    15.47
SMO 2012   08  01  22    15.87
SMO 2012   08  01  23    16.03
SMO 2012   08  02  00    16.39
SMO 2012   08  02  01    18.85
SMO 2012   08  02  02    19.15
SMO 2012   08  02  03    18.86
SMO 2012   08  02  04    18.94
SMO 2012   08  02  05    19.08
SMO 2012   08  02  06    19.05
SMO 2012   08  02  07    19.18
SMO 2012   08  02  08    19.61
SMO 2012   08  02  09    19.79
SMO 2012   08  02  10    20.89
SMO 2012   08  02  11    21.18
SMO 2012   08  02  12    21.64
SMO 2012   08  02  13    22.11
SMO 2012   08  02  14    22.72
SMO 2012   08  02  15    23.57
SMO 2012   08  02  16    24.56
SMO 2012   08  02  17    24.39
SMO 2012   08  02  18    24.48
SMO 2012   08  02  19    23.62
SMO 2012   08  02  20    24.02
SMO 2012   08  02  21    24.64
SMO 2012   08  02  22    25.10
SMO 2012   08  02  23    27.57
SMO 2012   08  03  00    27.48
SMO 2012   08  03  01    28.70
SMO 2012   08  03  02    28.79
SMO 2012   08  03  03    28.06
SMO 2012   08  03  04    27.71
SMO 2012   08  03  05    27.94
SMO 2012   08  03  06    28.09
SMO 2012   08  03  07    28.35
SMO 2012   08  03  08    28.08
SMO 2012   08  03  09    27.76
SMO 2012   08  03  10    27.74
SMO 2012   08  03  11    27.98
SMO 2012   08  03  12    28.27
SMO 2012   08  03  13    27.68
SMO 2012   08  03  14    28.15
SMO 2012   08  03  15    29.07
SMO 2012   08  03  16    29.83
SMO 2012   08  03  17    29.68
SMO 2012   08  03  18    29.15
SMO 2012   08  03  19    28.67
SMO 2012   08  03  20    28.10
SMO 2012   08  03  21    26.59
SMO 2012   08  03  22    26.53
SMO 2012   08  03  23    25.81
SMO 2012   08  04  00    25.42
SMO 2012   08  04  01    24.52
SMO 2012   08  04  02    24.02
SMO 2012   08  04  03    23.87
SMO 2012   08  04  04    23.68
SMO 2012   08  04  05    23.49
SMO 2012   08  04  06    23.78
SMO 2012   08  04  07    24.17
SMO 2012   08  04  08    24.29
SMO 2012   08  04  09    24.54
SMO 2012   08  04  10    24.18
SMO 2012   08  04  11    23.98
SMO 2012   08  04  12    23.53
SMO 2012   08  04  13    23.24
SMO 2012   08  04  14    23.44
SMO 2012   08  04  15    23.77
SMO 2012   08  04  16    23.94
SMO 2012   08  04  17    23.89
SMO 2012   08  04  18    23.68
SMO 2012   08  04  19    23.56
SMO 2012   08  04  20    23.48
SMO 2012   08  04  21    23.81
SMO 2012   08  04  22    23.32
SMO 2012   08  04  23    22.33
SMO 2012   08  05  00    21.01
SMO 2012   08  05  01    21.05
SMO 2012   08  05  02    21.31
SMO 2012   08  05  03    21.11
SMO 2012   08  05  04    20.33
SMO 2012   08  05  05    20.20
SMO 2012   08  05  06    20.09
SMO 2012   08  05  07    20.02
SMO 2012   08  05  08    18.79
SMO 2012   08  05  09    18.48
SMO 2012   08  05  10    17.92
SMO 2012   08  05  11    17.70
SMO 2012   08  05  12    17.24
SMO 2012   08  05  13    16.74
SMO 2012   08  05  14    16.49
SMO 2012   08  05  15    16.30
SMO 2012   08  05  16    16.02
SMO 2012   08  05  17    16.32
SMO 2012   08  05  18    16.77
SMO 2012   08  05  19    17.14
SMO 2012   08  05  20    16.97
SMO 2012   08  05  21    16.62
SMO 2012   08  05  22    16.36
SMO 2012   08  05  23    16.14
SMO 2012   08  06  00    15.79
SMO 2012   08  06  01    15.61
SMO 2012   08  06  02    15.59
SMO 2012   08  06  03    15.58
SMO 2012   08  06  04    15.43
SMO 2012   08  06  05    15.32
SMO 2012   08  06  06    15.80
SMO 2012   08  06  07    16.28
SMO 2012   08  06  08    16.83
SMO 2012   08  06  09    16.99
SMO 2012   08  06  10    17.14
SMO 2012   08  06  11    17.18
SMO 2012   08  06  12    17.46
SMO 2012   08  06  13    17.87
SMO 2012   08  06  14    18.23
SMO 2012   08  06  15    18.30
SMO 2012   08  06  16    18.35
SMO 2012   08  06  17    18.35
SMO 2012   08  06  18    18.52
SMO 2012   08  06  19    18.69
SMO 2012   08  06  20    18.20
SMO 2012   08  06  21    18.31
SMO 2012   08  06  22    17.72
SMO 2012   08  06  23    17.50
SMO 2012   08  07  00    17.20
SMO 2012   08  07  01    17.06
SMO 2012   08  07  02    17.00
SMO 2012   08  07  03    16.98
SMO 2012   08  07  04    16.96
SMO 2012   08  07  05    16.64
SMO 2012   08  07  06    16.71
SMO 2012   08  07  07    16.81
SMO 2012   08  07  08    15.86
SMO 2012   08  07  09    15.60
SMO 2012   08  07  10    15.93
SMO 2012   08  07  11    15.94
SMO 2012   08  07  12    16.29
SMO 2012   08  07  13    15.27
SMO 2012   08  07  14    16.61
SMO 2012   08  07  15    16.18
SMO 2012   08  07  16    14.77
SMO 2012   08  07  17    14.88
SMO 2012   08  07  18    14.22
