These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  O3(PPB)
SMO 2012   01  01  00     9.18
SMO 2012   01  01  01     8.95
SMO 2012   01  01  02     8.84
SMO 2012   01  01  03     8.59
SMO 2012   01  01  04     8.69
SMO 2012   01  01  05     8.79
SMO 2012   01  01  06    10.19
SMO 2012   01  01  07    11.24
SMO 2012   01  01  08    11.66
SMO 2012   01  01  09    11.35
SMO 2012   01  01  10    11.90
SMO 2012   01  01  11    11.60
SMO 2012   01  01  12    12.07
SMO 2012   01  01  13    12.53
SMO 2012   01  01  14    12.58
SMO 2012   01  01  15    13.77
SMO 2012   01  01  16    13.22
SMO 2012   01  01  17    12.18
SMO 2012   01  01  18    12.25
SMO 2012   01  01  19    13.80
SMO 2012   01  01  20    14.38
SMO 2012   01  01  21    14.24
SMO 2012   01  01  22    14.38
SMO 2012   01  01  23    13.97
SMO 2012   01  02  00    11.62
SMO 2012   01  02  01    10.01
SMO 2012   01  02  02     8.97
SMO 2012   01  02  03     9.71
SMO 2012   01  02  04    10.73
SMO 2012   01  02  05    10.46
SMO 2012   01  02  06     9.06
SMO 2012   01  02  07    10.60
SMO 2012   01  02  08    11.74
SMO 2012   01  02  09    10.50
SMO 2012   01  02  10     9.52
SMO 2012   01  02  11     9.39
SMO 2012   01  02  12     9.41
SMO 2012   01  02  13     9.69
SMO 2012   01  02  14    10.47
SMO 2012   01  02  15    10.55
SMO 2012   01  02  16    11.43
SMO 2012   01  02  17    11.81
SMO 2012   01  02  18    11.59
SMO 2012   01  02  19    11.33
SMO 2012   01  02  20    10.58
SMO 2012   01  02  21    10.28
SMO 2012   01  02  22     9.71
SMO 2012   01  02  23     9.58
SMO 2012   01  03  00     9.16
SMO 2012   01  03  01     9.49
SMO 2012   01  03  02     9.65
SMO 2012   01  03  03     9.54
SMO 2012   01  03  04     9.73
SMO 2012   01  03  05     9.88
SMO 2012   01  03  06    10.02
SMO 2012   01  03  07    10.02
SMO 2012   01  03  08    10.16
SMO 2012   01  03  09    10.01
SMO 2012   01  03  10     9.81
SMO 2012   01  03  11    10.34
SMO 2012   01  03  12    11.16
SMO 2012   01  03  13    10.13
SMO 2012   01  03  14    10.74
SMO 2012   01  03  15    11.47
SMO 2012   01  03  16    10.05
SMO 2012   01  03  17    10.06
SMO 2012   01  03  18     9.52
SMO 2012   01  03  19     9.98
SMO 2012   01  03  20     9.58
SMO 2012   01  03  21     9.83
SMO 2012   01  03  22     9.91
SMO 2012   01  03  23     9.72
SMO 2012   01  04  00     9.17
SMO 2012   01  04  01     8.89
SMO 2012   01  04  02     8.77
SMO 2012   01  04  03     8.76
SMO 2012   01  04  04     8.68
SMO 2012   01  04  05     8.73
SMO 2012   01  04  06     8.58
SMO 2012   01  04  07     8.56
SMO 2012   01  04  08     8.80
SMO 2012   01  04  09     8.80
SMO 2012   01  04  10     8.80
SMO 2012   01  04  11     8.81
SMO 2012   01  04  12     8.80
SMO 2012   01  04  13     8.98
SMO 2012   01  04  14     9.00
SMO 2012   01  04  15     9.01
SMO 2012   01  04  16     9.24
SMO 2012   01  04  17     9.31
SMO 2012   01  04  18     9.15
SMO 2012   01  04  19     8.93
SMO 2012   01  04  20     9.35
SMO 2012   01  04  21    10.00
SMO 2012   01  04  22    11.56
SMO 2012   01  04  23     8.79
SMO 2012   01  05  00     8.14
SMO 2012   01  05  01     8.17
SMO 2012   01  05  02     7.75
SMO 2012   01  05  03     7.86
SMO 2012   01  05  04     7.65
SMO 2012   01  05  05     7.82
SMO 2012   01  05  06     7.81
SMO 2012   01  05  07     7.89
SMO 2012   01  05  08     7.91
SMO 2012   01  05  09     7.84
SMO 2012   01  05  10     7.83
SMO 2012   01  05  11     7.85
SMO 2012   01  05  12     7.99
SMO 2012   01  05  13     8.11
SMO 2012   01  05  14     8.44
SMO 2012   01  05  15     9.20
SMO 2012   01  05  16     8.98
SMO 2012   01  05  17     9.08
SMO 2012   01  05  18     9.21
SMO 2012   01  05  19     9.42
SMO 2012   01  05  20     9.51
SMO 2012   01  05  21     9.33
SMO 2012   01  05  22     9.02
SMO 2012   01  05  23     8.88
SMO 2012   01  06  00     9.00
SMO 2012   01  06  01     9.22
SMO 2012   01  06  02     9.38
SMO 2012   01  06  03     9.10
SMO 2012   01  06  04     9.12
SMO 2012   01  06  05     9.17
SMO 2012   01  06  06     9.21
SMO 2012   01  06  07     9.48
SMO 2012   01  06  08     9.51
SMO 2012   01  06  09     9.68
SMO 2012   01  06  10    10.20
SMO 2012   01  06  11    10.64
SMO 2012   01  06  12    11.25
SMO 2012   01  06  13    11.02
SMO 2012   01  06  14    10.86
SMO 2012   01  06  15    10.83
SMO 2012   01  06  16    10.84
SMO 2012   01  06  17    10.81
SMO 2012   01  06  18    10.77
SMO 2012   01  06  19    10.57
SMO 2012   01  06  20    10.24
SMO 2012   01  06  21     9.92
SMO 2012   01  06  22    10.01
SMO 2012   01  06  23     9.89
SMO 2012   01  07  00     9.77
SMO 2012   01  07  01     9.88
SMO 2012   01  07  02     9.24
SMO 2012   01  07  03     9.17
SMO 2012   01  07  04     9.90
SMO 2012   01  07  05     9.45
SMO 2012   01  07  06     8.98
SMO 2012   01  07  07     9.40
SMO 2012   01  07  08     8.68
SMO 2012   01  07  09     8.30
SMO 2012   01  07  10     8.37
SMO 2012   01  07  11     8.50
SMO 2012   01  07  12     9.04
SMO 2012   01  07  13     8.51
SMO 2012   01  07  14     9.18
SMO 2012   01  07  15     8.79
SMO 2012   01  07  16     9.31
SMO 2012   01  07  17     9.20
SMO 2012   01  07  18     9.54
SMO 2012   01  07  19     9.45
SMO 2012   01  07  20    10.96
SMO 2012   01  07  21    12.08
SMO 2012   01  07  22    11.16
SMO 2012   01  07  23    10.34
SMO 2012   01  08  00    10.09
SMO 2012   01  08  01    10.02
SMO 2012   01  08  02     9.48
SMO 2012   01  08  03     8.98
SMO 2012   01  08  04     9.64
SMO 2012   01  08  05     9.44
SMO 2012   01  08  06     9.10
SMO 2012   01  08  07     9.58
SMO 2012   01  08  08    10.47
SMO 2012   01  08  09    11.33
SMO 2012   01  08  10    11.02
SMO 2012   01  08  11    10.82
SMO 2012   01  08  12    10.33
SMO 2012   01  08  13    10.10
SMO 2012   01  08  14     9.88
SMO 2012   01  08  15    10.07
SMO 2012   01  08  16     9.97
SMO 2012   01  08  17     9.59
SMO 2012   01  08  18    10.02
SMO 2012   01  08  19     9.43
SMO 2012   01  08  20     9.63
SMO 2012   01  08  21     9.28
SMO 2012   01  08  22    10.14
SMO 2012   01  08  23    10.52
SMO 2012   01  09  00    10.41
SMO 2012   01  09  01    10.98
SMO 2012   01  09  02    10.47
SMO 2012   01  09  03    10.44
SMO 2012   01  09  04     9.48
SMO 2012   01  09  05     9.66
SMO 2012   01  09  06     9.62
SMO 2012   01  09  07    10.89
SMO 2012   01  09  08    11.45
SMO 2012   01  09  09    12.73
SMO 2012   01  09  10    10.98
SMO 2012   01  09  11    10.64
SMO 2012   01  09  12    10.96
SMO 2012   01  09  13    11.23
SMO 2012   01  09  14    11.52
SMO 2012   01  09  15    11.42
SMO 2012   01  09  16    12.90
SMO 2012   01  09  17    14.67
SMO 2012   01  09  18    14.76
SMO 2012   01  09  19    14.14
SMO 2012   01  09  20    14.64
SMO 2012   01  09  21    14.78
SMO 2012   01  09  22    14.71
SMO 2012   01  09  23    17.15
SMO 2012   01  10  00    16.63
SMO 2012   01  10  01    13.86
SMO 2012   01  10  02    12.80
SMO 2012   01  10  03    12.49
SMO 2012   01  10  04    11.90
SMO 2012   01  10  05    15.44
SMO 2012   01  10  06    14.62
SMO 2012   01  10  07    15.32
