These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  O3(PPB)
SMO 2012   10  01  00    14.29
SMO 2012   10  01  01    14.65
SMO 2012   10  01  02    15.32
SMO 2012   10  01  03    15.69
SMO 2012   10  01  04    16.04
SMO 2012   10  01  05    15.92
SMO 2012   10  01  06    15.53
SMO 2012   10  01  07    15.77
SMO 2012   10  01  08    16.53
SMO 2012   10  01  09    16.47
SMO 2012   10  01  10    16.39
SMO 2012   10  01  11    16.03
SMO 2012   10  01  12    16.49
SMO 2012   10  01  13    15.80
SMO 2012   10  01  14    15.61
SMO 2012   10  01  15    15.77
SMO 2012   10  01  16    16.01
SMO 2012   10  01  17    17.51
SMO 2012   10  01  18    17.71
SMO 2012   10  02  01    14.99
SMO 2012   10  02  02    15.01
SMO 2012   10  02  03    15.16
SMO 2012   10  02  04    15.33
SMO 2012   10  02  05    15.61
SMO 2012   10  02  06    16.09
SMO 2012   10  02  07    16.42
SMO 2012   10  02  08    16.77
SMO 2012   10  02  09    16.78
SMO 2012   10  02  10    17.34
SMO 2012   10  02  11    17.96
SMO 2012   10  02  12    18.16
SMO 2012   10  02  13    18.01
SMO 2012   10  02  14    18.27
SMO 2012   10  02  15    18.45
SMO 2012   10  02  16    18.70
SMO 2012   10  02  17    18.47
SMO 2012   10  02  18    18.33
SMO 2012   10  02  19    18.01
SMO 2012   10  02  20    17.31
SMO 2012   10  02  21    17.18
SMO 2012   10  02  22    16.63
SMO 2012   10  02  23    17.10
SMO 2012   10  03  00    16.52
SMO 2012   10  03  01    16.14
SMO 2012   10  03  02    16.42
SMO 2012   10  03  03    16.19
SMO 2012   10  03  04    16.08
SMO 2012   10  03  05    15.94
SMO 2012   10  03  06    15.90
SMO 2012   10  03  07    16.18
SMO 2012   10  03  08    17.25
SMO 2012   10  03  09    17.51
SMO 2012   10  03  10    17.60
SMO 2012   10  03  11    17.66
SMO 2012   10  03  12    18.16
SMO 2012   10  03  13    18.50
SMO 2012   10  03  14    18.49
SMO 2012   10  03  15    20.15
SMO 2012   10  03  16    21.00
SMO 2012   10  03  17    20.53
SMO 2012   10  03  18    19.57
SMO 2012   10  03  19    20.44
SMO 2012   10  03  20    18.66
SMO 2012   10  03  21    16.01
SMO 2012   10  03  22    16.00
SMO 2012   10  03  23    15.26
SMO 2012   10  04  00    13.79
SMO 2012   10  04  01    13.56
SMO 2012   10  04  02    13.89
SMO 2012   10  04  03    12.69
SMO 2012   10  04  04    12.71
SMO 2012   10  04  05    12.44
SMO 2012   10  04  06    12.56
SMO 2012   10  04  07    12.07
SMO 2012   10  04  08    13.14
SMO 2012   10  04  10    14.95
SMO 2012   10  04  11    14.91
SMO 2012   10  04  12    13.98
SMO 2012   10  04  13    13.40
SMO 2012   10  04  14    12.19
SMO 2012   10  04  15    11.93
SMO 2012   10  04  16    12.55
SMO 2012   10  04  17    12.98
SMO 2012   10  04  18    12.41
SMO 2012   10  04  19    11.75
SMO 2012   10  04  20    11.01
SMO 2012   10  04  21    11.92
SMO 2012   10  04  23    10.89
SMO 2012   10  05  00     9.87
SMO 2012   10  05  01     9.61
SMO 2012   10  05  02     9.50
SMO 2012   10  05  03     9.95
SMO 2012   10  05  04     9.87
SMO 2012   10  05  05     9.62
SMO 2012   10  05  06     9.25
SMO 2012   10  05  07     9.27
SMO 2012   10  05  08     9.40
SMO 2012   10  05  09     8.90
SMO 2012   10  05  10     6.60
SMO 2012   10  05  11     6.74
SMO 2012   10  05  12     5.50
SMO 2012   10  05  13     6.83
SMO 2012   10  05  14     6.31
SMO 2012   10  05  15     9.67
SMO 2012   10  05  16    10.47
SMO 2012   10  05  17    11.92
SMO 2012   10  05  18     9.87
SMO 2012   10  05  19     9.77
SMO 2012   10  05  20    10.08
SMO 2012   10  05  21    12.82
SMO 2012   10  05  22    11.45
SMO 2012   10  05  23    10.94
SMO 2012   10  06  00     9.69
SMO 2012   10  06  01    10.00
SMO 2012   10  06  02    10.40
