These data are made available to the scientific community and public with the understanding that authors of publications 
and presentations will contact the PI to obtain up-to-date information on the latest version of the data during the early stages of their analysis. 
Manuscripts that employ these data should be reviewed by the PI before submission to ensure the quality and limitations of the data are represented.  

Data Disclaimer: Data has undergone extensive quality checks and is available from NOAA-GMD and WDCGG. 
However, there still exists the potential for these data to be modified at the discretion of NOAA/ESRL Global Monitoring Division. 

If you have questions regarding the data in this file, please contact:
Audra McClure-Begley: Audra.mcclure@noaa.gov (303-497-6823)

Please use the following citation for data use: 
McClure-Begley, A., Petropavlovskikh, I., Oltmans, S., (2014) NOAA Global Monitoring Surface Ozone Network.
 Station name, Time start-Time end. National Oceanic and Atmospheric Administration, Earth Systems Research Laboratory Global Monitoring Division. 
 Boulder, CO. DATE ACCESSED http://dx.doi.org/10.7289/V57P8WBF

STN YEAR  MON  DAY  HR  MIN  O3(PPB)
SMO 2012   02  01  00    00     7.25
SMO 2012   02  01  01    25     6.89
SMO 2012   02  01  01    30     6.96
SMO 2012   02  01  01    35     7.00
SMO 2012   02  01  01    40     7.11
SMO 2012   02  01  01    45     6.91
SMO 2012   02  01  01    50     6.70
SMO 2012   02  01  01    55     6.78
SMO 2012   02  01  02    00     6.82
SMO 2012   02  01  02    05     6.78
SMO 2012   02  01  02    10     6.79
SMO 2012   02  01  02    15     6.83
SMO 2012   02  01  02    20     6.80
SMO 2012   02  01  02    25     6.87
SMO 2012   02  01  02    30     6.73
SMO 2012   02  01  02    35     6.66
SMO 2012   02  01  02    40     6.92
SMO 2012   02  01  02    45     6.84
SMO 2012   02  01  02    50     6.92
SMO 2012   02  01  02    55     6.84
SMO 2012   02  01  03    00     6.95
SMO 2012   02  01  03    05     7.14
SMO 2012   02  01  03    10     6.88
SMO 2012   02  01  03    15     7.08
SMO 2012   02  01  03    20     6.96
SMO 2012   02  01  03    25     6.96
SMO 2012   02  01  03    30     7.01
SMO 2012   02  01  03    35     7.02
SMO 2012   02  01  03    40     7.08
SMO 2012   02  01  03    45     7.23
SMO 2012   02  01  03    50     7.09
SMO 2012   02  01  03    55     6.80
SMO 2012   02  01  04    00     6.84
SMO 2012   02  01  04    05     7.00
SMO 2012   02  01  04    10     6.93
SMO 2012   02  01  04    15     6.92
SMO 2012   02  01  04    20     7.01
SMO 2012   02  01  04    25     7.07
SMO 2012   02  01  04    30     7.03
SMO 2012   02  01  04    35     7.05
SMO 2012   02  01  04    40     7.32
